Model,Dataset,Shots,Configuration,Total Data,Data Acquired
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,5,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,6,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,7,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,8,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,9,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,10,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,11,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,12,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,13,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,14,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,15,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,16,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,17,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,18,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,19,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,20,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,21,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,22,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,23,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,24,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,25,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,26,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,27,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,28,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,29,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,30,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,31,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,32,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,33,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,34,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,35,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,36,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,37,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,38,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,39,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,40,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,41,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,42,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,43,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,44,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,45,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,46,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,47,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,48,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,49,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,50,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,51,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,52,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,53,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,54,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.electrical_engineering,zero_shot,55,145.0,145
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,0,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,1,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,2,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,3,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,4,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,5,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,6,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,7,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,8,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,9,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,10,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,11,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,12,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,13,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,14,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,15,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,16,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,17,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,18,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,19,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,20,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,21,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,22,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,23,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,24,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,25,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,26,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,27,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,28,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,29,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,30,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,31,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,32,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,33,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,34,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,35,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,36,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,37,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,38,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,39,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,40,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,41,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,42,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,43,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,44,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,45,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,46,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,47,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,48,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,49,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,50,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,51,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,52,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,53,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,54,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.elementary_mathematics,zero_shot,55,378.0,378
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,0,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,1,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,2,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,3,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,4,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,5,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,6,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,7,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,8,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,9,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,10,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,11,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,12,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,13,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,14,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,15,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,16,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,17,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,18,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,19,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,20,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,21,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,22,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,23,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,24,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,25,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,26,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,27,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,28,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,29,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,30,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,31,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,32,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,33,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,34,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,35,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,36,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,37,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,38,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,39,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,40,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,41,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,42,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,43,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,44,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,45,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,46,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,47,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,48,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,49,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,50,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,51,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,52,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,53,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,54,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.formal_logic,zero_shot,55,126.0,126
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,0,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,1,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,2,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,3,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,4,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,5,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,6,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,7,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,8,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,9,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,10,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,11,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,12,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,13,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,14,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,15,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,16,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,17,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,18,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,19,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,20,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,21,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,22,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,23,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,24,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,25,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,26,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,27,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,28,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,29,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,30,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,31,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,32,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,33,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,34,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,35,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,36,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,37,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,38,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,39,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,40,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,41,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,42,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,43,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,44,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,45,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,46,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,47,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,48,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,49,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,50,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,51,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,52,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,53,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,54,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.global_facts,zero_shot,55,100.0,100
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,0,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,1,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,2,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,3,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,4,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,5,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,6,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,7,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,8,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,9,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,10,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,11,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,12,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,13,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,14,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,15,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,16,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,17,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,18,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,19,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,20,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,21,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,22,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,23,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,24,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,25,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,26,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,27,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,28,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,29,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,30,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,31,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,32,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,33,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,34,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,35,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,36,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,37,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,38,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,39,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,40,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,41,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,42,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,43,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,44,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,45,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,46,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,47,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,48,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,49,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,50,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,51,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,52,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,53,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,54,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_biology,zero_shot,55,310.0,310
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,0,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,1,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,2,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,3,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,4,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,5,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,6,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,7,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,8,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,9,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,10,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,11,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,12,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,13,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,14,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,15,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,16,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,17,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,18,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,19,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,20,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,21,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,22,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,23,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,24,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,25,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,26,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,27,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,28,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,29,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,30,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,31,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,32,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,33,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,34,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,35,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,36,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,37,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,38,203.0,203
Mistral-7B-Instruct-v0.2,mmlu.high_school_chemistry,zero_shot,39,203.0,203
