"statistic, pvalue, row is better than column",best set: template_7,template_9,template_37,template_30,template_38,template_6,template_33,template_31,template_23,template_36,template_21,template_3,template_16,template_5,template_4,template_11,template_2,template_35,template_41,template_39,template_17,template_29,template_13,template_34,template_20,template_22,template_25,template_40,template_28,template_19,template_8,template_24,template_12,template_32,template_18,template_10,template_44,template_26,template_27,template_1,template_45,template_49,template_47,template_46,template_48,template_15,template_50,template_52,template_0,template_14,template_42,template_51,template_53,template_43,group,accuracy
template_13,"36.00, 0.04, False","32.00, 0.05, False","43.00, 0.10, False","89.00, 0.31, False","90.00, 0.32, False","90.00, 0.32, False","53.00, 0.36, False","59.00, 0.38, False","33.00, 0.30, False","92.00, 0.56, False","41.00, 0.53, False","59.00, 0.65, False","95.00, 0.72, False","42.00, 0.60, False","94.00, 0.72, False","25.00, 0.50, False","95.00, 0.83, False","52.00, 0.77, False","49.00, 1.00, False","56.00, 1.00, False","68.00, 1.00, False","65.00, 1.00, False",None,"96.00, 1.00, True","94.00, 1.00, True","87.00, 1.00, True","31.00, 0.90, True","103.00, 0.94, True","111.00, 0.95, True","44.00, 0.83, True","92.00, 0.88, True","94.00, 0.77, True","93.00, 0.72, True","94.00, 0.72, True","90.00, 0.47, True","92.00, 0.43, True","97.00, 0.22, True","88.00, 0.15, True","3.00, 0.51, True","53.00, 0.04, True","80.00, 0.05, True","68.00, 0.02, True","69.00, 0.01, True","89.00, 0.02, True","91.00, 0.02, True","43.00, 0.00, True","89.00, 0.02, True","88.00, 0.02, True","92.00, 0.01, True","83.00, 0.00, True","89.00, 0.00, True","68.00, 0.00, True","5.00, 0.21, True","70.00, 0.00, True",B,0.516
template_34,"81.00, 0.12, False","83.00, 0.16, False","86.00, 0.19, False","45.00, 0.14, False","32.00, 0.09, False","33.00, 0.10, False","89.00, 0.42, False","86.00, 0.42, False","84.00, 0.45, False","35.00, 0.31, False","95.00, 0.62, False","96.00, 0.67, False","62.00, 0.60, False","93.00, 0.67, False","45.00, 0.54, False","94.00, 0.67, False","62.00, 0.72, False","87.00, 0.77, False","103.00, 0.94, False","93.00, 0.94, False","96.00, 0.94, False","88.00, 0.94, False","96.00, 1.00, False",None,"37.00, 1.00, None","50.00, 1.00, None","97.00, 1.00, True","56.00, 1.00, True","48.00, 1.00, True","94.00, 0.94, True","51.00, 0.92, True","45.00, 0.76, True","47.00, 0.69, True","20.00, 0.55, True","40.00, 0.34, True","41.00, 0.30, True","55.00, 0.13, True","46.00, 0.07, True","19.00, 0.87, True","98.00, 0.12, True","97.00, 0.08, True","98.00, 0.05, True","94.00, 0.04, True","40.00, 0.00, True","39.00, 0.00, True","91.00, 0.02, True","43.00, 0.00, True","47.00, 0.00, True","63.00, 0.00, True","62.00, 0.00, True","53.00, 0.00, True","80.00, 0.00, True","9.00, 0.40, True","91.00, 0.00, True",A,0.514
template_20,"84.00, 0.13, False","85.00, 0.17, False","79.00, 0.18, False","57.00, 0.19, False","39.00, 0.12, False","14.00, 0.02, False","87.00, 0.42, False","86.00, 0.42, False","88.00, 0.46, False","39.00, 0.34, False","101.00, 0.63, False","93.00, 0.67, False","58.00, 0.59, False","93.00, 0.67, False","25.00, 0.43, False","96.00, 0.67, False","57.00, 0.71, False","86.00, 0.76, False","100.00, 0.94, False","92.00, 0.94, False","99.00, 0.94, False","93.00, 0.94, False","94.00, 1.00, False","37.00, 1.00, True",None,"30.00, 1.00, None","102.00, 1.00, True","60.00, 1.00, True","61.00, 1.00, True","96.00, 0.94, True","31.00, 0.90, True","35.00, 0.73, True","41.00, 0.67, True","31.00, 0.63, True","24.00, 0.24, True","35.00, 0.27, True","64.00, 0.16, True","36.00, 0.05, True","16.00, 0.34, True","92.00, 0.11, True","98.00, 0.08, True","94.00, 0.05, True","90.00, 0.03, True","40.00, 0.00, True","33.00, 0.00, True","91.00, 0.02, True","44.00, 0.00, True","50.00, 0.00, True","54.00, 0.00, True","52.00, 0.00, True","62.00, 0.00, True","81.00, 0.00, True","10.00, 0.25, True","83.00, 0.00, True",A,0.514
template_22,"79.00, 0.12, False","79.00, 0.15, False","78.00, 0.17, False","54.00, 0.18, False","35.00, 0.11, False","27.00, 0.07, False","85.00, 0.41, False","84.00, 0.41, False","83.00, 0.45, False","32.00, 0.30, False","96.00, 0.62, False","86.00, 0.65, False","49.00, 0.56, False","88.00, 0.66, False","37.00, 0.51, False","90.00, 0.66, False","51.00, 0.70, False","82.00, 0.76, False","93.00, 0.94, False","89.00, 0.94, False","91.00, 0.94, False","89.00, 0.94, False","87.00, 1.00, False","50.00, 1.00, True","30.00, 1.00, True",None,"97.00, 1.00, True","57.00, 1.00, True","63.00, 1.00, True","91.00, 0.94, True","22.00, 0.88, True","31.00, 0.71, True","35.00, 0.64, True","44.00, 0.68, True","34.00, 0.31, True","30.00, 0.24, True","70.00, 0.18, True","31.00, 0.04, True","18.00, 0.75, True","93.00, 0.11, True","94.00, 0.08, True","90.00, 0.05, True","89.00, 0.03, True","54.00, 0.01, True","50.00, 0.00, True","89.00, 0.02, True","57.00, 0.01, True","57.00, 0.01, True","49.00, 0.00, True","40.00, 0.00, True","71.00, 0.00, True","81.00, 0.00, True","10.00, 0.42, True","86.00, 0.00, True",A,0.514
template_25,"33.00, 0.02, False","33.00, 0.03, False","43.00, 0.06, False","88.00, 0.25, False","91.00, 0.26, False","95.00, 0.27, False","49.00, 0.25, False","54.00, 0.28, False","30.00, 0.19, False","94.00, 0.48, False","33.00, 0.36, False","59.00, 0.53, False","101.00, 0.63, False","40.00, 0.46, False","98.00, 0.62, False","25.00, 0.36, False","93.00, 0.72, False","53.00, 0.64, False","52.00, 0.85, False","51.00, 0.85, False","67.00, 0.86, False","55.00, 0.85, False","31.00, 0.90, False","97.00, 1.00, False","102.00, 1.00, False","97.00, 1.00, False",None,"110.00, 1.00, None","116.00, 1.00, None","39.00, 1.00, True","97.00, 1.00, True","99.00, 0.89, True","98.00, 0.83, True","96.00, 0.83, True","98.00, 0.58, True","96.00, 0.53, True","98.00, 0.27, True","97.00, 0.22, True","4.00, 1.00, False","51.00, 0.05, True","72.00, 0.05, True","63.00, 0.02, True","58.00, 0.01, True","92.00, 0.03, True","90.00, 0.03, True","40.00, 0.00, True","90.00, 0.03, True","90.00, 0.02, True","93.00, 0.01, True","91.00, 0.00, True","90.00, 0.00, True","60.00, 0.00, True","5.00, 0.42, True","63.00, 0.00, True",B,0.512
template_40,"95.00, 0.13, False","87.00, 0.15, False","94.00, 0.19, False","62.00, 0.18, False","34.00, 0.08, False","55.00, 0.16, False","99.00, 0.41, False","93.00, 0.40, False","94.00, 0.44, False","47.00, 0.33, False","106.00, 0.59, False","97.00, 0.62, False","69.00, 0.56, False","99.00, 0.63, False","62.00, 0.54, False","100.00, 0.63, False","75.00, 0.69, False","102.00, 0.73, False","106.00, 0.89, False","98.00, 0.89, False","102.00, 0.89, False","101.00, 0.89, False","103.00, 0.94, False","56.00, 1.00, False","60.00, 1.00, False","57.00, 1.00, False","110.00, 1.00, True",None,"61.00, 1.00, None","105.00, 1.00, True","63.00, 1.00, True","52.00, 0.85, True","41.00, 0.75, True","56.00, 0.78, True","60.00, 0.48, True","47.00, 0.38, True","81.00, 0.23, True","40.00, 0.07, True","17.00, 0.43, True","107.00, 0.15, True","99.00, 0.09, True","100.00, 0.06, True","101.00, 0.05, True","73.00, 0.02, True","70.00, 0.01, True","101.00, 0.04, True","79.00, 0.02, True","73.00, 0.01, True","64.00, 0.00, True","55.00, 0.00, True","73.00, 0.00, True","85.00, 0.00, True","9.00, 0.31, True","91.00, 0.00, True",A,0.512
template_28,"95.00, 0.13, False","97.00, 0.17, False","90.00, 0.18, False","59.00, 0.17, False","38.00, 0.10, False","59.00, 0.17, False","98.00, 0.41, False","91.00, 0.39, False","95.00, 0.44, False","39.00, 0.29, False","109.00, 0.60, False","104.00, 0.63, False","77.00, 0.58, False","102.00, 0.63, False","59.00, 0.53, False","110.00, 0.64, False","77.00, 0.69, False","98.00, 0.73, False","106.00, 0.89, False","101.00, 0.89, False","104.00, 0.89, False","90.00, 0.88, False","111.00, 0.95, False","48.00, 1.00, False","61.00, 1.00, False","63.00, 1.00, False","116.00, 1.00, True","61.00, 1.00, True",None,"109.00, 1.00, True","72.00, 1.00, True","58.00, 0.85, True","58.00, 0.78, True","43.00, 0.75, True","59.00, 0.48, True","54.00, 0.41, True","73.00, 0.21, True","57.00, 0.12, True","17.00, 0.35, True","102.00, 0.14, True","95.00, 0.09, True","100.00, 0.06, True","95.00, 0.04, True","63.00, 0.01, True","64.00, 0.01, True","99.00, 0.04, True","66.00, 0.01, True","69.00, 0.01, True","56.00, 0.00, True","52.00, 0.00, True","56.00, 0.00, True","83.00, 0.00, True","9.00, 0.40, True","85.00, 0.00, True",A,0.512
template_19,"25.00, 0.01, False","47.00, 0.05, False","51.00, 0.07, False","90.00, 0.23, False","88.00, 0.22, False","90.00, 0.23, False","49.00, 0.22, False","62.00, 0.27, False","39.00, 0.21, False","96.00, 0.44, False","21.00, 0.21, False","65.00, 0.50, False","98.00, 0.58, False","27.00, 0.31, False","92.00, 0.56, False","44.00, 0.42, False","95.00, 0.67, False","56.00, 0.58, False","67.00, 0.80, False","66.00, 0.80, False","71.00, 0.80, False","60.00, 0.79, False","44.00, 0.83, False","94.00, 0.94, False","96.00, 0.94, False","91.00, 0.94, False","39.00, 1.00, False","105.00, 1.00, False","109.00, 1.00, False",None,"98.00, 1.00, None","94.00, 0.94, True","96.00, 0.89, True","94.00, 0.88, True","89.00, 0.61, True","93.00, 0.57, True","102.00, 0.31, True","91.00, 0.23, True","8.00, 1.00, True","57.00, 0.07, True","79.00, 0.08, True","62.00, 0.03, True","60.00, 0.02, True","95.00, 0.04, True","93.00, 0.04, True","45.00, 0.00, True","96.00, 0.04, True","97.00, 0.03, True","93.00, 0.01, True","87.00, 0.00, True","96.00, 0.00, True","66.00, 0.00, True","5.00, 0.30, True","62.00, 0.00, True",B,0.51
template_8,"87.00, 0.10, False","85.00, 0.13, False","81.00, 0.14, False","45.00, 0.10, False","45.00, 0.10, False","21.00, 0.03, False","87.00, 0.34, False","83.00, 0.33, False","90.00, 0.39, False","38.00, 0.24, False","101.00, 0.54, False","90.00, 0.56, False","41.00, 0.40, False","93.00, 0.57, False","34.00, 0.36, False","94.00, 0.57, False","43.00, 0.53, False","86.00, 0.65, False","96.00, 0.83, False","89.00, 0.82, False","93.00, 0.83, False","91.00, 0.83, False","92.00, 0.88, False","51.00, 0.92, False","31.00, 0.90, False","22.00, 0.88, False","97.00, 1.00, False","63.00, 1.00, False","72.00, 1.00, False","98.00, 1.00, True",None,"35.00, 0.91, True","39.00, 0.82, True","48.00, 0.84, True","37.00, 0.44, True","35.00, 0.37, True","62.00, 0.20, True","38.00, 0.08, True","18.00, 0.53, True","95.00, 0.15, True","95.00, 0.10, True","93.00, 0.06, True","91.00, 0.05, True","48.00, 0.01, True","42.00, 0.00, True","93.00, 0.04, True","52.00, 0.01, True","51.00, 0.01, True","52.00, 0.00, True","50.00, 0.00, True","72.00, 0.00, True","79.00, 0.00, True","10.00, 0.42, True","83.00, 0.00, True",A,0.51
template_24,"82.00, 0.07, False","85.00, 0.10, False","83.00, 0.11, False","59.00, 0.11, False","32.00, 0.04, False","35.00, 0.04, False","86.00, 0.27, False","85.00, 0.27, False","85.00, 0.30, False","37.00, 0.17, False","97.00, 0.44, False","91.00, 0.47, False","57.00, 0.37, False","92.00, 0.47, False","39.00, 0.29, False","91.00, 0.47, False","61.00, 0.48, False","85.00, 0.55, False","95.00, 0.72, False","90.00, 0.71, False","97.00, 0.72, False","90.00, 0.71, False","94.00, 0.77, False","45.00, 0.76, False","35.00, 0.73, False","31.00, 0.71, False","99.00, 0.89, False","52.00, 0.85, False","58.00, 0.85, False","94.00, 0.94, False","35.00, 0.91, False",None,"33.00, 1.00, True","44.00, 1.00, True","39.00, 0.59, True","23.00, 0.41, True","72.00, 0.30, True","21.00, 0.05, True","16.00, 0.42, True","99.00, 0.20, True","96.00, 0.13, True","92.00, 0.08, True","88.00, 0.06, True","53.00, 0.01, True","49.00, 0.01, True","95.00, 0.05, True","59.00, 0.02, True","56.00, 0.01, True","44.00, 0.00, True","37.00, 0.00, True","64.00, 0.00, True","80.00, 0.00, True","10.00, 0.42, True","83.00, 0.00, True",A,0.506
template_12,"84.00, 0.06, False","83.00, 0.08, False","81.00, 0.09, False","52.00, 0.07, False","30.00, 0.03, False","32.00, 0.03, False","87.00, 0.25, False","85.00, 0.24, False","86.00, 0.27, False","40.00, 0.15, False","96.00, 0.40, False","87.00, 0.42, False","61.00, 0.34, False","95.00, 0.44, False","35.00, 0.22, False","91.00, 0.43, False","59.00, 0.43, False","84.00, 0.50, False","93.00, 0.67, False","90.00, 0.66, False","90.00, 0.66, False","92.00, 0.66, False","93.00, 0.72, False","47.00, 0.69, False","41.00, 0.67, False","35.00, 0.64, False","98.00, 0.83, False","41.00, 0.75, False","58.00, 0.78, False","96.00, 0.89, False","39.00, 0.82, False","33.00, 1.00, False",None,"47.00, 1.00, None","45.00, 0.68, True","26.00, 0.51, True","74.00, 0.34, True","17.00, 0.04, True","17.00, 0.52, True","99.00, 0.22, True","92.00, 0.14, True","94.00, 0.10, True","92.00, 0.07, True","60.00, 0.02, True","60.00, 0.02, True","96.00, 0.06, True","65.00, 0.03, True","63.00, 0.02, True","46.00, 0.00, True","36.00, 0.00, True","69.00, 0.00, True","83.00, 0.00, True","9.00, 0.40, True","86.00, 0.00, True",A,0.505
template_32,"80.00, 0.06, False","81.00, 0.08, False","81.00, 0.09, False","49.00, 0.07, False","30.00, 0.03, False","30.00, 0.03, False","85.00, 0.24, False","86.00, 0.24, False","81.00, 0.26, False","32.00, 0.11, False","95.00, 0.40, False","93.00, 0.43, False","63.00, 0.35, False","90.00, 0.43, False","33.00, 0.21, False","93.00, 0.43, False","63.00, 0.44, False","85.00, 0.50, False","101.00, 0.68, False","95.00, 0.67, False","95.00, 0.67, False","88.00, 0.66, False","94.00, 0.72, False","20.00, 0.55, False","31.00, 0.63, False","44.00, 0.68, False","96.00, 0.83, False","56.00, 0.78, False","43.00, 0.75, False","94.00, 0.88, False","48.00, 0.84, False","44.00, 1.00, False","47.00, 1.00, True",None,"37.00, 0.65, True","43.00, 0.60, True","57.00, 0.29, True","47.00, 0.18, True","19.00, 0.76, True","98.00, 0.22, True","98.00, 0.15, True","98.00, 0.11, True","94.00, 0.08, True","41.00, 0.01, True","39.00, 0.01, True","97.00, 0.06, True","44.00, 0.01, True","50.00, 0.01, True","60.00, 0.00, True","58.00, 0.00, True","52.00, 0.00, True","81.00, 0.00, True","9.00, 0.52, True","87.00, 0.00, True",A,0.505
template_18,"81.00, 0.03, False","81.00, 0.04, False","76.00, 0.04, False","57.00, 0.03, False","43.00, 0.02, False","21.00, 0.00, False","86.00, 0.13, False","85.00, 0.13, False","84.00, 0.15, False","47.00, 0.07, False","93.00, 0.23, False","91.00, 0.26, False","61.00, 0.17, False","89.00, 0.25, False","19.00, 0.03, False","89.00, 0.25, False","59.00, 0.22, False","81.00, 0.29, False","93.00, 0.43, False","89.00, 0.42, False","93.00, 0.43, False","88.00, 0.42, False","90.00, 0.47, False","40.00, 0.34, False","24.00, 0.24, False","34.00, 0.31, False","98.00, 0.58, False","60.00, 0.48, False","59.00, 0.48, False","89.00, 0.61, False","37.00, 0.44, False","39.00, 0.59, False","45.00, 0.68, False","37.00, 0.65, False",None,"42.00, 1.00, True","77.00, 0.58, True","41.00, 0.35, True","19.00, 0.64, True","102.00, 0.38, True","103.00, 0.28, True","101.00, 0.20, True","97.00, 0.15, True","50.00, 0.04, True","50.00, 0.04, True","97.00, 0.12, True","59.00, 0.05, True","62.00, 0.05, True","53.00, 0.01, True","48.00, 0.00, True","66.00, 0.00, True","88.00, 0.01, True","12.00, 0.46, True","95.00, 0.00, True",B,0.495
template_10,"79.00, 0.02, False","78.00, 0.03, False","76.00, 0.03, False","51.00, 0.02, False","24.00, 0.00, False","23.00, 0.00, False","81.00, 0.11, False","84.00, 0.11, False","83.00, 0.13, False","35.00, 0.04, False","95.00, 0.21, False","86.00, 0.22, False","53.00, 0.13, False","89.00, 0.22, False","32.00, 0.06, False","89.00, 0.22, False","48.00, 0.16, False","79.00, 0.26, False","89.00, 0.39, False","83.00, 0.37, False","92.00, 0.39, False","83.00, 0.37, False","92.00, 0.43, False","41.00, 0.30, False","35.00, 0.27, False","30.00, 0.24, False","96.00, 0.53, False","47.00, 0.38, False","54.00, 0.41, False","93.00, 0.57, False","35.00, 0.37, False","23.00, 0.41, False","26.00, 0.51, False","43.00, 0.60, False","42.00, 1.00, False",None,"71.00, 0.62, True","32.00, 0.35, True","21.00, 1.00, None","102.00, 0.42, True","102.00, 0.31, True","97.00, 0.22, True","93.00, 0.16, True","57.00, 0.06, True","56.00, 0.06, True","97.00, 0.14, True","64.00, 0.07, True","63.00, 0.06, True","51.00, 0.01, True","48.00, 0.00, True","72.00, 0.01, True","84.00, 0.01, True","11.00, 0.84, True","89.00, 0.00, True",B,0.494
template_44,"91.00, 0.01, False","91.00, 0.01, False","85.00, 0.01, False","34.00, 0.00, False","62.00, 0.01, False","55.00, 0.01, False","88.00, 0.04, False","82.00, 0.04, False","91.00, 0.05, False","56.00, 0.02, False","101.00, 0.10, False","91.00, 0.10, False","52.00, 0.03, False","97.00, 0.10, False","62.00, 0.05, False","99.00, 0.11, False","40.00, 0.03, False","96.00, 0.13, False","97.00, 0.19, False","96.00, 0.19, False","95.00, 0.19, False","96.00, 0.19, False","97.00, 0.22, False","55.00, 0.13, False","64.00, 0.16, False","70.00, 0.18, False","98.00, 0.27, False","81.00, 0.23, False","73.00, 0.21, False","102.00, 0.31, False","62.00, 0.20, False","72.00, 0.30, False","74.00, 0.34, False","57.00, 0.29, False","77.00, 0.58, False","71.00, 0.62, False",None,"88.00, 0.94, True","21.00, 0.88, False","111.00, 0.74, True","107.00, 0.59, True","111.00, 0.47, True","106.00, 0.39, True","38.00, 0.12, True","38.00, 0.12, True","107.00, 0.32, True","33.00, 0.10, True","35.00, 0.09, True","92.00, 0.11, True","96.00, 0.05, True","55.00, 0.01, True","96.00, 0.03, True","9.00, 1.00, True","94.00, 0.00, True",B,0.481
template_26,"80.00, 0.00, False","80.00, 0.01, False","76.00, 0.01, False","56.00, 0.00, False","35.00, 0.00, False","35.00, 0.00, False","82.00, 0.03, False","82.00, 0.03, False","81.00, 0.03, False","42.00, 0.01, False","92.00, 0.06, False","83.00, 0.06, False","59.00, 0.03, False","88.00, 0.07, False","36.00, 0.01, False","89.00, 0.07, False","60.00, 0.05, False","80.00, 0.08, False","88.00, 0.14, False","84.00, 0.13, False","89.00, 0.14, False","86.00, 0.13, False","88.00, 0.15, False","46.00, 0.07, False","36.00, 0.05, False","31.00, 0.04, False","97.00, 0.22, False","40.00, 0.07, False","57.00, 0.12, False","91.00, 0.23, False","38.00, 0.08, False","21.00, 0.05, False","17.00, 0.04, False","47.00, 0.18, False","41.00, 0.35, False","32.00, 0.35, False","88.00, 0.94, False",None,"20.00, 1.00, None","113.00, 0.84, True","102.00, 0.68, True","101.00, 0.54, True","101.00, 0.45, True","72.00, 0.30, True","70.00, 0.29, True","106.00, 0.39, True","78.00, 0.32, True","77.00, 0.28, True","55.00, 0.07, True","40.00, 0.01, True","83.00, 0.05, True","89.00, 0.04, True","10.00, 0.42, True","95.00, 0.00, True",B,0.477
template_27,"6.00, 0.45, False","9.00, 1.00, False","10.00, 0.68, False","15.00, 0.20, False","17.00, 0.43, False","18.00, 0.14, False","11.00, 0.56, False","11.00, 0.56, False","7.00, 0.80, False","17.00, 0.74, False","8.00, 0.65, False","12.00, 0.85, False","15.00, 0.26, False","8.00, 0.65, False","15.00, 0.07, False","7.00, 1.00, True","16.00, 0.51, False","12.00, 0.85, False","12.00, 1.00, True","11.00, 0.84, False","12.00, 0.70, False","13.00, 1.00, True","3.00, 0.51, False","19.00, 0.87, False","16.00, 0.34, False","18.00, 0.75, False","4.00, 1.00, True","17.00, 0.43, False","17.00, 0.35, False","8.00, 1.00, False","18.00, 0.53, False","16.00, 0.42, False","17.00, 0.52, False","19.00, 0.76, False","19.00, 0.64, False","21.00, 1.00, True","21.00, 0.88, True","20.00, 1.00, True",None,"11.00, 0.44, True","16.00, 0.74, False","14.00, 1.00, None","14.00, 0.72, True","22.00, 0.67, True","22.00, 0.77, True","8.00, 0.38, True","21.00, 0.88, True","25.00, 1.00, None","16.00, 0.62, True","18.00, 0.75, True","13.00, 0.13, True","15.00, 0.41, True","7.00, 0.36, True","15.00, 0.15, True",A,0.472
template_1,"50.00, 0.00, False","52.00, 0.00, False","49.00, 0.00, False","90.00, 0.01, False","87.00, 0.01, False","87.00, 0.01, False","51.00, 0.00, False","69.00, 0.01, False","55.00, 0.00, False","92.00, 0.03, False","55.00, 0.01, False","75.00, 0.03, False","95.00, 0.04, False","48.00, 0.01, False","88.00, 0.04, False","55.00, 0.01, False","93.00, 0.06, False","60.00, 0.02, False","64.00, 0.04, False","65.00, 0.04, False","80.00, 0.07, False","56.00, 0.03, False","53.00, 0.04, False","98.00, 0.12, False","92.00, 0.11, False","93.00, 0.11, False","51.00, 0.05, False","107.00, 0.15, False","102.00, 0.14, False","57.00, 0.07, False","95.00, 0.15, False","99.00, 0.20, False","99.00, 0.22, False","98.00, 0.22, False","102.00, 0.38, False","102.00, 0.42, False","111.00, 0.74, False","113.00, 0.84, False","11.00, 0.44, False",None,"104.00, 0.89, True","98.00, 0.73, True","89.00, 0.61, True","109.00, 0.55, True","113.00, 0.56, True","33.00, 0.30, True","113.00, 0.56, True","109.00, 0.51, True","101.00, 0.25, True","98.00, 0.12, True","106.00, 0.13, True","90.00, 0.07, True","9.00, 1.00, True","70.00, 0.00, True",C,0.47
template_45,"55.00, 0.00, False","54.00, 0.00, False","50.00, 0.00, False","87.00, 0.00, False","86.00, 0.00, False","94.00, 0.01, False","65.00, 0.00, False","37.00, 0.00, False","64.00, 0.00, False","92.00, 0.02, False","65.00, 0.01, False","38.00, 0.00, False","94.00, 0.03, False","66.00, 0.01, False","95.00, 0.03, False","68.00, 0.01, False","88.00, 0.03, False","57.00, 0.01, False","76.00, 0.04, False","63.00, 0.02, False","44.00, 0.01, False","73.00, 0.03, False","80.00, 0.05, False","97.00, 0.08, False","98.00, 0.08, False","94.00, 0.08, False","72.00, 0.05, False","99.00, 0.09, False","95.00, 0.09, False","79.00, 0.08, False","95.00, 0.10, False","96.00, 0.13, False","92.00, 0.14, False","98.00, 0.15, False","103.00, 0.28, False","102.00, 0.31, False","107.00, 0.59, False","102.00, 0.68, False","16.00, 0.74, True","104.00, 0.89, False",None,"44.00, 0.83, True","43.00, 0.68, True","110.00, 0.69, True","110.00, 0.69, True","108.00, 0.69, True","106.00, 0.69, True","110.00, 0.64, True","102.00, 0.34, True","95.00, 0.17, True","110.00, 0.20, True","27.00, 0.01, True","3.00, 0.51, True","45.00, 0.00, True",C,0.464
template_49,"36.00, 0.00, False","43.00, 0.00, False","40.00, 0.00, False","92.00, 0.00, False","84.00, 0.00, False","92.00, 0.00, False","52.00, 0.00, False","43.00, 0.00, False","51.00, 0.00, False","89.00, 0.01, False","50.00, 0.00, False","40.00, 0.00, False","98.00, 0.02, False","54.00, 0.00, False","94.00, 0.02, False","54.00, 0.00, False","91.00, 0.02, False","41.00, 0.00, False","72.00, 0.02, False","62.00, 0.01, False","48.00, 0.01, False","67.00, 0.02, False","68.00, 0.02, False","98.00, 0.05, False","94.00, 0.05, False","90.00, 0.05, False","63.00, 0.02, False","100.00, 0.06, False","100.00, 0.06, False","62.00, 0.03, False","93.00, 0.06, False","92.00, 0.08, False","94.00, 0.10, False","98.00, 0.11, False","101.00, 0.20, False","97.00, 0.22, False","111.00, 0.47, False","101.00, 0.54, False","14.00, 1.00, True","98.00, 0.73, False","44.00, 0.83, False",None,"24.00, 0.89, True","111.00, 0.84, True","109.00, 0.84, True","103.00, 0.84, True","110.00, 0.84, True","114.00, 0.79, True","106.00, 0.46, True","100.00, 0.25, True","112.00, 0.27, True","25.00, 0.02, True","2.00, 1.00, True","47.00, 0.00, True",C,0.459
template_47,"37.00, 0.00, False","46.00, 0.00, False","42.00, 0.00, False","90.00, 0.00, False","81.00, 0.00, False","88.00, 0.00, False","48.00, 0.00, False","46.00, 0.00, False","51.00, 0.00, False","89.00, 0.01, False","50.00, 0.00, False","44.00, 0.00, False","91.00, 0.01, False","53.00, 0.00, False","91.00, 0.01, False","56.00, 0.00, False","87.00, 0.01, False","46.00, 0.00, False","72.00, 0.01, False","61.00, 0.01, False","51.00, 0.00, False","61.00, 0.01, False","69.00, 0.01, False","94.00, 0.04, False","90.00, 0.03, False","89.00, 0.03, False","58.00, 0.01, False","101.00, 0.05, False","95.00, 0.04, False","60.00, 0.02, False","91.00, 0.05, False","88.00, 0.06, False","92.00, 0.07, False","94.00, 0.08, False","97.00, 0.15, False","93.00, 0.16, False","106.00, 0.39, False","101.00, 0.45, False","14.00, 0.72, False","89.00, 0.61, False","43.00, 0.68, False","24.00, 0.89, False",None,"108.00, 0.95, True","108.00, 0.95, True","96.00, 0.94, True","108.00, 0.95, True","112.00, 0.89, True","105.00, 0.54, True","101.00, 0.31, True","106.00, 0.32, True","21.00, 0.02, True","4.00, 1.00, None","39.00, 0.00, True",C,0.455
template_46,"80.00, 0.00, False","82.00, 0.00, False","79.00, 0.00, False","44.00, 0.00, False","47.00, 0.00, False","34.00, 0.00, False","82.00, 0.00, False","80.00, 0.00, False","84.00, 0.00, False","46.00, 0.00, False","91.00, 0.01, False","90.00, 0.01, False","56.00, 0.00, False","89.00, 0.01, False","45.00, 0.00, False","89.00, 0.01, False","45.00, 0.00, False","85.00, 0.01, False","93.00, 0.02, False","94.00, 0.02, False","93.00, 0.02, False","92.00, 0.02, False","89.00, 0.02, False","40.00, 0.00, False","40.00, 0.00, False","54.00, 0.01, False","92.00, 0.03, False","73.00, 0.02, False","63.00, 0.01, False","95.00, 0.04, False","48.00, 0.01, False","53.00, 0.01, False","60.00, 0.02, False","41.00, 0.01, False","50.00, 0.04, False","57.00, 0.06, False","38.00, 0.12, False","72.00, 0.30, False","22.00, 0.67, False","109.00, 0.55, False","110.00, 0.69, False","111.00, 0.84, False","108.00, 0.95, False",None,"20.00, 1.00, None","114.00, 1.00, None","30.00, 1.00, None","36.00, 1.00, True","95.00, 0.62, True","100.00, 0.37, True","57.00, 0.25, True","97.00, 0.27, True","10.00, 1.00, False","99.00, 0.03, True",C,0.451
template_48,"81.00, 0.00, False","81.00, 0.00, False","77.00, 0.00, False","44.00, 0.00, False","48.00, 0.00, False","31.00, 0.00, False","80.00, 0.00, False","79.00, 0.00, False","84.00, 0.00, False","41.00, 0.00, False","90.00, 0.01, False","87.00, 0.01, False","53.00, 0.00, False","88.00, 0.01, False","42.00, 0.00, False","91.00, 0.01, False","43.00, 0.00, False","82.00, 0.01, False","95.00, 0.02, False","92.00, 0.02, False","90.00, 0.02, False","89.00, 0.02, False","91.00, 0.02, False","39.00, 0.00, False","33.00, 0.00, False","50.00, 0.00, False","90.00, 0.03, False","70.00, 0.01, False","64.00, 0.01, False","93.00, 0.04, False","42.00, 0.00, False","49.00, 0.01, False","60.00, 0.02, False","39.00, 0.01, False","50.00, 0.04, False","56.00, 0.06, False","38.00, 0.12, False","70.00, 0.29, False","22.00, 0.77, False","113.00, 0.56, False","110.00, 0.69, False","109.00, 0.84, False","108.00, 0.95, False","20.00, 1.00, True",None,"117.00, 1.00, None","25.00, 1.00, None","38.00, 1.00, True","93.00, 0.62, True","99.00, 0.37, True","61.00, 0.26, True","97.00, 0.27, True","11.00, 1.00, None","96.00, 0.03, True",C,0.451
