"statistic, pvalue, row is better than column",template_21,template_19,template_17,best set: template_5,template_16,template_20,template_7,template_28,template_23,template_30,template_3,template_4,template_18,template_25,template_6,template_32,template_11,template_13,template_45,template_33,template_2,template_9,template_34,template_36,template_38,template_27,template_35,template_22,template_37,template_44,template_31,template_24,template_49,template_29,template_47,template_48,template_39,template_41,template_10,template_12,template_8,template_51,template_15,template_26,template_40,template_46,template_52,template_1,template_0,template_14,template_55,template_50,template_54,template_53,template_43,template_42,group,accuracy
template_9,"13.00, 0.05, False","15.00, 0.07, False","12.00, 0.05, False","13.00, 0.05, False","27.00, 0.21, False","22.00, 0.27, False","14.00, 0.24, False","28.00, 0.53, False","3.00, 0.15, False","28.00, 0.61, False","16.00, 0.62, False","26.00, 0.69, False","27.00, 0.69, False","13.00, 0.71, False","26.00, 0.89, False","27.00, 0.89, False","12.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","19.00, 1.00, False","33.00, 1.00, True",None,"27.00, 1.00, None","25.00, 1.00, True","30.00, 1.00, True","20.00, 1.00, True","21.00, 1.00, True","26.00, 0.89, True","15.00, 0.86, True","28.00, 0.79, True","17.00, 0.63, True","29.00, 0.70, True","15.00, 0.61, True","19.00, 0.54, True","16.00, 0.51, True","28.00, 0.61, True","14.00, 0.39, True","18.00, 0.44, True","26.00, 0.43, True","27.00, 0.44, True","24.00, 0.42, True","8.00, 0.08, True","18.00, 0.14, True","22.00, 0.18, True","23.00, 0.18, True","26.00, 0.17, True","26.00, 0.14, True","16.00, 0.05, True","24.00, 0.10, True","23.00, 0.09, True","10.00, 0.02, True","23.00, 0.07, True","23.00, 0.07, True","6.00, 0.01, True","11.00, 0.00, True","20.00, 0.00, True",B,0.406
template_34,"23.00, 0.12, False","24.00, 0.12, False","23.00, 0.12, False","22.00, 0.11, False","15.00, 0.12, False","9.00, 0.12, False","24.00, 0.35, False","7.00, 0.26, False","23.00, 0.49, False","11.00, 0.44, False","25.00, 0.68, False","18.00, 0.64, False","14.00, 0.60, False","28.00, 0.79, False","14.00, 0.86, False","6.00, 0.79, False","31.00, 1.00, False","31.00, 1.00, False","27.00, 1.00, False","25.00, 1.00, False","21.00, 1.00, True","27.00, 1.00, True",None,"13.00, 1.00, True","19.00, 1.00, True","29.00, 1.00, True","24.00, 1.00, True","18.00, 0.87, True","28.00, 0.90, True","18.00, 0.75, True","25.00, 0.68, True","22.00, 0.67, True","29.00, 0.70, True","21.00, 0.56, True","29.00, 0.61, True","18.00, 0.53, True","25.00, 0.50, True","27.00, 0.52, True","22.00, 0.40, True","22.00, 0.40, True","22.00, 0.40, True","23.00, 0.23, True","23.00, 0.18, True","16.00, 0.13, True","6.00, 0.03, True","18.00, 0.11, True","23.00, 0.12, True","27.00, 0.11, True","20.00, 0.08, True","16.00, 0.05, True","24.00, 0.08, True","15.00, 0.04, True","20.00, 0.06, True","23.00, 0.07, True","21.00, 0.02, True","14.00, 0.00, True",A,0.406
template_36,"21.00, 0.08, False","24.00, 0.10, False","23.00, 0.09, False","20.00, 0.08, False","13.00, 0.07, False","9.00, 0.09, False","21.00, 0.26, False","12.00, 0.28, False","22.00, 0.40, False","14.00, 0.39, False","25.00, 0.59, False","16.00, 0.51, False","15.00, 0.50, False","28.00, 0.70, False","14.00, 0.72, False","14.00, 0.72, False","30.00, 0.90, False","29.00, 0.90, False","28.00, 0.90, False","24.00, 0.89, False","18.00, 1.00, False","25.00, 1.00, False","13.00, 1.00, False",None,"14.00, 1.00, None","26.00, 1.00, None","25.00, 1.00, None","10.00, 1.00, True","26.00, 1.00, True","14.00, 0.86, True","27.00, 0.79, True","14.00, 0.72, True","27.00, 0.79, True","24.00, 0.68, True","28.00, 0.70, True","14.00, 0.60, True","24.00, 0.58, True","25.00, 0.59, True","12.00, 0.36, True","18.00, 0.44, True","9.00, 0.31, True","23.00, 0.28, True","22.00, 0.22, True","13.00, 0.13, True","9.00, 0.09, True","15.00, 0.12, True","14.00, 0.08, True","25.00, 0.13, True","15.00, 0.07, True","10.00, 0.04, True","23.00, 0.09, True","8.00, 0.02, True","16.00, 0.05, True","23.00, 0.09, True","20.00, 0.02, True","11.00, 0.00, True",A,0.4
template_38,"26.00, 0.11, False","26.00, 0.11, False","28.00, 0.12, False","25.00, 0.10, False","20.00, 0.13, False","14.00, 0.14, False","25.00, 0.30, False","15.00, 0.32, False","28.00, 0.45, False","18.00, 0.44, False","27.00, 0.60, False","19.00, 0.54, False","19.00, 0.54, False","30.00, 0.71, False","20.00, 0.76, False","18.00, 0.75, False","32.00, 0.90, False","32.00, 0.90, False","33.00, 0.90, False","31.00, 0.90, False","21.00, 1.00, False","30.00, 1.00, False","19.00, 1.00, False","14.00, 1.00, True",None,"34.00, 1.00, None","32.00, 1.00, None","17.00, 1.00, True","33.00, 1.00, True","17.00, 0.87, True","32.00, 0.81, True","13.00, 0.71, True","32.00, 0.81, True","29.00, 0.70, True","31.00, 0.71, True","19.00, 0.64, True","25.00, 0.59, True","28.00, 0.61, True","13.00, 0.38, True","18.00, 0.44, True","14.00, 0.39, True","26.00, 0.31, True","27.00, 0.26, True","14.00, 0.14, True","9.00, 0.09, True","14.00, 0.11, True","13.00, 0.07, True","31.00, 0.17, True","16.00, 0.07, True","15.00, 0.07, True","26.00, 0.11, True","10.00, 0.02, True","15.00, 0.05, True","25.00, 0.10, True","24.00, 0.03, True","12.00, 0.00, True",A,0.4
template_27,"9.00, 0.02, False","7.00, 0.01, False","14.00, 0.04, False","8.00, 0.02, False","22.00, 0.14, False","22.00, 0.22, False","12.00, 0.16, False","29.00, 0.46, False","16.00, 0.34, False","28.00, 0.53, False","20.00, 0.55, False","21.00, 0.56, False","23.00, 0.58, False","14.00, 0.60, False","22.00, 0.77, False","27.00, 0.79, False","18.00, 0.87, False","9.00, 0.82, False","19.00, 0.87, False","18.00, 0.87, False","29.00, 1.00, False","20.00, 1.00, False","29.00, 1.00, False","26.00, 1.00, True","34.00, 1.00, True",None,"20.00, 1.00, None","27.00, 1.00, True","18.00, 1.00, True","27.00, 0.89, True","18.00, 0.75, True","28.00, 0.79, True","20.00, 0.76, True","16.00, 0.62, True","21.00, 0.66, True","29.00, 0.70, True","18.00, 0.53, True","14.00, 0.49, True","24.00, 0.50, True","25.00, 0.50, True","25.00, 0.50, True","21.00, 0.26, True","7.00, 0.06, True","22.00, 0.22, True","24.00, 0.24, True","25.00, 0.20, True","25.00, 0.16, True","10.00, 0.04, True","20.00, 0.10, True","18.00, 0.09, True","10.00, 0.02, True","22.00, 0.09, True","24.00, 0.10, True","14.00, 0.04, True","13.00, 0.01, True","20.00, 0.01, True",B,0.4
template_35,"9.00, 0.02, False","11.00, 0.03, False","11.00, 0.03, False","11.00, 0.03, False","26.00, 0.17, False","21.00, 0.21, False","12.00, 0.16, False","22.00, 0.40, False","16.00, 0.34, False","24.00, 0.50, False","17.00, 0.52, False","22.00, 0.57, False","22.00, 0.57, False","23.00, 0.67, False","24.00, 0.78, False","23.00, 0.78, False","25.00, 0.89, False","21.00, 0.88, False","17.00, 0.87, False","5.00, 0.77, False","29.00, 1.00, False","21.00, 1.00, False","24.00, 1.00, False","25.00, 1.00, True","32.00, 1.00, True","20.00, 1.00, True",None,"28.00, 1.00, True","14.00, 1.00, True","26.00, 0.89, True","10.00, 0.68, True","27.00, 0.79, True","21.00, 0.77, True","8.00, 0.50, True","23.00, 0.67, True","25.00, 0.68, True","12.00, 0.46, True","12.00, 0.46, True","24.00, 0.50, True","25.00, 0.50, True","24.00, 0.50, True","20.00, 0.25, True","16.00, 0.16, True","24.00, 0.24, True","21.00, 0.21, True","21.00, 0.17, True","25.00, 0.16, True","21.00, 0.10, True","18.00, 0.09, True","18.00, 0.09, True","21.00, 0.08, True","21.00, 0.08, True","23.00, 0.09, True","18.00, 0.06, True","19.00, 0.02, True","18.00, 0.00, True",B,0.4
template_22,"21.00, 0.06, False","21.00, 0.06, False","26.00, 0.09, False","18.00, 0.05, False","8.00, 0.02, False","8.00, 0.05, False","21.00, 0.21, False","14.00, 0.24, False","26.00, 0.37, False","13.00, 0.30, False","25.00, 0.50, False","11.00, 0.34, False","12.00, 0.36, False","26.00, 0.60, False","10.00, 0.54, False","15.00, 0.61, False","28.00, 0.79, False","30.00, 0.80, False","30.00, 0.80, False","26.00, 0.79, False","12.00, 0.85, False","26.00, 0.89, False","18.00, 0.87, False","10.00, 1.00, False","17.00, 1.00, False","27.00, 1.00, False","28.00, 1.00, False",None,"27.00, 1.00, None","12.00, 1.00, True","28.00, 0.90, True","13.00, 0.85, True","28.00, 0.90, True","26.00, 0.79, True","28.00, 0.79, True","14.00, 0.72, True","26.00, 0.69, True","27.00, 0.69, True","10.00, 0.42, True","17.00, 0.52, True","4.00, 0.27, True","24.00, 0.35, True","24.00, 0.29, True","12.00, 0.16, True","14.00, 0.19, True","13.00, 0.13, True","12.00, 0.09, True","26.00, 0.17, True","13.00, 0.07, True","13.00, 0.07, True","25.00, 0.13, True","9.00, 0.03, True","14.00, 0.06, True","23.00, 0.12, True","21.00, 0.03, True","11.00, 0.00, True",B,0.394
template_37,"9.00, 0.01, False","13.00, 0.03, False","12.00, 0.02, False","12.00, 0.02, False","24.00, 0.12, False","19.00, 0.15, False","12.00, 0.12, False","26.00, 0.37, False","11.00, 0.20, False","25.00, 0.43, False","16.00, 0.42, False","20.00, 0.46, False","25.00, 0.50, False","17.00, 0.52, False","21.00, 0.66, False","26.00, 0.69, False","21.00, 0.77, False","18.00, 0.75, False","16.00, 0.74, False","12.00, 0.70, False","28.00, 0.90, False","15.00, 0.86, False","28.00, 0.90, False","26.00, 1.00, False","33.00, 1.00, False","18.00, 1.00, False","14.00, 1.00, False","27.00, 1.00, True",None,"27.00, 1.00, True","13.00, 0.85, True","28.00, 0.90, True","19.00, 0.87, True","11.00, 0.69, True","20.00, 0.76, True","28.00, 0.79, True","11.00, 0.56, True","14.00, 0.60, True","26.00, 0.60, True","26.00, 0.60, True","24.00, 0.58, True","16.00, 0.27, True","14.00, 0.19, True","24.00, 0.29, True","25.00, 0.30, True","25.00, 0.25, True","28.00, 0.22, True","18.00, 0.11, True","21.00, 0.13, True","22.00, 0.14, True","17.00, 0.08, True","25.00, 0.13, True","28.00, 0.15, True","14.00, 0.06, True","15.00, 0.01, True","21.00, 0.01, True",B,0.394
template_44,"22.00, 0.05, False","23.00, 0.06, False","23.00, 0.06, False","20.00, 0.04, False","5.00, 0.01, False","8.00, 0.04, False","23.00, 0.18, False","13.00, 0.18, False","26.00, 0.31, False","9.00, 0.17, False","23.00, 0.41, False","8.00, 0.21, False","12.00, 0.28, False","25.00, 0.50, False","8.00, 0.38, False","16.00, 0.51, False","27.00, 0.69, False","29.00, 0.70, False","27.00, 0.69, False","26.00, 0.69, False","7.00, 0.63, False","28.00, 0.79, False","18.00, 0.75, False","14.00, 0.86, False","17.00, 0.87, False","27.00, 0.89, False","26.00, 0.89, False","12.00, 1.00, False","27.00, 1.00, False",None,"26.00, 1.00, True","14.00, 1.00, True","31.00, 1.00, True","28.00, 0.90, True","31.00, 0.90, True","10.00, 0.83, True","28.00, 0.79, True","31.00, 0.80, True","10.00, 0.54, True","17.00, 0.63, True","9.00, 0.52, True","27.00, 0.44, True","23.00, 0.34, True","15.00, 0.26, True","18.00, 0.29, True","10.00, 0.14, True","12.00, 0.12, True","27.00, 0.21, True","11.00, 0.08, True","13.00, 0.10, True","26.00, 0.17, True","9.00, 0.04, True","15.00, 0.09, True","25.00, 0.16, True","23.00, 0.04, True","11.00, 0.00, True",B,0.388
template_31,"8.00, 0.00, False","8.00, 0.00, False","6.00, 0.00, False","9.00, 0.01, False","23.00, 0.07, False","20.00, 0.10, False","11.00, 0.06, False","22.00, 0.22, False","15.00, 0.15, False","20.00, 0.25, False","13.00, 0.23, False","20.00, 0.31, False","21.00, 0.32, False","18.00, 0.36, False","22.00, 0.48, False","25.00, 0.50, False","22.00, 0.57, False","20.00, 0.55, False","13.00, 0.47, False","10.00, 0.42, False","26.00, 0.69, False","17.00, 0.63, False","25.00, 0.68, False","27.00, 0.79, False","32.00, 0.81, False","18.00, 0.75, False","10.00, 0.68, False","28.00, 0.90, False","13.00, 0.85, False","26.00, 1.00, False",None,"31.00, 1.00, None","21.00, 1.00, None","13.00, 1.00, True","22.00, 1.00, True","30.00, 1.00, True","16.00, 0.86, True","16.00, 0.86, True","29.00, 0.80, True","30.00, 0.80, True","28.00, 0.79, True","21.00, 0.47, True","16.00, 0.34, True","27.00, 0.44, True","26.00, 0.43, True","27.00, 0.37, True","31.00, 0.34, True","21.00, 0.21, True","23.00, 0.23, True","23.00, 0.23, True","21.00, 0.17, True","27.00, 0.21, True","31.00, 0.24, True","18.00, 0.14, True","19.00, 0.04, True","24.00, 0.02, True",B,0.382
template_24,"23.00, 0.04, False","23.00, 0.04, False","27.00, 0.06, False","22.00, 0.04, False","15.00, 0.04, False","11.00, 0.04, False","24.00, 0.16, False","18.00, 0.18, False","27.00, 0.26, False","16.00, 0.21, False","25.00, 0.36, False","11.00, 0.20, False","15.00, 0.26, False","25.00, 0.43, False","15.00, 0.41, False","19.00, 0.45, False","28.00, 0.61, False","28.00, 0.61, False","28.00, 0.61, False","26.00, 0.60, False","17.00, 0.63, False","29.00, 0.70, False","22.00, 0.67, False","14.00, 0.72, False","13.00, 0.71, False","28.00, 0.79, False","27.00, 0.79, False","13.00, 0.85, False","28.00, 0.90, False","14.00, 1.00, False","31.00, 1.00, True",None,"31.00, 1.00, None","28.00, 1.00, True","30.00, 1.00, True","14.00, 1.00, True","26.00, 0.89, True","30.00, 0.90, True","5.00, 0.58, True","15.00, 0.73, True","10.00, 0.68, True","25.00, 0.50, True","24.00, 0.42, True","15.00, 0.32, True","18.00, 0.36, True","10.00, 0.18, True","10.00, 0.14, True","28.00, 0.27, True","10.00, 0.10, True","13.00, 0.13, True","24.00, 0.19, True","10.00, 0.07, True","16.00, 0.13, True","23.00, 0.18, True","22.00, 0.05, True","11.00, 0.00, True",B,0.382
template_49,"12.00, 0.01, False","13.00, 0.01, False","17.00, 0.02, False","12.00, 0.01, False","27.00, 0.09, False","25.00, 0.13, False","14.00, 0.08, False","27.00, 0.26, False","16.00, 0.16, False","26.00, 0.31, False","22.00, 0.33, False","25.00, 0.36, False","28.00, 0.38, False","19.00, 0.37, False","26.00, 0.51, False","29.00, 0.53, False","18.00, 0.53, False","12.00, 0.46, False","11.00, 0.44, False","20.00, 0.55, False","32.00, 0.72, False","15.00, 0.61, False","29.00, 0.70, False","27.00, 0.79, False","32.00, 0.81, False","20.00, 0.76, False","21.00, 0.77, False","28.00, 0.90, False","19.00, 0.87, False","31.00, 1.00, False","21.00, 1.00, True","31.00, 1.00, True",None,"21.00, 1.00, True","8.00, 1.00, True","28.00, 1.00, True","21.00, 0.88, True","22.00, 0.88, True","28.00, 0.79, True","29.00, 0.80, True","27.00, 0.79, True","13.00, 0.38, True","19.00, 0.37, True","27.00, 0.44, True","27.00, 0.44, True","25.00, 0.36, True","27.00, 0.31, True","15.00, 0.15, True","23.00, 0.23, True","25.00, 0.25, True","9.00, 0.06, True","24.00, 0.19, True","24.00, 0.19, True","10.00, 0.07, True","5.00, 0.00, True","18.00, 0.01, True",B,0.382
template_29,"5.00, 0.00, False","7.00, 0.00, False","8.00, 0.00, False","8.00, 0.00, False","22.00, 0.05, False","20.00, 0.08, False","7.00, 0.02, False","18.00, 0.14, False","15.00, 0.12, False","23.00, 0.23, False","15.00, 0.20, False","17.00, 0.22, False","19.00, 0.24, False","20.00, 0.31, False","21.00, 0.39, False","21.00, 0.39, False","24.00, 0.50, False","18.00, 0.44, False","17.00, 0.43, False","6.00, 0.24, False","27.00, 0.60, False","19.00, 0.54, False","21.00, 0.56, False","24.00, 0.68, False","29.00, 0.70, False","16.00, 0.62, False","8.00, 0.50, False","26.00, 0.79, False","11.00, 0.69, False","28.00, 0.90, False","13.00, 1.00, False","28.00, 1.00, False","21.00, 1.00, False",None,"24.00, 1.00, None","30.00, 1.00, None","16.00, 1.00, True","15.00, 1.00, True","27.00, 0.89, True","27.00, 0.89, True","29.00, 0.90, True","22.00, 0.57, True","18.00, 0.44, True","25.00, 0.50, True","23.00, 0.49, True","26.00, 0.43, True","30.00, 0.40, True","22.00, 0.27, True","24.00, 0.29, True","23.00, 0.28, True","21.00, 0.21, True","24.00, 0.24, True","28.00, 0.27, True","20.00, 0.20, True","19.00, 0.05, True","21.00, 0.02, True",B,0.376
template_47,"15.00, 0.01, False","12.00, 0.01, False","19.00, 0.02, False","12.00, 0.01, False","28.00, 0.08, False","25.00, 0.10, False","16.00, 0.07, False","25.00, 0.20, False","15.00, 0.12, False","27.00, 0.26, False","23.00, 0.28, False","25.00, 0.30, False","27.00, 0.31, False","18.00, 0.29, False","27.00, 0.44, False","27.00, 0.44, False","17.00, 0.43, False","14.00, 0.39, False","9.00, 0.31, False","21.00, 0.47, False","33.00, 0.64, False","16.00, 0.51, False","29.00, 0.61, False","28.00, 0.70, False","31.00, 0.71, False","21.00, 0.66, False","23.00, 0.67, False","28.00, 0.79, False","20.00, 0.76, False","31.00, 0.90, False","22.00, 1.00, False","30.00, 1.00, False","8.00, 1.00, False","24.00, 1.00, True",None,"28.00, 1.00, None","23.00, 1.00, True","23.00, 1.00, True","30.00, 0.90, True","31.00, 0.90, True","29.00, 0.90, True","10.00, 0.42, True","18.00, 0.44, True","26.00, 0.51, True","26.00, 0.51, True","23.00, 0.41, True","27.00, 0.37, True","14.00, 0.19, True","24.00, 0.29, True","26.00, 0.31, True","7.00, 0.06, True","23.00, 0.23, True","25.00, 0.25, True","9.00, 0.09, True","4.00, 0.00, True","20.00, 0.02, True",B,0.376
template_48,"21.00, 0.03, False","25.00, 0.04, False","25.00, 0.04, False","23.00, 0.03, False","12.00, 0.02, False","10.00, 0.02, False","24.00, 0.12, False","15.00, 0.12, False","24.00, 0.19, False","15.00, 0.15, False","24.00, 0.29, False","12.00, 0.16, False","14.00, 0.19, False","27.00, 0.37, False","12.00, 0.28, False","17.00, 0.35, False","29.00, 0.53, False","28.00, 0.53, False","26.00, 0.51, False","25.00, 0.50, False","16.00, 0.51, False","28.00, 0.61, False","18.00, 0.53, False","14.00, 0.60, False","19.00, 0.64, False","29.00, 0.70, False","25.00, 0.68, False","14.00, 0.72, False","28.00, 0.79, False","10.00, 0.83, False","30.00, 1.00, False","14.00, 1.00, False","28.00, 1.00, False","30.00, 1.00, True","28.00, 1.00, True",None,"28.00, 1.00, True","31.00, 1.00, True","13.00, 0.85, True","19.00, 0.87, True","12.00, 0.85, True","25.00, 0.59, True","26.00, 0.51, True","17.00, 0.43, True","19.00, 0.45, True","4.00, 0.12, True","10.00, 0.18, True","27.00, 0.31, True","9.00, 0.12, True","11.00, 0.15, True","22.00, 0.22, True","7.00, 0.06, True","10.00, 0.10, True","24.00, 0.24, True","20.00, 0.06, True","4.00, 0.00, True",B,0.376
template_39,"10.00, 0.00, False","11.00, 0.00, False","11.00, 0.00, False","13.00, 0.01, False","25.00, 0.05, False","20.00, 0.06, False","13.00, 0.04, False","22.00, 0.14, False","12.00, 0.07, False","25.00, 0.20, False","14.00, 0.14, False","21.00, 0.21, False","23.00, 0.23, False","14.00, 0.19, False","22.00, 0.33, False","22.00, 0.33, False","17.00, 0.35, False","13.00, 0.30, False","17.00, 0.35, False","12.00, 0.28, False","27.00, 0.52, False","14.00, 0.39, False","25.00, 0.50, False","24.00, 0.58, False","25.00, 0.59, False","18.00, 0.53, False","12.00, 0.46, False","26.00, 0.69, False","11.00, 0.56, False","28.00, 0.79, False","16.00, 0.86, False","26.00, 0.89, False","21.00, 0.88, False","16.00, 1.00, False","23.00, 1.00, False","28.00, 1.00, False",None,"12.00, 1.00, None","27.00, 1.00, True","28.00, 1.00, True","27.00, 1.00, True","18.00, 0.64, True","18.00, 0.53, True","24.00, 0.58, True","24.00, 0.58, True","24.00, 0.50, True","25.00, 0.43, True","20.00, 0.31, True","23.00, 0.34, True","25.00, 0.36, True","20.00, 0.25, True","24.00, 0.29, True","26.00, 0.31, True","16.00, 0.21, True","18.00, 0.06, True","20.00, 0.02, True",B,0.37
template_41,"8.00, 0.00, False","10.00, 0.00, False","14.00, 0.01, False","10.00, 0.00, False","27.00, 0.06, False","22.00, 0.07, False","11.00, 0.03, False","22.00, 0.14, False","15.00, 0.09, False","29.00, 0.23, False","19.00, 0.19, False","20.00, 0.20, False","24.00, 0.24, False","19.00, 0.24, False","25.00, 0.36, False","26.00, 0.37, False","22.00, 0.40, False","12.00, 0.28, False","17.00, 0.35, False","12.00, 0.28, False","31.00, 0.54, False","18.00, 0.44, False","27.00, 0.52, False","25.00, 0.59, False","28.00, 0.61, False","14.00, 0.49, False","12.00, 0.46, False","27.00, 0.69, False","14.00, 0.60, False","31.00, 0.80, False","16.00, 0.86, False","30.00, 0.90, False","22.00, 0.88, False","15.00, 1.00, False","23.00, 1.00, False","31.00, 1.00, False","12.00, 1.00, True",None,"29.00, 1.00, True","27.00, 1.00, True","28.00, 1.00, True","23.00, 0.67, True","18.00, 0.53, True","28.00, 0.61, True","26.00, 0.60, True","27.00, 0.52, True","26.00, 0.43, True","19.00, 0.30, True","23.00, 0.34, True","24.00, 0.35, True","19.00, 0.24, True","25.00, 0.30, True","27.00, 0.31, True","19.00, 0.24, True","19.00, 0.07, True","21.00, 0.03, True",B,0.37
template_10,"20.00, 0.01, False","21.00, 0.02, False","24.00, 0.02, False","20.00, 0.01, False","13.00, 0.01, False","11.00, 0.01, False","21.00, 0.06, False","17.00, 0.08, False","24.00, 0.12, False","17.00, 0.10, False","22.00, 0.18, False","8.00, 0.05, False","15.00, 0.12, False","23.00, 0.23, False","12.00, 0.16, False","19.00, 0.24, False","25.00, 0.36, False","25.00, 0.36, False","28.00, 0.38, False","24.00, 0.35, False","14.00, 0.31, False","26.00, 0.43, False","22.00, 0.40, False","12.00, 0.36, False","13.00, 0.38, False","24.00, 0.50, False","24.00, 0.50, False","10.00, 0.42, False","26.00, 0.60, False","10.00, 0.54, False","29.00, 0.80, False","5.00, 0.58, False","28.00, 0.79, False","27.00, 0.89, False","30.00, 0.90, False","13.00, 0.85, False","27.00, 1.00, False","29.00, 1.00, False",None,"13.00, 1.00, None","6.00, 1.00, None","28.00, 0.79, True","24.00, 0.68, True","14.00, 0.60, True","20.00, 0.65, True","11.00, 0.44, True","6.00, 0.24, True","27.00, 0.44, True","8.00, 0.21, True","13.00, 0.30, True","26.00, 0.37, True","8.00, 0.15, True","11.00, 0.20, True","26.00, 0.37, True","24.00, 0.12, True","9.00, 0.01, True",B,0.364
template_12,"18.00, 0.01, False","19.00, 0.01, False","22.00, 0.02, False","16.00, 0.01, False","17.00, 0.02, False","12.00, 0.02, False","19.00, 0.05, False","21.00, 0.10, False","23.00, 0.12, False","22.00, 0.14, False","22.00, 0.18, False","9.00, 0.06, False","17.00, 0.14, False","24.00, 0.24, False","14.00, 0.19, False","22.00, 0.27, False","27.00, 0.37, False","24.00, 0.35, False","25.00, 0.36, False","25.00, 0.36, False","20.00, 0.38, False","27.00, 0.44, False","22.00, 0.40, False","18.00, 0.44, False","18.00, 0.44, False","25.00, 0.50, False","25.00, 0.50, False","17.00, 0.52, False","26.00, 0.60, False","17.00, 0.63, False","30.00, 0.80, False","15.00, 0.73, False","29.00, 0.80, False","27.00, 0.89, False","31.00, 0.90, False","19.00, 0.87, False","28.00, 1.00, False","27.00, 1.00, False","13.00, 1.00, True",None,"16.00, 1.00, None","30.00, 0.80, True","28.00, 0.70, True","7.00, 0.48, True","19.00, 0.64, True","17.00, 0.52, True","16.00, 0.42, True","31.00, 0.47, True","14.00, 0.31, True","14.00, 0.31, True","28.00, 0.38, True","15.00, 0.26, True","12.00, 0.22, True","29.00, 0.39, True","25.00, 0.13, True","13.00, 0.01, True",B,0.364
template_8,"20.00, 0.01, False","22.00, 0.02, False","26.00, 0.02, False","19.00, 0.01, False","11.00, 0.01, False","11.00, 0.01, False","20.00, 0.06, False","16.00, 0.07, False","24.00, 0.12, False","15.00, 0.09, False","23.00, 0.18, False","11.00, 0.08, False","16.00, 0.13, False","25.00, 0.25, False","13.00, 0.18, False","18.00, 0.23, False","27.00, 0.37, False","27.00, 0.37, False","29.00, 0.39, False","24.00, 0.35, False","11.00, 0.26, False","24.00, 0.42, False","22.00, 0.40, False","9.00, 0.31, False","14.00, 0.39, False","25.00, 0.50, False","24.00, 0.50, False","4.00, 0.27, False","24.00, 0.58, False","9.00, 0.52, False","28.00, 0.79, False","10.00, 0.68, False","27.00, 0.79, False","29.00, 0.90, False","29.00, 0.90, False","12.00, 0.85, False","27.00, 1.00, False","28.00, 1.00, False","6.00, 1.00, True","16.00, 1.00, True",None,"27.00, 0.79, True","25.00, 0.68, True","15.00, 0.61, True","17.00, 0.63, True","12.00, 0.46, True","8.00, 0.29, True","28.00, 0.45, True","10.00, 0.25, True","14.00, 0.31, True","27.00, 0.37, True","7.00, 0.13, True","11.00, 0.20, True","26.00, 0.37, True","24.00, 0.12, True","10.00, 0.01, True",B,0.364
template_51,"14.00, 0.00, False","15.00, 0.00, False","17.00, 0.00, False","13.00, 0.00, False","22.00, 0.01, False","20.00, 0.02, False","15.00, 0.01, False","20.00, 0.04, False","9.00, 0.01, False","22.00, 0.07, False","18.00, 0.06, False","22.00, 0.09, False","21.00, 0.08, False","14.00, 0.06, False","22.00, 0.14, False","22.00, 0.14, False","15.00, 0.12, False","15.00, 0.12, False","8.00, 0.05, False","20.00, 0.16, False","28.00, 0.27, False","8.00, 0.08, False","23.00, 0.23, False","23.00, 0.28, False","26.00, 0.31, False","21.00, 0.26, False","20.00, 0.25, False","24.00, 0.35, False","16.00, 0.27, False","27.00, 0.44, False","21.00, 0.47, False","25.00, 0.50, False","13.00, 0.38, False","22.00, 0.57, False","10.00, 0.42, False","25.00, 0.59, False","18.00, 0.64, False","23.00, 0.67, False","28.00, 0.79, False","30.00, 0.80, False","27.00, 0.79, False",None,"25.00, 1.00, True","27.00, 1.00, True","26.00, 1.00, True","25.00, 0.89, True","27.00, 0.79, True","20.00, 0.65, True","25.00, 0.68, True","25.00, 0.68, True","11.00, 0.44, True","23.00, 0.58, True","24.00, 0.58, True","7.00, 0.36, True","9.00, 0.09, True","19.00, 0.07, True",B,0.345
template_15,"8.00, 0.00, False","7.00, 0.00, False","11.00, 0.00, False","8.00, 0.00, False","22.00, 0.01, False","18.00, 0.01, False","13.00, 0.01, False","21.00, 0.04, False","13.00, 0.01, False","21.00, 0.05, False","16.00, 0.04, False","19.00, 0.05, False","21.00, 0.06, False","11.00, 0.03, False","19.00, 0.09, False","23.00, 0.12, False","12.00, 0.07, False","11.00, 0.06, False","17.00, 0.10, False","14.00, 0.08, False","27.00, 0.21, False","18.00, 0.14, False","23.00, 0.18, False","22.00, 0.22, False","27.00, 0.26, False","7.00, 0.06, False","16.00, 0.16, False","24.00, 0.29, False","14.00, 0.19, False","23.00, 0.34, False","16.00, 0.34, False","24.00, 0.42, False","19.00, 0.37, False","18.00, 0.44, False","18.00, 0.44, False","26.00, 0.51, False","18.00, 0.53, False","18.00, 0.53, False","24.00, 0.68, False","28.00, 0.70, False","25.00, 0.68, False","25.00, 1.00, False",None,"27.00, 1.00, None","26.00, 1.00, None","27.00, 1.00, True","28.00, 0.90, True","7.00, 0.63, True","24.00, 0.78, True","22.00, 0.77, True","18.00, 0.64, True","26.00, 0.69, True","29.00, 0.70, True","19.00, 0.64, True","15.00, 0.20, True","23.00, 0.12, True",B,0.339
