"statistic, pvalue, row is better than column",best set: template_2,template_16,template_3,template_17,template_13,template_33,template_8,template_12,template_44,template_39,template_10,template_38,template_37,template_41,template_11,template_6,template_7,template_4,template_24,template_35,template_5,template_9,template_45,template_47,template_31,template_0,template_40,template_19,template_29,template_36,template_32,template_30,template_42,template_46,template_28,template_22,template_18,template_23,template_21,template_34,template_20,template_25,template_14,template_27,template_1,template_55,template_26,template_15,template_43,group,accuracy
template_0,"14.00, 0.02, False","21.00, 0.08, False","33.00, 0.18, False","35.00, 0.22, False","35.00, 0.27, False","34.00, 0.31, False","22.00, 0.27, False","17.00, 0.28, False","24.00, 0.42, False","37.00, 0.51, False","16.00, 0.34, False","22.00, 0.48, False","37.00, 0.58, False","37.00, 0.58, False","37.00, 0.58, False","19.00, 0.45, False","40.00, 0.74, False","18.00, 0.64, False","23.00, 0.78, False","44.00, 0.83, False","40.00, 0.83, False","40.00, 0.91, False","35.00, 1.00, True","38.00, 1.00, True","41.00, 1.00, True",None,"28.00, 1.00, True","45.00, 1.00, True","40.00, 0.91, True","23.00, 0.89, True","26.00, 0.89, True","24.00, 0.78, True","22.00, 0.77, True","25.00, 0.68, True","25.00, 0.68, True","33.00, 0.72, True","28.00, 0.61, True","39.00, 0.59, True","46.00, 0.61, True","24.00, 0.42, True","32.00, 0.41, True","39.00, 0.39, True","20.00, 0.20, True","40.00, 0.34, True","37.00, 0.33, True","36.00, 0.27, True","25.00, 0.13, True","43.00, 0.14, True","35.00, 0.01, True",B,0.617
template_40,"22.00, 0.04, False","25.00, 0.08, False","37.00, 0.17, False","37.00, 0.20, False","42.00, 0.26, False","34.00, 0.26, False","27.00, 0.26, False","19.00, 0.24, False","29.00, 0.39, False","40.00, 0.46, False","20.00, 0.31, False","17.00, 0.35, False","40.00, 0.52, False","40.00, 0.52, False","42.00, 0.53, False","28.00, 0.45, False","41.00, 0.67, False","30.00, 0.62, False","25.00, 0.68, False","46.00, 0.76, False","42.00, 0.75, False","45.00, 0.84, False","42.00, 1.00, False","46.00, 1.00, False","45.00, 1.00, False","28.00, 1.00, False",None,"46.00, 1.00, None","44.00, 1.00, True","25.00, 1.00, True","23.00, 1.00, True","23.00, 0.89, True","31.00, 0.90, True","28.00, 0.79, True","22.00, 0.77, True","37.00, 0.82, True","29.00, 0.70, True","46.00, 0.68, True","48.00, 0.69, True","19.00, 0.45, True","31.00, 0.47, True","46.00, 0.48, True","29.00, 0.33, True","46.00, 0.43, True","45.00, 0.42, True","40.00, 0.34, True","25.00, 0.16, True","44.00, 0.17, True","41.00, 0.01, True",B,0.614
template_19,"35.00, 0.09, False","38.00, 0.14, False","25.00, 0.10, False","23.00, 0.12, False","20.00, 0.13, False","23.00, 0.18, False","37.00, 0.33, False","37.00, 0.38, False","37.00, 0.44, False","21.00, 0.32, False","39.00, 0.45, False","40.00, 0.52, False","22.00, 0.40, False","28.00, 0.45, False","22.00, 0.40, False","39.00, 0.52, False","21.00, 0.56, False","44.00, 0.68, False","43.00, 0.75, False","25.00, 0.68, False","21.00, 0.66, False","26.00, 0.79, False","31.00, 1.00, False","30.00, 1.00, False","30.00, 1.00, False","45.00, 1.00, False","46.00, 1.00, True",None,"27.00, 1.00, True","43.00, 1.00, True","42.00, 1.00, True","40.00, 0.91, True","41.00, 0.91, True","44.00, 0.83, True","40.00, 0.83, True","39.00, 0.82, True","41.00, 0.75, True","26.00, 0.60, True","18.00, 0.53, True","40.00, 0.59, True","38.00, 0.51, True","22.00, 0.33, True","44.00, 0.42, True","25.00, 0.30, True","29.00, 0.33, True","27.00, 0.26, True","40.00, 0.25, True","18.00, 0.05, True","24.00, 0.00, True",A,0.614
template_29,"39.00, 0.08, False","41.00, 0.13, False","23.00, 0.07, False","21.00, 0.08, False","22.00, 0.11, False","16.00, 0.10, False","41.00, 0.30, False","38.00, 0.33, False","41.00, 0.40, False","18.00, 0.23, False","41.00, 0.40, False","39.00, 0.45, False","19.00, 0.30, False","24.00, 0.35, False","24.00, 0.35, False","39.00, 0.45, False","23.00, 0.49, False","41.00, 0.59, False","44.00, 0.68, False","20.00, 0.55, False","24.00, 0.58, False","25.00, 0.68, False","29.00, 0.90, False","24.00, 0.89, False","21.00, 0.88, False","40.00, 0.91, False","44.00, 1.00, False","27.00, 1.00, False",None,"44.00, 1.00, None","41.00, 1.00, None","45.00, 1.00, True","45.00, 1.00, True","45.00, 0.92, True","40.00, 0.91, True","45.00, 0.92, True","49.00, 0.84, True","32.00, 0.72, True","29.00, 0.70, True","38.00, 0.66, True","42.00, 0.60, True","27.00, 0.44, True","45.00, 0.48, True","29.00, 0.39, True","27.00, 0.37, True","27.00, 0.31, True","43.00, 0.31, True","27.00, 0.11, True","24.00, 0.00, True",A,0.611
template_36,"9.00, 0.00, False","12.00, 0.02, False","34.00, 0.12, False","34.00, 0.15, False","37.00, 0.20, False","32.00, 0.21, False","15.00, 0.12, False","17.00, 0.17, False","18.00, 0.23, False","34.00, 0.36, False","16.00, 0.21, False","17.00, 0.28, False","34.00, 0.42, False","40.00, 0.46, False","36.00, 0.43, False","21.00, 0.32, False","40.00, 0.59, False","20.00, 0.46, False","17.00, 0.52, False","41.00, 0.67, False","39.00, 0.66, False","41.00, 0.75, False","37.00, 0.91, False","42.00, 0.91, False","40.00, 0.91, False","23.00, 0.89, False","25.00, 1.00, False","43.00, 1.00, False","44.00, 1.00, True",None,"18.00, 1.00, None","15.00, 1.00, True","29.00, 1.00, True","25.00, 0.89, True","15.00, 0.86, True","21.00, 0.88, True","25.00, 0.78, True","40.00, 0.74, True","48.00, 0.76, True","14.00, 0.49, True","26.00, 0.51, True","38.00, 0.51, True","26.00, 0.37, True","43.00, 0.47, True","43.00, 0.47, True","40.00, 0.40, True","23.00, 0.18, True","39.00, 0.17, True","41.00, 0.02, True",B,0.611
template_32,"16.00, 0.02, False","20.00, 0.04, False","35.00, 0.13, False","34.00, 0.15, False","36.00, 0.19, False","31.00, 0.20, False","20.00, 0.16, False","18.00, 0.18, False","28.00, 0.32, False","33.00, 0.36, False","18.00, 0.23, False","21.00, 0.32, False","34.00, 0.42, False","39.00, 0.45, False","35.00, 0.43, False","19.00, 0.30, False","38.00, 0.58, False","19.00, 0.45, False","21.00, 0.56, False","37.00, 0.65, False","39.00, 0.66, False","38.00, 0.74, False","37.00, 0.91, False","39.00, 0.91, False","40.00, 0.91, False","26.00, 0.89, False","23.00, 1.00, False","42.00, 1.00, False","41.00, 1.00, True","18.00, 1.00, True",None,"24.00, 1.00, True","32.00, 1.00, True","24.00, 0.89, True","16.00, 0.86, True","31.00, 0.90, True","21.00, 0.77, True","44.00, 0.75, True","46.00, 0.76, True","14.00, 0.49, True","24.00, 0.50, True","42.00, 0.53, True","27.00, 0.37, True","43.00, 0.47, True","40.00, 0.46, True","38.00, 0.39, True","23.00, 0.18, True","38.00, 0.17, True","37.00, 0.01, True",B,0.611
template_30,"8.00, 0.00, False","10.00, 0.01, False","34.00, 0.10, False","33.00, 0.12, False","37.00, 0.17, False","34.00, 0.18, False","13.00, 0.07, False","18.00, 0.14, False","17.00, 0.17, False","36.00, 0.32, False","14.00, 0.14, False","17.00, 0.22, False","35.00, 0.37, False","41.00, 0.40, False","38.00, 0.39, False","20.00, 0.25, False","39.00, 0.52, False","21.00, 0.39, False","19.00, 0.45, False","43.00, 0.60, False","39.00, 0.59, False","40.00, 0.66, False","38.00, 0.82, False","43.00, 0.83, False","39.00, 0.82, False","24.00, 0.78, False","23.00, 0.89, False","40.00, 0.91, False","45.00, 1.00, False","15.00, 1.00, False","24.00, 1.00, False",None,"32.00, 1.00, None","28.00, 1.00, True","23.00, 1.00, True","27.00, 1.00, True","25.00, 0.89, True","41.00, 0.83, True","45.00, 0.84, True","22.00, 0.67, True","27.00, 0.60, True","43.00, 0.60, True","32.00, 0.48, True","45.00, 0.54, True","44.00, 0.54, True","42.00, 0.47, True","27.00, 0.26, True","42.00, 0.22, True","43.00, 0.02, True",B,0.608
template_42,"21.00, 0.02, False","25.00, 0.05, False","32.00, 0.09, False","34.00, 0.12, False","38.00, 0.17, False","34.00, 0.18, False","25.00, 0.16, False","20.00, 0.16, False","17.00, 0.17, False","36.00, 0.32, False","25.00, 0.25, False","28.00, 0.32, False","38.00, 0.39, False","40.00, 0.40, False","35.00, 0.37, False","24.00, 0.29, False","37.00, 0.51, False","26.00, 0.43, False","24.00, 0.50, False","45.00, 0.61, False","38.00, 0.58, False","38.00, 0.66, False","37.00, 0.82, False","38.00, 0.82, False","39.00, 0.82, False","22.00, 0.77, False","31.00, 0.90, False","41.00, 0.91, False","45.00, 1.00, False","29.00, 1.00, False","32.00, 1.00, False","32.00, 1.00, True",None,"24.00, 1.00, True","32.00, 1.00, True","35.00, 1.00, True","29.00, 0.90, True","43.00, 0.83, True","47.00, 0.84, True","32.00, 0.72, True","32.00, 0.63, True","39.00, 0.59, True","24.00, 0.42, True","44.00, 0.54, True","38.00, 0.51, True","40.00, 0.46, True","31.00, 0.29, True","38.00, 0.20, True","33.00, 0.01, True",B,0.608
template_46,"16.00, 0.01, False","20.00, 0.02, False","33.00, 0.08, False","34.00, 0.10, False","35.00, 0.13, False","35.00, 0.16, False","21.00, 0.10, False","17.00, 0.10, False","20.00, 0.16, False","37.00, 0.28, False","19.00, 0.15, False","23.00, 0.23, False","38.00, 0.33, False","38.00, 0.33, False","36.00, 0.32, False","18.00, 0.18, False","37.00, 0.44, False","18.00, 0.29, False","23.00, 0.41, False","41.00, 0.53, False","38.00, 0.51, False","41.00, 0.59, False","34.00, 0.72, False","37.00, 0.73, False","41.00, 0.75, False","25.00, 0.68, False","28.00, 0.79, False","44.00, 0.83, False","45.00, 0.92, False","25.00, 0.89, False","24.00, 0.89, False","28.00, 1.00, False","24.00, 1.00, False",None,"24.00, 1.00, None","35.00, 1.00, None","25.00, 1.00, True","46.00, 0.92, True","48.00, 0.92, True","25.00, 0.78, True","30.00, 0.71, True","43.00, 0.68, True","30.00, 0.54, True","46.00, 0.61, True","42.00, 0.60, True","37.00, 0.51, True","27.00, 0.31, True","43.00, 0.27, True","34.00, 0.02, True",B,0.605
template_28,"18.00, 0.01, False","21.00, 0.03, False","36.00, 0.09, False","35.00, 0.11, False","37.00, 0.14, False","30.00, 0.13, False","22.00, 0.11, False","21.00, 0.13, False","27.00, 0.21, False","33.00, 0.25, False","18.00, 0.14, False","16.00, 0.16, False","34.00, 0.31, False","39.00, 0.34, False","37.00, 0.33, False","20.00, 0.20, False","38.00, 0.45, False","22.00, 0.33, False","21.00, 0.39, False","39.00, 0.52, False","40.00, 0.52, False","41.00, 0.59, False","39.00, 0.74, False","41.00, 0.75, False","40.00, 0.74, False","25.00, 0.68, False","22.00, 0.77, False","40.00, 0.83, False","40.00, 0.91, False","15.00, 0.86, False","16.00, 0.86, False","23.00, 1.00, False","32.00, 1.00, False","24.00, 1.00, True",None,"30.00, 1.00, None","24.00, 1.00, True","44.00, 0.92, True","47.00, 0.92, True","12.00, 0.70, True","23.00, 0.67, True","40.00, 0.66, True","25.00, 0.50, True","45.00, 0.61, True","46.00, 0.61, True","42.00, 0.53, True","26.00, 0.31, True","40.00, 0.25, True","40.00, 0.02, True",B,0.605
template_22,"17.00, 0.01, False","18.00, 0.02, False","37.00, 0.09, False","37.00, 0.11, False","42.00, 0.16, False","35.00, 0.16, False","18.00, 0.09, False","26.00, 0.17, False","27.00, 0.21, False","41.00, 0.30, False","23.00, 0.18, False","26.00, 0.25, False","35.00, 0.31, False","46.00, 0.37, False","42.00, 0.35, False","25.00, 0.25, False","44.00, 0.48, False","27.00, 0.37, False","23.00, 0.41, False","44.00, 0.54, False","44.00, 0.54, False","43.00, 0.60, False","43.00, 0.75, False","43.00, 0.75, False","42.00, 0.75, False","33.00, 0.72, False","37.00, 0.82, False","39.00, 0.82, False","45.00, 0.92, False","21.00, 0.88, False","31.00, 0.90, False","27.00, 1.00, False","35.00, 1.00, False","35.00, 1.00, True","30.00, 1.00, True",None,"25.00, 1.00, True","35.00, 0.91, True","41.00, 0.91, True","30.00, 0.80, True","22.00, 0.67, True","43.00, 0.68, True","27.00, 0.52, True","40.00, 0.59, True","51.00, 0.63, True","44.00, 0.54, True","20.00, 0.25, True","42.00, 0.26, True","43.00, 0.03, True",B,0.605
template_18,"20.00, 0.01, False","21.00, 0.02, False","39.00, 0.08, False","40.00, 0.10, False","42.00, 0.13, False","37.00, 0.14, False","23.00, 0.09, False","24.00, 0.12, False","27.00, 0.18, False","41.00, 0.26, False","21.00, 0.13, False","29.00, 0.23, False","35.00, 0.27, False","44.00, 0.31, False","40.00, 0.29, False","21.00, 0.17, False","46.00, 0.43, False","19.00, 0.24, False","23.00, 0.34, False","43.00, 0.47, False","47.00, 0.49, False","43.00, 0.53, False","45.00, 0.68, False","45.00, 0.68, False","45.00, 0.68, False","28.00, 0.61, False","29.00, 0.70, False","41.00, 0.75, False","49.00, 0.84, False","25.00, 0.78, False","21.00, 0.77, False","25.00, 0.89, False","29.00, 0.90, False","25.00, 1.00, False","24.00, 1.00, False","25.00, 1.00, False",None,"49.00, 1.00, True","51.00, 1.00, True","26.00, 0.89, True","17.00, 0.74, True","46.00, 0.76, True","26.00, 0.60, True","48.00, 0.69, True","53.00, 0.70, True","47.00, 0.62, True","22.00, 0.33, True","47.00, 0.33, True","45.00, 0.04, True",B,0.602
template_23,"31.00, 0.02, False","35.00, 0.04, False","20.00, 0.02, False","18.00, 0.02, False","21.00, 0.04, False","29.00, 0.08, False","34.00, 0.12, False","38.00, 0.17, False","38.00, 0.20, False","26.00, 0.14, False","37.00, 0.20, False","38.00, 0.24, False","23.00, 0.15, False","30.00, 0.19, False","23.00, 0.15, False","36.00, 0.23, False","26.00, 0.25, False","40.00, 0.34, False","39.00, 0.39, False","31.00, 0.34, False","27.00, 0.31, False","21.00, 0.32, False","26.00, 0.51, False","26.00, 0.51, False","28.00, 0.53, False","39.00, 0.59, False","46.00, 0.68, False","26.00, 0.60, False","32.00, 0.72, False","40.00, 0.74, False","44.00, 0.75, False","41.00, 0.83, False","43.00, 0.83, False","46.00, 0.92, False","44.00, 0.92, False","35.00, 0.91, False","49.00, 1.00, False",None,"24.00, 1.00, None","46.00, 1.00, True","45.00, 0.92, True","22.00, 0.77, True","48.00, 0.76, True","23.00, 0.67, True","32.00, 0.72, True","34.00, 0.64, True","42.00, 0.53, True","27.00, 0.26, True","27.00, 0.02, True",B,0.599
template_21,"40.00, 0.04, False","38.00, 0.05, False","24.00, 0.03, False","22.00, 0.03, False","27.00, 0.06, False","29.00, 0.08, False","39.00, 0.15, False","42.00, 0.19, False","42.00, 0.22, False","25.00, 0.13, False","44.00, 0.23, False","40.00, 0.25, False","25.00, 0.16, False","30.00, 0.19, False","29.00, 0.19, False","41.00, 0.26, False","24.00, 0.24, False","48.00, 0.38, False","46.00, 0.43, False","27.00, 0.31, False","26.00, 0.31, False","29.00, 0.39, False","32.00, 0.55, False","31.00, 0.54, False","29.00, 0.53, False","46.00, 0.61, False","48.00, 0.69, False","18.00, 0.53, False","29.00, 0.70, False","48.00, 0.76, False","46.00, 0.76, False","45.00, 0.84, False","47.00, 0.84, False","48.00, 0.92, False","47.00, 0.92, False","41.00, 0.91, False","51.00, 1.00, False","24.00, 1.00, True",None,"50.00, 1.00, True","43.00, 0.92, True","29.00, 0.80, True","50.00, 0.77, True","23.00, 0.67, True","40.00, 0.74, True","32.00, 0.63, True","42.00, 0.53, True","27.00, 0.26, True","30.00, 0.02, True",B,0.599
template_34,"16.00, 0.00, False","19.00, 0.01, False","35.00, 0.04, False","34.00, 0.05, False","38.00, 0.08, False","26.00, 0.05, False","19.00, 0.04, False","18.00, 0.05, False","25.00, 0.10, False","30.00, 0.13, False","17.00, 0.06, False","18.00, 0.09, False","33.00, 0.18, False","37.00, 0.20, False","36.00, 0.19, False","18.00, 0.09, False","40.00, 0.29, False","22.00, 0.18, False","23.00, 0.23, False","37.00, 0.33, False","39.00, 0.34, False","40.00, 0.40, False","37.00, 0.51, False","41.00, 0.53, False","37.00, 0.51, False","24.00, 0.42, False","19.00, 0.45, False","40.00, 0.59, False","38.00, 0.66, False","14.00, 0.49, False","14.00, 0.49, False","22.00, 0.67, False","32.00, 0.72, False","25.00, 0.78, False","12.00, 0.70, False","30.00, 0.80, False","26.00, 0.89, False","46.00, 1.00, False","50.00, 1.00, False",None,"27.00, 1.00, True","44.00, 0.92, True","31.00, 0.80, True","49.00, 0.84, True","47.00, 0.84, True","46.00, 0.76, True","26.00, 0.51, True","43.00, 0.41, True","42.00, 0.05, True",B,0.596
template_20,"20.00, 0.00, False","21.00, 0.01, False","37.00, 0.04, False","39.00, 0.05, False","41.00, 0.07, False","37.00, 0.08, False","23.00, 0.04, False","29.00, 0.08, False","29.00, 0.10, False","39.00, 0.15, False","23.00, 0.07, False","25.00, 0.10, False","35.00, 0.16, False","44.00, 0.20, False","41.00, 0.18, False","19.00, 0.07, False","44.00, 0.27, False","25.00, 0.16, False","25.00, 0.20, False","44.00, 0.31, False","45.00, 0.32, False","41.00, 0.35, False","44.00, 0.48, False","42.00, 0.47, False","41.00, 0.46, False","32.00, 0.41, False","31.00, 0.47, False","38.00, 0.51, False","42.00, 0.60, False","26.00, 0.51, False","24.00, 0.50, False","27.00, 0.60, False","32.00, 0.63, False","30.00, 0.71, False","23.00, 0.67, False","22.00, 0.67, False","17.00, 0.74, False","45.00, 0.92, False","43.00, 0.92, False","27.00, 1.00, False",None,"47.00, 1.00, True","27.00, 0.89, True","47.00, 0.92, True","54.00, 0.92, True","47.00, 0.84, True","25.00, 0.59, True","44.00, 0.48, True","47.00, 0.07, True",B,0.593
template_25,"32.00, 0.01, False","34.00, 0.02, False","17.00, 0.00, False","14.00, 0.00, False","10.00, 0.00, False","21.00, 0.02, False","37.00, 0.08, False","37.00, 0.09, False","35.00, 0.11, False","15.00, 0.03, False","36.00, 0.11, False","40.00, 0.15, False","22.00, 0.07, False","24.00, 0.08, False","7.00, 0.01, False","39.00, 0.15, False","20.00, 0.10, False","40.00, 0.21, False","37.00, 0.24, False","25.00, 0.16, False","19.00, 0.12, False","19.00, 0.15, False","20.00, 0.25, False","26.00, 0.31, False","21.00, 0.26, False","39.00, 0.39, False","46.00, 0.48, False","22.00, 0.33, False","27.00, 0.44, False","38.00, 0.51, False","42.00, 0.53, False","43.00, 0.60, False","39.00, 0.59, False","43.00, 0.68, False","40.00, 0.66, False","43.00, 0.68, False","46.00, 0.76, False","22.00, 0.77, False","29.00, 0.80, False","44.00, 0.92, False","47.00, 1.00, False",None,"52.00, 1.00, True","23.00, 1.00, True","23.00, 1.00, True","30.00, 0.90, True","44.00, 0.75, True","25.00, 0.43, True","27.00, 0.03, True",B,0.59
template_14,"22.00, 0.00, False","25.00, 0.01, False","39.00, 0.03, False","42.00, 0.04, False","41.00, 0.05, False","35.00, 0.04, False","26.00, 0.03, False","20.00, 0.02, False","29.00, 0.06, False","42.00, 0.11, False","23.00, 0.04, False","24.00, 0.06, False","36.00, 0.11, False","42.00, 0.13, False","42.00, 0.13, False","21.00, 0.05, False","43.00, 0.19, False","24.00, 0.10, False","23.00, 0.12, False","46.00, 0.24, False","45.00, 0.24, False","43.00, 0.27, False","47.00, 0.38, False","42.00, 0.35, False","46.00, 0.37, False","20.00, 0.20, False","29.00, 0.33, False","44.00, 0.42, False","45.00, 0.48, False","26.00, 0.37, False","27.00, 0.37, False","32.00, 0.48, False","24.00, 0.42, False","30.00, 0.54, False","25.00, 0.50, False","27.00, 0.52, False","26.00, 0.60, False","48.00, 0.76, False","50.00, 0.77, False","31.00, 0.80, False","27.00, 0.89, False","52.00, 1.00, False",None,"50.00, 1.00, None","50.00, 1.00, None","51.00, 1.00, True","25.00, 0.78, True","46.00, 0.61, True","44.00, 0.10, True",B,0.586
template_27,"36.00, 0.01, False","36.00, 0.02, False","22.00, 0.01, False","22.00, 0.01, False","14.00, 0.00, False","26.00, 0.02, False","37.00, 0.06, False","37.00, 0.08, False","38.00, 0.10, False","23.00, 0.04, False","38.00, 0.10, False","37.00, 0.11, False","26.00, 0.07, False","21.00, 0.05, False","22.00, 0.05, False","38.00, 0.12, False","23.00, 0.09, False","42.00, 0.19, False","39.00, 0.21, False","29.00, 0.15, False","23.00, 0.12, False","25.00, 0.16, False","26.00, 0.25, False","27.00, 0.26, False","29.00, 0.27, False","40.00, 0.34, False","46.00, 0.43, False","25.00, 0.30, False","29.00, 0.39, False","43.00, 0.47, False","43.00, 0.47, False","45.00, 0.54, False","44.00, 0.54, False","46.00, 0.61, False","45.00, 0.61, False","40.00, 0.59, False","48.00, 0.69, False","23.00, 0.67, False","23.00, 0.67, False","49.00, 0.84, False","47.00, 0.92, False","23.00, 1.00, False","50.00, 1.00, True",None,"33.00, 1.00, None","29.00, 1.00, True","40.00, 0.83, True","29.00, 0.53, True","31.00, 0.06, True",B,0.586
template_1,"31.00, 0.01, False","38.00, 0.02, False","20.00, 0.01, False","20.00, 0.01, False","12.00, 0.00, False","22.00, 0.02, False","37.00, 0.06, False","37.00, 0.08, False","35.00, 0.09, False","19.00, 0.03, False","36.00, 0.09, False","41.00, 0.13, False","25.00, 0.06, False","25.00, 0.06, False","14.00, 0.02, False","36.00, 0.11, False","16.00, 0.05, False","39.00, 0.17, False","40.00, 0.21, False","31.00, 0.17, False","16.00, 0.07, False","23.00, 0.15, False","25.00, 0.25, False","24.00, 0.24, False","24.00, 0.24, False","37.00, 0.33, False","45.00, 0.42, False","29.00, 0.33, False","27.00, 0.37, False","43.00, 0.47, False","40.00, 0.46, False","44.00, 0.54, False","38.00, 0.51, False","42.00, 0.60, False","46.00, 0.61, False","51.00, 0.63, False","53.00, 0.70, False","32.00, 0.72, False","40.00, 0.74, False","47.00, 0.84, False","54.00, 0.92, False","23.00, 1.00, False","50.00, 1.00, True","33.00, 1.00, True",None,"28.00, 1.00, True","51.00, 0.85, True","20.00, 0.46, True","19.00, 0.02, True",B,0.586
template_55,"31.00, 0.01, False","36.00, 0.01, False","20.00, 0.00, False","20.00, 0.01, False","14.00, 0.00, False","23.00, 0.01, False","37.00, 0.05, False","32.00, 0.05, False","35.00, 0.07, False","19.00, 0.02, False","34.00, 0.07, False","37.00, 0.09, False","23.00, 0.04, False","22.00, 0.04, False","20.00, 0.03, False","32.00, 0.07, False","18.00, 0.05, False","36.00, 0.13, False","38.00, 0.17, False","30.00, 0.13, False","18.00, 0.06, False","23.00, 0.12, False","18.00, 0.14, False","14.00, 0.11, False","24.00, 0.19, False","36.00, 0.27, False","40.00, 0.34, False","27.00, 0.26, False","27.00, 0.31, False","40.00, 0.40, False","38.00, 0.39, False","42.00, 0.47, False","40.00, 0.46, False","37.00, 0.51, False","42.00, 0.53, False","44.00, 0.54, False","47.00, 0.62, False","34.00, 0.64, False","32.00, 0.63, False","46.00, 0.76, False","47.00, 0.84, False","30.00, 0.90, False","51.00, 1.00, False","29.00, 1.00, False","28.00, 1.00, False",None,"41.00, 0.91, True","31.00, 0.63, True","18.00, 0.03, True",B,0.583
template_26,"18.00, 0.00, False","19.00, 0.00, False","37.00, 0.01, False","37.00, 0.02, False","35.00, 0.02, False","37.00, 0.02, False","19.00, 0.01, False","13.00, 0.00, False","26.00, 0.02, False","35.00, 0.04, False","16.00, 0.01, False","25.00, 0.03, False","37.00, 0.06, False","41.00, 0.07, False","42.00, 0.08, False","22.00, 0.02, False","43.00, 0.11, False","24.00, 0.05, False","16.00, 0.03, False","44.00, 0.14, False","42.00, 0.13, False","42.00, 0.16, False","40.00, 0.21, False","37.00, 0.20, False","42.00, 0.22, False","25.00, 0.13, False","25.00, 0.16, False","40.00, 0.25, False","43.00, 0.31, False","23.00, 0.18, False","23.00, 0.18, False","27.00, 0.26, False","31.00, 0.29, False","27.00, 0.31, False","26.00, 0.31, False","20.00, 0.25, False","22.00, 0.33, False","42.00, 0.53, False","42.00, 0.53, False","26.00, 0.51, False","25.00, 0.59, False","44.00, 0.75, False","25.00, 0.78, False","40.00, 0.83, False","51.00, 0.85, False","41.00, 0.91, False",None,"49.00, 0.84, True","46.00, 0.18, True",B,0.577
template_15,"32.00, 0.00, False","38.00, 0.00, False","21.00, 0.00, False","23.00, 0.00, False","18.00, 0.00, False","24.00, 0.00, False","39.00, 0.02, False","37.00, 0.02, False","38.00, 0.03, False","17.00, 0.00, False","38.00, 0.03, False","38.00, 0.03, False","23.00, 0.01, False","28.00, 0.02, False","18.00, 0.01, False","35.00, 0.03, False","22.00, 0.02, False","41.00, 0.06, False","44.00, 0.08, False","29.00, 0.04, False","25.00, 0.03, False","22.00, 0.03, False","31.00, 0.09, False","26.00, 0.07, False","26.00, 0.07, False","43.00, 0.14, False","44.00, 0.17, False","18.00, 0.05, False","27.00, 0.11, False","39.00, 0.17, False","38.00, 0.17, False","42.00, 0.22, False","38.00, 0.20, False","43.00, 0.27, False","40.00, 0.25, False","42.00, 0.26, False","47.00, 0.33, False","27.00, 0.26, False","27.00, 0.26, False","43.00, 0.41, False","44.00, 0.48, False","25.00, 0.43, False","46.00, 0.61, False","29.00, 0.53, False","20.00, 0.46, False","31.00, 0.63, False","49.00, 0.84, False",None,"22.00, 0.14, True",B,0.568
template_43,"29.00, 0.00, False","38.00, 0.00, False","17.00, 0.00, False","19.00, 0.00, False","16.00, 0.00, False","23.00, 0.00, False","35.00, 0.00, False","35.00, 0.00, False","35.00, 0.00, False","16.00, 0.00, False","35.00, 0.00, False","38.00, 0.00, False","23.00, 0.00, False","20.00, 0.00, False","16.00, 0.00, False","29.00, 0.00, False","18.00, 0.00, False","34.00, 0.00, False","43.00, 0.01, False","24.00, 0.00, False","16.00, 0.00, False","18.00, 0.00, False","19.00, 0.00, False","13.00, 0.00, False","21.00, 0.00, False","35.00, 0.01, False","41.00, 0.01, False","24.00, 0.00, False","24.00, 0.00, False","41.00, 0.02, False","37.00, 0.01, False","43.00, 0.02, False","33.00, 0.01, False","34.00, 0.02, False","40.00, 0.02, False","43.00, 0.03, False","45.00, 0.04, False","27.00, 0.02, False","30.00, 0.02, False","42.00, 0.05, False","47.00, 0.07, False","27.00, 0.03, False","44.00, 0.10, False","31.00, 0.06, False","19.00, 0.02, False","18.00, 0.03, False","46.00, 0.18, False","22.00, 0.14, False",None,C,0.531
