model,dataset,choices_separator,enumerator,shuffle_choices,accuracy
Mistral-7B-Instruct-v0.3,mmlu.high_school_government_and_politics, or ,capitals,True,
Mistral-7B-Instruct-v0.3,mmlu.high_school_macroeconomics,\n,numbers,True,
Mistral-7B-Instruct-v0.3,mmlu.high_school_mathematics,\n,roman,False,
Mistral-7B-Instruct-v0.3,mmlu.high_school_microeconomics,\n,capitals,True,
Mistral-7B-Instruct-v0.3,mmlu.high_school_physics,\s,numbers,True,
Mistral-7B-Instruct-v0.3,mmlu.high_school_psychology, OR ,capitals,True,
Mistral-7B-Instruct-v0.3,mmlu.high_school_statistics,; ,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.high_school_us_history, | ,numbers,True,
Mistral-7B-Instruct-v0.3,mmlu.high_school_world_history,; ,numbers,True,
Mistral-7B-Instruct-v0.3,mmlu.human_aging, | ,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.human_sexuality, OR ,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.international_law,; ,numbers,False,
Mistral-7B-Instruct-v0.3,mmlu.jurisprudence,\n,capitals,True,
Mistral-7B-Instruct-v0.3,mmlu.logical_fallacies,; ,lowercase,False,
Mistral-7B-Instruct-v0.3,mmlu.machine_learning, | ,numbers,False,
Mistral-7B-Instruct-v0.3,mmlu.marketing,\n,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.medical_genetics, OR ,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.miscellaneous,\n,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.moral_disputes,\n,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.moral_scenarios,\n,numbers,False,
Mistral-7B-Instruct-v0.3,mmlu.nutrition,", ",lowercase,True,
Mistral-7B-Instruct-v0.3,mmlu.philosophy,\n,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.prehistory,\n,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.professional_accounting,\n,lowercase,False,
Mistral-7B-Instruct-v0.3,mmlu.professional_law, OR ,capitals,True,
Mistral-7B-Instruct-v0.3,mmlu.professional_medicine,", ",capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.professional_psychology, OR ,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.public_relations,\n,numbers,False,
Mistral-7B-Instruct-v0.3,mmlu.security_studies,\n,roman,False,
Mistral-7B-Instruct-v0.3,mmlu.sociology, OR ,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.us_foreign_policy,\n,capitals,False,
Mistral-7B-Instruct-v0.3,mmlu.virology,\n,numbers,False,
Mistral-7B-Instruct-v0.3,mmlu.world_religions, OR ,capitals,False,
OLMo-7B-Instruct,ai2_arc.arc_easy,\n,capitals,False,
OLMo-7B-Instruct,mmlu.abstract_algebra,; ,capitals,True,
OLMo-7B-Instruct,mmlu.anatomy,\n,lowercase,False,
OLMo-7B-Instruct,mmlu.astronomy,\n,capitals,True,
OLMo-7B-Instruct,mmlu.business_ethics,\n,capitals,True,
OLMo-7B-Instruct,mmlu.clinical_knowledge,\n,capitals,False,
OLMo-7B-Instruct,mmlu.college_biology,\n,capitals,False,
OLMo-7B-Instruct,mmlu.college_chemistry,", ",lowercase,True,
OLMo-7B-Instruct,mmlu.college_computer_science,\s,numbers,True,
OLMo-7B-Instruct,mmlu.college_mathematics,\n,lowercase,False,
OLMo-7B-Instruct,mmlu.college_medicine,\n,roman,False,
OLMo-7B-Instruct,mmlu.college_physics,\n,numbers,True,
OLMo-7B-Instruct,mmlu.computer_security,\n,capitals,False,
OLMo-7B-Instruct,mmlu.conceptual_physics,\n,roman,False,
OLMo-7B-Instruct,mmlu.econometrics,\n,lowercase,True,
OLMo-7B-Instruct,mmlu.electrical_engineering,\n,roman,False,
OLMo-7B-Instruct,mmlu.elementary_mathematics,\n,lowercase,True,
OLMo-7B-Instruct,mmlu.formal_logic,\s,lowercase,False,
OLMo-7B-Instruct,mmlu.global_facts,\n,roman,True,
OLMo-7B-Instruct,mmlu.high_school_biology,\n,roman,False,
OLMo-7B-Instruct,mmlu.high_school_chemistry,\n,lowercase,False,
OLMo-7B-Instruct,mmlu.high_school_computer_science,", ",roman,True,
OLMo-7B-Instruct,mmlu.high_school_european_history,\n,capitals,False,
OLMo-7B-Instruct,mmlu.high_school_geography,\n,lowercase,True,
OLMo-7B-Instruct,mmlu.high_school_government_and_politics,\n,capitals,False,
OLMo-7B-Instruct,mmlu.high_school_macroeconomics,\n,capitals,True,
OLMo-7B-Instruct,mmlu.high_school_mathematics,\n,lowercase,True,
OLMo-7B-Instruct,mmlu.high_school_microeconomics,\n,capitals,False,
OLMo-7B-Instruct,mmlu.high_school_physics, | ,lowercase,False,
OLMo-7B-Instruct,mmlu.high_school_psychology,\n,capitals,False,
OLMo-7B-Instruct,mmlu.high_school_statistics,", ",lowercase,False,
OLMo-7B-Instruct,mmlu.high_school_us_history, or ,capitals,False,
OLMo-7B-Instruct,mmlu.high_school_world_history,; ,roman,False,
OLMo-7B-Instruct,mmlu.human_aging,\n,roman,False,
OLMo-7B-Instruct,mmlu.human_sexuality,\n,roman,True,
OLMo-7B-Instruct,mmlu.international_law,\n,roman,False,
OLMo-7B-Instruct,mmlu.jurisprudence,\n,roman,True,
OLMo-7B-Instruct,mmlu.logical_fallacies,\n,capitals,False,
OLMo-7B-Instruct,mmlu.machine_learning,\n,capitals,False,
OLMo-7B-Instruct,mmlu.management,", ",numbers,True,
OLMo-7B-Instruct,mmlu.marketing,\n,capitals,False,
OLMo-7B-Instruct,mmlu.medical_genetics,\n,capitals,True,
OLMo-7B-Instruct,mmlu.miscellaneous,\n,capitals,False,
OLMo-7B-Instruct,mmlu.moral_disputes,\n,capitals,True,
OLMo-7B-Instruct,mmlu.moral_scenarios,\s,numbers,True,
OLMo-7B-Instruct,mmlu.nutrition,\n,roman,False,
OLMo-7B-Instruct,mmlu.philosophy,\n,capitals,False,
OLMo-7B-Instruct,mmlu.prehistory,\n,lowercase,False,
OLMo-7B-Instruct,mmlu.professional_accounting,\n,capitals,False,
OLMo-7B-Instruct,mmlu.professional_law,", ",lowercase,False,
OLMo-7B-Instruct,mmlu.professional_medicine,\n,lowercase,True,
OLMo-7B-Instruct,mmlu.professional_psychology,\n,capitals,False,
OLMo-7B-Instruct,mmlu.public_relations,\n,capitals,False,
OLMo-7B-Instruct,mmlu.security_studies,\n,roman,False,
OLMo-7B-Instruct,mmlu.sociology,\n,capitals,False,
OLMo-7B-Instruct,mmlu.us_foreign_policy,\n,capitals,False,
OLMo-7B-Instruct,mmlu.virology,\n,capitals,False,
OLMo-7B-Instruct,mmlu.world_religions,\n,capitals,False,
OLMo-7B-Instruct,race_all,\n,lowercase,False,
OLMo-7B-Instruct,sciq,\n,lowercase,False,
Phi-3-medium-4k-instruct,mmlu.abstract_algebra, OR ,roman,False,
Phi-3-medium-4k-instruct,mmlu.anatomy, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.astronomy, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.business_ethics,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.clinical_knowledge, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.college_biology, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.college_chemistry, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.college_computer_science, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.college_mathematics,; ,lowercase,True,
Phi-3-medium-4k-instruct,mmlu.college_medicine, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.college_physics,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.computer_security, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.conceptual_physics, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.econometrics, | ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.electrical_engineering,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.elementary_mathematics, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.formal_logic,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.global_facts, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_biology, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_chemistry, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.high_school_computer_science,; ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.high_school_european_history, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_geography, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.high_school_government_and_politics, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.high_school_macroeconomics, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_mathematics,", ",numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_microeconomics, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_physics, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_psychology, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.high_school_statistics, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.high_school_us_history,\s,numbers,True,
Phi-3-medium-4k-instruct,mmlu.high_school_world_history, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.human_aging, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.human_sexuality,; ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.international_law,\n,numbers,False,
Phi-3-medium-4k-instruct,mmlu.jurisprudence, OR ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.logical_fallacies,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.machine_learning,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.management, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.marketing, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.medical_genetics, or ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.miscellaneous, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.moral_disputes, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.moral_scenarios,\n,lowercase,False,
Phi-3-medium-4k-instruct,mmlu.nutrition, OR ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.philosophy, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.prehistory, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.professional_accounting, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.professional_law,\s,numbers,False,
Phi-3-medium-4k-instruct,mmlu.professional_medicine, OR ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.professional_psychology, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.public_relations, or ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.security_studies, OR ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.sociology,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.us_foreign_policy,; ,numbers,False,
Phi-3-medium-4k-instruct,mmlu.virology,; ,numbers,True,
Phi-3-medium-4k-instruct,mmlu.world_religions,; ,numbers,True,
Phi-3-mini-4k-instruct,mmlu.abstract_algebra,\n,roman,False,
Phi-3-mini-4k-instruct,mmlu.anatomy, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.astronomy, OR ,roman,True,
Phi-3-mini-4k-instruct,mmlu.business_ethics, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.clinical_knowledge, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.college_biology,", ",roman,False,
Phi-3-mini-4k-instruct,mmlu.college_chemistry, | ,capitals,True,
Phi-3-mini-4k-instruct,mmlu.college_computer_science, OR ,capitals,False,
Phi-3-mini-4k-instruct,mmlu.college_mathematics,", ",roman,True,
Phi-3-mini-4k-instruct,mmlu.college_medicine,\n,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.college_physics, or ,roman,True,
Phi-3-mini-4k-instruct,mmlu.computer_security, or ,roman,False,
Phi-3-mini-4k-instruct,mmlu.conceptual_physics, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.econometrics,; ,numbers,False,
Phi-3-mini-4k-instruct,mmlu.electrical_engineering,; ,roman,False,
Phi-3-mini-4k-instruct,mmlu.elementary_mathematics,; ,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.formal_logic,\n,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.global_facts,; ,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.high_school_biology, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.high_school_chemistry, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.high_school_computer_science, | ,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.high_school_european_history, OR ,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.high_school_geography, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.high_school_government_and_politics,", ",roman,True,
Phi-3-mini-4k-instruct,mmlu.high_school_macroeconomics, OR ,roman,True,
Phi-3-mini-4k-instruct,mmlu.high_school_mathematics,", ",roman,True,
Phi-3-mini-4k-instruct,mmlu.high_school_microeconomics,\n,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.high_school_physics,; ,numbers,False,
Phi-3-mini-4k-instruct,mmlu.high_school_psychology,\s,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.high_school_statistics,\s,capitals,False,
Phi-3-mini-4k-instruct,mmlu.high_school_us_history, OR ,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.high_school_world_history,\n,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.human_aging,\n,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.human_sexuality,\s,capitals,True,
Phi-3-mini-4k-instruct,mmlu.international_law,\n,numbers,False,
Phi-3-mini-4k-instruct,mmlu.jurisprudence,\n,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.logical_fallacies,\n,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.machine_learning,\n,roman,False,
Phi-3-mini-4k-instruct,mmlu.management,\s,capitals,False,
Phi-3-mini-4k-instruct,mmlu.marketing,\s,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.medical_genetics,\n,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.miscellaneous,\s,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.moral_disputes, | ,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.moral_scenarios,; ,lowercase,True,
Phi-3-mini-4k-instruct,mmlu.nutrition,\n,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.philosophy, or ,roman,False,
Phi-3-mini-4k-instruct,mmlu.prehistory, OR ,roman,False,
Phi-3-mini-4k-instruct,mmlu.professional_accounting,\n,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.professional_law, OR ,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.professional_medicine,\s,capitals,True,
Phi-3-mini-4k-instruct,mmlu.professional_psychology,\n,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.public_relations,\s,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.security_studies,; ,lowercase,False,
Phi-3-mini-4k-instruct,mmlu.sociology,\n,capitals,True,
Phi-3-mini-4k-instruct,mmlu.us_foreign_policy, OR ,capitals,True,
Phi-3-mini-4k-instruct,mmlu.virology,\n,capitals,True,
Phi-3-mini-4k-instruct,mmlu.world_religions,\n,lowercase,False,
Qwen1.5-7B-Chat,race_all,\s,numbers,False,
Qwen1.5-7B-Chat,sciq,\s,numbers,False,
Qwen1.5-MoE-A2.7B,sciq,\n,roman,True,
gemma-2b-it,mmlu.abstract_algebra,", ",lowercase,True,
gemma-2b-it,mmlu.anatomy,", ",capitals,False,
gemma-2b-it,mmlu.astronomy,\s,numbers,True,
gemma-2b-it,mmlu.business_ethics,", ",lowercase,False,
gemma-2b-it,mmlu.clinical_knowledge,; ,capitals,True,
gemma-2b-it,mmlu.college_biology,\n,numbers,False,
gemma-2b-it,mmlu.college_chemistry,", ",lowercase,True,
gemma-2b-it,mmlu.college_computer_science,\n,capitals,False,
gemma-2b-it,mmlu.college_mathematics,; ,lowercase,False,
gemma-2b-it,mmlu.college_medicine,\s,lowercase,False,
gemma-2b-it,mmlu.college_physics, or ,numbers,True,
gemma-2b-it,mmlu.computer_security,\n,capitals,True,
gemma-2b-it,mmlu.conceptual_physics,", ",lowercase,False,
gemma-2b-it,mmlu.econometrics,", ",numbers,True,
gemma-2b-it,mmlu.electrical_engineering,; ,lowercase,True,
gemma-2b-it,mmlu.elementary_mathematics,\n,numbers,True,
gemma-2b-it,mmlu.formal_logic,\n,numbers,True,
gemma-2b-it,mmlu.global_facts, | ,numbers,False,
gemma-2b-it,mmlu.high_school_biology,\n,lowercase,True,
gemma-2b-it,mmlu.high_school_chemistry,", ",lowercase,False,
gemma-2b-it,mmlu.high_school_computer_science,; ,capitals,True,
gemma-2b-it,mmlu.high_school_european_history,\n,lowercase,True,
gemma-2b-it,mmlu.high_school_geography,", ",lowercase,True,
gemma-2b-it,mmlu.high_school_government_and_politics,; ,numbers,True,
gemma-2b-it,mmlu.high_school_macroeconomics,\n,lowercase,False,
gemma-2b-it,mmlu.high_school_mathematics,\n,lowercase,True,
gemma-2b-it,mmlu.high_school_microeconomics,; ,capitals,True,
gemma-2b-it,mmlu.high_school_physics,", ",numbers,False,
gemma-2b-it,mmlu.high_school_psychology,\n,lowercase,True,
gemma-2b-it,mmlu.high_school_statistics,\n,numbers,True,
gemma-2b-it,mmlu.high_school_us_history,\n,numbers,True,
gemma-2b-it,mmlu.high_school_world_history,\n,numbers,True,
gemma-2b-it,mmlu.human_aging,\n,numbers,False,
gemma-2b-it,mmlu.human_sexuality,; ,numbers,True,
gemma-2b-it,mmlu.international_law,\n,lowercase,False,
gemma-2b-it,mmlu.jurisprudence,; ,capitals,True,
gemma-2b-it,mmlu.logical_fallacies, | ,capitals,False,
gemma-2b-it,mmlu.machine_learning,\n,lowercase,False,
gemma-2b-it,mmlu.management,", ",numbers,True,
gemma-2b-it,mmlu.marketing,\n,capitals,True,
gemma-2b-it,mmlu.medical_genetics,\n,capitals,True,
gemma-2b-it,mmlu.miscellaneous,", ",numbers,False,
gemma-2b-it,mmlu.moral_disputes,; ,lowercase,False,
gemma-2b-it,mmlu.moral_scenarios,; ,numbers,True,
gemma-2b-it,mmlu.nutrition,\n,capitals,False,
gemma-2b-it,mmlu.philosophy,\n,numbers,False,
gemma-2b-it,mmlu.prehistory,; ,lowercase,True,
gemma-2b-it,mmlu.professional_accounting,\n,numbers,True,
gemma-2b-it,mmlu.professional_law,\s,lowercase,False,
gemma-2b-it,mmlu.professional_medicine, or ,capitals,True,
gemma-2b-it,mmlu.professional_psychology,\n,lowercase,False,
gemma-2b-it,mmlu.public_relations,\n,numbers,True,
gemma-2b-it,mmlu.security_studies, | ,capitals,False,
gemma-2b-it,mmlu.sociology,; ,lowercase,True,
gemma-2b-it,mmlu.us_foreign_policy,\n,lowercase,False,
gemma-2b-it,mmlu.virology, OR ,numbers,False,
gemma-2b-it,mmlu.world_religions,\n,numbers,False,
gemma-7b-it,ai2_arc.arc_easy,", ",lowercase,True,
gemma-7b-it,mmlu.abstract_algebra,", ",numbers,True,
gemma-7b-it,mmlu.anatomy,\n,lowercase,False,
gemma-7b-it,mmlu.astronomy, or ,numbers,True,
gemma-7b-it,mmlu.business_ethics, or ,lowercase,True,
gemma-7b-it,mmlu.clinical_knowledge,\n,lowercase,True,
gemma-7b-it,mmlu.college_biology, OR ,lowercase,True,
gemma-7b-it,mmlu.college_chemistry, OR ,lowercase,True,
gemma-7b-it,mmlu.college_computer_science, OR ,numbers,False,
gemma-7b-it,mmlu.college_mathematics, or ,numbers,True,
gemma-7b-it,mmlu.college_medicine,", ",lowercase,True,
gemma-7b-it,mmlu.college_physics, OR ,numbers,True,
gemma-7b-it,mmlu.computer_security,\n,lowercase,False,
gemma-7b-it,mmlu.conceptual_physics, | ,lowercase,False,
gemma-7b-it,mmlu.econometrics,\n,numbers,False,
gemma-7b-it,mmlu.electrical_engineering, OR ,lowercase,False,
gemma-7b-it,mmlu.elementary_mathematics,\n,numbers,False,
gemma-7b-it,mmlu.formal_logic,\n,lowercase,False,
gemma-7b-it,mmlu.global_facts, or ,roman,False,
gemma-7b-it,mmlu.high_school_biology,\n,lowercase,False,
gemma-7b-it,mmlu.high_school_chemistry,; ,lowercase,False,
gemma-7b-it,mmlu.high_school_computer_science,\n,lowercase,True,
gemma-7b-it,mmlu.high_school_european_history,\n,lowercase,False,
gemma-7b-it,mmlu.high_school_geography,\n,lowercase,False,
gemma-7b-it,mmlu.high_school_government_and_politics,\n,lowercase,True,
gemma-7b-it,mmlu.high_school_macroeconomics,\n,lowercase,True,
gemma-7b-it,mmlu.high_school_mathematics, OR ,numbers,False,
gemma-7b-it,mmlu.high_school_microeconomics,\n,lowercase,True,
gemma-7b-it,mmlu.high_school_physics, | ,lowercase,False,
gemma-7b-it,mmlu.high_school_psychology,\n,lowercase,True,
gemma-7b-it,mmlu.high_school_statistics,\n,lowercase,False,
gemma-7b-it,mmlu.high_school_us_history,\n,lowercase,False,
gemma-7b-it,mmlu.high_school_world_history, or ,lowercase,False,
gemma-7b-it,mmlu.human_aging,", ",lowercase,False,
gemma-7b-it,mmlu.human_sexuality, OR ,lowercase,True,
gemma-7b-it,mmlu.international_law,\n,lowercase,False,
gemma-7b-it,mmlu.jurisprudence,\n,numbers,True,
gemma-7b-it,mmlu.logical_fallacies, OR ,lowercase,False,
gemma-7b-it,mmlu.machine_learning,; ,lowercase,True,
gemma-7b-it,mmlu.management,\n,numbers,False,
gemma-7b-it,mmlu.marketing,\n,lowercase,False,
gemma-7b-it,mmlu.medical_genetics, or ,lowercase,False,
gemma-7b-it,mmlu.miscellaneous,\n,lowercase,False,
gemma-7b-it,mmlu.moral_disputes,\n,lowercase,False,
gemma-7b-it,mmlu.moral_scenarios,\n,lowercase,True,
gemma-7b-it,mmlu.nutrition, or ,lowercase,False,
gemma-7b-it,mmlu.philosophy,\n,lowercase,False,
gemma-7b-it,mmlu.prehistory, | ,lowercase,True,
gemma-7b-it,mmlu.professional_accounting,; ,lowercase,False,
gemma-7b-it,mmlu.professional_law,\n,numbers,True,
gemma-7b-it,mmlu.professional_medicine,\n,lowercase,False,
gemma-7b-it,mmlu.professional_psychology,\n,lowercase,True,
gemma-7b-it,mmlu.public_relations,", ",lowercase,False,
gemma-7b-it,mmlu.security_studies,\n,lowercase,True,
gemma-7b-it,mmlu.sociology,\n,lowercase,False,
gemma-7b-it,mmlu.us_foreign_policy, OR ,lowercase,False,
gemma-7b-it,mmlu.virology, OR ,lowercase,False,
gemma-7b-it,mmlu.world_religions,\n,lowercase,False,
gemma-7b-it,race_all, OR ,lowercase,False,
gemma-7b-it,sciq,\n,lowercase,False,
phi-2,ai2_arc.arc_easy,\n,capitals,False,
phi-2,mmlu.abstract_algebra,\n,roman,False,
phi-2,mmlu.anatomy,\n,roman,False,
phi-2,mmlu.astronomy,", ",lowercase,True,
phi-2,mmlu.business_ethics,\n,roman,False,
phi-2,mmlu.clinical_knowledge,", ",capitals,True,
phi-2,mmlu.college_biology, or ,numbers,True,
phi-2,mmlu.college_chemistry,", ",numbers,True,
phi-2,mmlu.college_computer_science,; ,capitals,False,
phi-2,mmlu.college_mathematics, or ,numbers,True,
phi-2,mmlu.college_medicine, or ,numbers,True,
phi-2,mmlu.college_physics, | ,numbers,True,
phi-2,mmlu.computer_security, or ,lowercase,True,
phi-2,mmlu.conceptual_physics,\n,roman,True,
phi-2,mmlu.econometrics, or ,capitals,False,
phi-2,mmlu.electrical_engineering, | ,lowercase,False,
phi-2,mmlu.elementary_mathematics, | ,numbers,True,
phi-2,mmlu.formal_logic, OR ,numbers,False,
phi-2,mmlu.global_facts,", ",roman,False,
phi-2,mmlu.high_school_biology, | ,capitals,False,
phi-2,mmlu.high_school_chemistry,", ",lowercase,False,
phi-2,mmlu.high_school_computer_science,\n,lowercase,True,
phi-2,mmlu.high_school_european_history,\n,numbers,True,
phi-2,mmlu.high_school_geography, or ,numbers,True,
phi-2,mmlu.high_school_government_and_politics, | ,numbers,True,
phi-2,mmlu.high_school_macroeconomics, or ,numbers,True,
phi-2,mmlu.high_school_mathematics, | ,lowercase,False,
phi-2,mmlu.high_school_microeconomics, OR ,capitals,True,
phi-2,mmlu.high_school_physics,", ",numbers,False,
phi-2,mmlu.high_school_psychology,\n,numbers,True,
phi-2,mmlu.high_school_statistics,\s,numbers,False,
phi-2,mmlu.high_school_us_history,\n,capitals,False,
phi-2,mmlu.high_school_world_history,\n,lowercase,False,
phi-2,mmlu.human_aging,\n,capitals,False,
phi-2,mmlu.human_sexuality,\n,numbers,False,
phi-2,mmlu.international_law,\n,capitals,False,
phi-2,mmlu.jurisprudence,\n,lowercase,True,
phi-2,mmlu.logical_fallacies,\s,capitals,True,
phi-2,mmlu.machine_learning, or ,capitals,False,
phi-2,mmlu.management, or ,numbers,True,
phi-2,mmlu.marketing,\n,lowercase,True,
phi-2,mmlu.medical_genetics,\n,lowercase,False,
phi-2,mmlu.miscellaneous,\n,lowercase,True,
phi-2,mmlu.moral_disputes,", ",roman,False,
phi-2,mmlu.moral_scenarios, | ,roman,False,
phi-2,mmlu.nutrition, or ,capitals,False,
phi-2,mmlu.philosophy, or ,numbers,True,
phi-2,mmlu.prehistory,; ,lowercase,True,
phi-2,mmlu.professional_accounting, OR ,capitals,True,
phi-2,mmlu.professional_law,\n,numbers,False,
phi-2,mmlu.professional_medicine,\n,lowercase,False,
phi-2,mmlu.professional_psychology,", ",capitals,True,
phi-2,mmlu.public_relations,", ",capitals,False,
phi-2,mmlu.security_studies, | ,capitals,False,
phi-2,mmlu.sociology, OR ,capitals,False,
phi-2,mmlu.us_foreign_policy,\n,capitals,False,
phi-2,mmlu.virology,\n,lowercase,False,
phi-2,mmlu.world_religions, OR ,roman,False,
phi-2,race_all,\n,lowercase,True,
phi-2,sciq, OR ,capitals,True,
