"statistic, pvalue, row is better than column",template_55,best set: template_27,template_3,template_15,template_9,template_43,template_25,template_45,template_19,template_53,template_23,template_37,template_31,template_28,template_51,template_34,template_7,template_5,template_13,template_17,template_14,template_32,template_50,template_36,template_41,template_11,template_38,template_16,template_24,template_21,template_26,template_12,template_47,template_54,template_2,template_10,template_18,template_39,template_4,template_40,template_8,template_20,template_29,template_1,template_22,template_0,template_46,template_48,template_44,template_42,template_33,template_6,template_35,template_49,template_30,template_52,group
template_32,"6.00, 0.24, False","4.00, 0.18, False","9.00, 0.40, False","6.00, 0.45, False","9.00, 0.52, False","9.00, 0.66, False","11.00, 0.69, False","10.00, 0.68, False","6.00, 0.61, False","9.00, 0.66, False","9.00, 0.82, False","10.00, 0.83, False","6.00, 0.79, False","5.00, 0.77, False","10.00, 0.83, False","3.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","9.00, 1.00, True",None,"7.00, 1.00, None","5.00, 1.00, None","9.00, 1.00, None","11.00, 1.00, None","5.00, 1.00, None","8.00, 1.00, None","5.00, 1.00, None","8.00, 1.00, None","7.00, 1.00, None","8.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True","6.00, 0.79, True","5.00, 0.77, True","8.00, 0.81, True","7.00, 0.80, True","8.00, 0.81, True","9.00, 0.82, True","7.00, 0.63, True","8.00, 0.65, True","4.00, 0.55, True","4.00, 0.55, True","8.00, 0.65, True","6.00, 0.61, True","9.00, 0.52, True","6.00, 0.33, True","5.00, 0.30, True","7.00, 0.36, True","5.00, 0.30, True","5.00, 0.14, True",A
template_50,"8.00, 0.29, False","5.00, 0.21, False","7.00, 0.36, False","8.00, 0.50, False","8.00, 0.50, False","8.00, 0.65, False","10.00, 0.68, False","9.00, 0.66, False","8.00, 0.65, False","9.00, 0.66, False","9.00, 0.82, False","7.00, 0.80, False","7.00, 0.80, False","7.00, 0.80, False","8.00, 0.81, False","4.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, True","7.00, 1.00, True",None,"5.00, 1.00, None","11.00, 1.00, None","11.00, 1.00, None","5.00, 1.00, None","6.00, 1.00, None","5.00, 1.00, None","9.00, 1.00, None","7.00, 1.00, None","7.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True","5.00, 1.00, True","8.00, 1.00, True","6.00, 0.79, True","7.00, 0.80, True","6.00, 0.79, True","6.00, 0.79, True","9.00, 0.82, True","10.00, 0.83, True","3.00, 0.51, True","8.00, 0.65, True","4.00, 0.55, True","3.00, 0.51, True","4.00, 0.55, True","5.00, 0.58, True","10.00, 0.54, True","4.00, 0.27, True","7.00, 0.36, True","6.00, 0.33, True","5.00, 0.30, True","3.00, 0.09, True",A
template_36,"8.00, 0.29, False","6.00, 0.24, False","9.00, 0.40, False","8.00, 0.50, False","11.00, 0.56, False","10.00, 0.68, False","12.00, 0.70, False","10.00, 0.68, False","8.00, 0.65, False","10.00, 0.68, False","10.00, 0.83, False","9.00, 0.82, False","7.00, 0.80, False","8.00, 0.81, False","9.00, 0.82, False","6.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False","12.00, 1.00, False","11.00, 1.00, False","9.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True",None,"12.00, 1.00, None","13.00, 1.00, None","7.00, 1.00, None","9.00, 1.00, None","5.00, 1.00, None","10.00, 1.00, None","9.00, 1.00, None","10.00, 1.00, True","11.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True","11.00, 1.00, True","9.00, 0.82, True","7.00, 0.80, True","9.00, 0.82, True","8.00, 0.81, True","11.00, 0.84, True","11.00, 0.84, True","6.00, 0.61, True","9.00, 0.66, True","7.00, 0.63, True","6.00, 0.61, True","8.00, 0.65, True","6.00, 0.61, True","13.00, 0.58, True","6.00, 0.33, True","9.00, 0.40, True","9.00, 0.40, True","6.00, 0.33, True","5.00, 0.14, True",A
template_41,"3.00, 0.15, False","2.00, 0.11, False","7.00, 0.36, False","4.00, 0.39, False","5.00, 0.42, False","7.00, 0.63, False","6.00, 0.61, False","9.00, 0.66, False","6.00, 0.61, False","5.00, 0.58, False","6.00, 0.79, False","6.00, 0.79, False","5.00, 0.77, False","9.00, 0.82, False","9.00, 0.82, False","9.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","7.00, 1.00, False","10.00, 1.00, True","9.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True",None,"7.00, 1.00, None","11.00, 1.00, None","10.00, 1.00, None","10.00, 1.00, None","9.00, 1.00, None","8.00, 1.00, None","11.00, 1.00, True","7.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","3.00, 1.00, True","10.00, 0.83, True","9.00, 0.82, True","9.00, 0.82, True","8.00, 0.81, True","2.00, 0.69, True","8.00, 0.81, True","9.00, 0.66, True","8.00, 0.65, True","8.00, 0.65, True","8.00, 0.65, True","10.00, 0.68, True","10.00, 0.68, True","4.00, 0.39, True","7.00, 0.36, True","4.00, 0.27, True","6.00, 0.33, True","8.00, 0.38, True","9.00, 0.23, True",A
template_11,"2.00, 0.11, False","3.00, 0.15, False","2.00, 0.18, False","6.00, 0.45, False","2.00, 0.29, False","6.00, 0.61, False","3.00, 0.51, False","4.00, 0.55, False","5.00, 0.58, False","3.00, 0.51, False","5.00, 0.77, False","6.00, 0.79, False","6.00, 0.79, False","10.00, 0.83, False","6.00, 0.79, False","11.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, False","2.00, 1.00, False","4.00, 1.00, False","10.00, 1.00, True","11.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True","7.00, 1.00, True",None,"13.00, 1.00, None","7.00, 1.00, None","9.00, 1.00, None","6.00, 1.00, None","7.00, 1.00, None","8.00, 1.00, True","5.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","5.00, 1.00, True","8.00, 1.00, True","5.00, 1.00, True","7.00, 0.80, True","10.00, 0.83, True","7.00, 0.80, True","5.00, 0.77, True","6.00, 0.79, True","4.00, 0.75, True","8.00, 0.65, True","6.00, 0.61, True","7.00, 0.63, True","6.00, 0.61, True","10.00, 0.68, True","10.00, 0.68, True","6.00, 0.45, True","5.00, 0.30, True","5.00, 0.30, True","3.00, 0.23, True","8.00, 0.38, True","7.00, 0.19, True",A
template_38,"8.00, 0.29, False","6.00, 0.24, False","9.00, 0.40, False","8.00, 0.50, False","10.00, 0.54, False","11.00, 0.69, False","10.00, 0.68, False","11.00, 0.69, False","9.00, 0.66, False","11.00, 0.69, False","10.00, 0.83, False","9.00, 0.82, False","8.00, 0.81, False","6.00, 0.79, False","10.00, 0.83, False","3.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False","12.00, 1.00, False","10.00, 1.00, False","7.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True","7.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True",None,"10.00, 1.00, None","7.00, 1.00, None","10.00, 1.00, None","8.00, 1.00, None","8.00, 1.00, True","11.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","9.00, 1.00, True","6.00, 0.79, True","6.00, 0.79, True","9.00, 0.82, True","8.00, 0.81, True","9.00, 0.82, True","11.00, 0.84, True","7.00, 0.63, True","8.00, 0.65, True","5.00, 0.58, True","5.00, 0.58, True","7.00, 0.63, True","5.00, 0.58, True","8.00, 0.50, True","7.00, 0.36, True","7.00, 0.36, True","9.00, 0.40, True","8.00, 0.38, True","4.00, 0.12, True",A
template_16,"6.00, 0.24, False","4.00, 0.18, False","4.00, 0.27, False","7.00, 0.48, False","5.00, 0.42, False","6.00, 0.61, False","9.00, 0.66, False","6.00, 0.61, False","5.00, 0.58, False","7.00, 0.63, False","7.00, 0.80, False","7.00, 0.80, False","6.00, 0.79, False","7.00, 0.80, False","8.00, 0.81, False","7.00, 1.00, False","4.00, 1.00, False","6.00, 1.00, False","7.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True","10.00, 1.00, True",None,"5.00, 1.00, None","6.00, 1.00, None","6.00, 1.00, None","6.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","4.00, 1.00, True","7.00, 1.00, True","3.00, 0.73, True","8.00, 0.81, True","2.00, 0.69, True","2.00, 0.69, True","8.00, 0.81, True","5.00, 0.77, True","1.00, 0.38, True","5.00, 0.58, True","4.00, 0.55, True","3.00, 0.51, True","5.00, 0.58, True","7.00, 0.63, True","8.00, 0.50, True","2.00, 0.18, True","6.00, 0.33, True","2.00, 0.18, True","4.00, 0.27, True","5.00, 0.14, True",A
template_24,"6.00, 0.24, False","3.00, 0.15, False","7.00, 0.36, False","7.00, 0.48, False","8.00, 0.50, False","8.00, 0.65, False","8.00, 0.65, False","8.00, 0.65, False","6.00, 0.61, False","8.00, 0.65, False","8.00, 0.81, False","6.00, 0.79, False","6.00, 0.79, False","5.00, 0.77, False","8.00, 0.81, False","5.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","5.00, 1.00, True",None,"8.00, 1.00, None","5.00, 1.00, None","7.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","7.00, 1.00, True","7.00, 0.80, True","5.00, 0.77, True","5.00, 0.77, True","5.00, 0.77, True","8.00, 0.81, True","9.00, 0.82, True","3.00, 0.51, True","7.00, 0.63, True","5.00, 0.58, True","4.00, 0.55, True","8.00, 0.65, True","6.00, 0.61, True","9.00, 0.52, True","6.00, 0.33, True","5.00, 0.30, True","6.00, 0.33, True","4.00, 0.27, True","3.00, 0.09, True",A
template_21,"4.00, 0.18, False","5.00, 0.21, False","3.00, 0.23, False","5.00, 0.42, False","2.00, 0.29, False","5.00, 0.58, False","5.00, 0.58, False","5.00, 0.58, False","0.00, 0.25, False","5.00, 0.58, False","3.00, 0.73, False","6.00, 0.79, False","4.00, 0.75, False","9.00, 0.82, False","6.00, 0.79, False","8.00, 1.00, False","3.00, 1.00, False","5.00, 1.00, False","6.00, 1.00, False","3.00, 1.00, False","7.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","6.00, 1.00, True","10.00, 1.00, True","6.00, 1.00, True","8.00, 1.00, True",None,"9.00, 1.00, None","8.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","6.00, 0.79, True","9.00, 0.82, True","7.00, 0.80, True","4.00, 0.75, True","7.00, 0.80, True","4.00, 0.75, True","7.00, 0.63, True","8.00, 0.65, True","7.00, 0.63, True","6.00, 0.61, True","9.00, 0.66, True","7.00, 0.63, True","5.00, 0.42, True","4.00, 0.27, True","3.00, 0.23, True","2.00, 0.18, True","7.00, 0.36, True","6.00, 0.17, True",A
template_26,"5.00, 0.21, False","3.00, 0.15, False","6.00, 0.33, False","6.00, 0.45, False","7.00, 0.48, False","7.00, 0.63, False","8.00, 0.65, False","8.00, 0.65, False","7.00, 0.63, False","6.00, 0.61, False","10.00, 0.83, False","7.00, 0.80, False","7.00, 0.80, False","5.00, 0.77, False","8.00, 0.81, False","6.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","4.00, 1.00, False","8.00, 1.00, False","8.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True",None,"4.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","4.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","5.00, 0.77, True","4.00, 0.75, True","4.00, 0.75, True","5.00, 0.77, True","6.00, 0.79, True","8.00, 0.81, True","5.00, 0.58, True","3.00, 0.51, True","4.00, 0.55, True","3.00, 0.51, True","6.00, 0.61, True","7.00, 0.63, True","8.00, 0.50, True","5.00, 0.30, True","4.00, 0.27, True","5.00, 0.30, True","5.00, 0.30, True","5.00, 0.14, True",A
template_12,"6.00, 0.17, False","6.00, 0.17, False","6.00, 0.24, False","8.00, 0.38, False","7.00, 0.36, False","8.00, 0.50, False","9.00, 0.52, False","8.00, 0.50, False","7.00, 0.48, False","8.00, 0.50, False","9.00, 0.66, False","10.00, 0.68, False","8.00, 0.65, False","6.00, 0.61, False","9.00, 0.66, False","6.00, 0.79, False","6.00, 0.79, False","8.00, 0.81, False","6.00, 0.79, False","7.00, 0.80, False","8.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False","8.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","4.00, 1.00, False",None,"9.00, 1.00, None","7.00, 1.00, None","7.00, 1.00, None","6.00, 1.00, None","5.00, 1.00, None","10.00, 1.00, None","4.00, 1.00, True","8.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","7.00, 0.80, True","7.00, 0.80, True","4.00, 0.75, True","3.00, 0.73, True","7.00, 0.80, True","7.00, 0.80, True","10.00, 0.68, True","5.00, 0.42, True","8.00, 0.50, True","7.00, 0.48, True","7.00, 0.48, True","6.00, 0.24, True",A
template_47,"3.00, 0.09, False","4.00, 0.12, False","4.00, 0.18, False","6.00, 0.33, False","2.00, 0.18, False","1.00, 0.22, False","7.00, 0.48, False","5.00, 0.42, False","4.00, 0.39, False","2.00, 0.29, False","5.00, 0.58, False","4.00, 0.55, False","6.00, 0.61, False","8.00, 0.65, False","3.00, 0.51, False","8.00, 0.81, False","5.00, 0.77, False","5.00, 0.77, False","5.00, 0.77, False","5.00, 0.77, False","7.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","11.00, 1.00, False","7.00, 1.00, False","5.00, 1.00, False","11.00, 1.00, False","5.00, 1.00, False","8.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, True",None,"9.00, 1.00, None","7.00, 1.00, None","10.00, 1.00, None","6.00, 1.00, None","5.00, 1.00, None","6.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","5.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True","6.00, 0.79, True","7.00, 0.80, True","6.00, 0.79, True","5.00, 0.77, True","7.00, 0.80, True","9.00, 0.82, True","4.00, 0.55, True","4.00, 0.39, True","4.00, 0.39, True","0.00, 0.12, True","7.00, 0.48, True","7.00, 0.26, True",A
template_54,"7.00, 0.19, False","6.00, 0.17, False","7.00, 0.26, False","9.00, 0.40, False","10.00, 0.42, False","8.00, 0.50, False","11.00, 0.56, False","9.00, 0.52, False","8.00, 0.50, False","8.00, 0.50, False","11.00, 0.69, False","9.00, 0.66, False","8.00, 0.65, False","5.00, 0.58, False","10.00, 0.68, False","6.00, 0.79, False","9.00, 0.82, False","11.00, 0.84, False","9.00, 0.82, False","9.00, 0.82, False","8.00, 1.00, False","7.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, False","9.00, 1.00, False","6.00, 1.00, False","7.00, 1.00, True","9.00, 1.00, True",None,"6.00, 1.00, None","6.00, 1.00, None","5.00, 1.00, None","10.00, 1.00, None","5.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","11.00, 1.00, True","5.00, 0.77, True","7.00, 0.80, True","3.00, 0.73, True","3.00, 0.73, True","4.00, 0.75, True","6.00, 0.79, True","8.00, 0.65, True","4.00, 0.39, True","7.00, 0.48, True","7.00, 0.48, True","3.00, 0.34, True","1.00, 0.07, True",A
template_2,"6.00, 0.17, False","5.00, 0.14, False","4.00, 0.18, False","8.00, 0.38, False","5.00, 0.30, False","7.00, 0.48, False","10.00, 0.54, False","4.00, 0.39, False","6.00, 0.45, False","6.00, 0.45, False","8.00, 0.65, False","6.00, 0.61, False","6.00, 0.61, False","7.00, 0.63, False","7.00, 0.63, False","7.00, 0.80, False","5.00, 0.77, False","6.00, 0.79, False","7.00, 0.80, False","6.00, 0.79, False","9.00, 1.00, False","7.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","4.00, 1.00, False","6.00, 1.00, False","7.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True",None,"6.00, 1.00, None","6.00, 1.00, None","9.00, 1.00, None","5.00, 1.00, True","6.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","4.00, 0.75, True","4.00, 0.75, True","4.00, 0.75, True","4.00, 0.75, True","4.00, 0.75, True","8.00, 0.81, True","9.00, 0.66, True","3.00, 0.34, True","8.00, 0.50, True","4.00, 0.39, True","5.00, 0.42, True","4.00, 0.18, True",A
template_10,"6.00, 0.17, False","4.00, 0.12, False","4.00, 0.18, False","7.00, 0.36, False","6.00, 0.33, False","10.00, 0.54, False","7.00, 0.48, False","7.00, 0.48, False","7.00, 0.48, False","7.00, 0.48, False","9.00, 0.66, False","9.00, 0.66, False","7.00, 0.63, False","5.00, 0.58, False","10.00, 0.68, False","6.00, 0.79, False","6.00, 0.79, False","8.00, 0.81, False","5.00, 0.77, False","6.00, 0.79, False","10.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False","10.00, 1.00, False","5.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, False","8.00, 1.00, False","4.00, 1.00, False","6.00, 1.00, True","10.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True",None,"6.00, 1.00, None","9.00, 1.00, None","5.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","7.00, 0.80, True","5.00, 0.77, True","5.00, 0.77, True","4.00, 0.75, True","8.00, 0.81, True","8.00, 0.81, True","9.00, 0.66, True","5.00, 0.42, True","6.00, 0.45, True","6.00, 0.45, True","6.00, 0.45, True","4.00, 0.18, True",A
template_18,"6.00, 0.17, False","3.00, 0.09, False","5.00, 0.21, False","6.00, 0.33, False","7.00, 0.36, False","5.00, 0.42, False","9.00, 0.52, False","8.00, 0.50, False","4.00, 0.39, False","6.00, 0.45, False","7.00, 0.63, False","6.00, 0.61, False","5.00, 0.58, False","3.00, 0.51, False","8.00, 0.65, False","3.00, 0.73, False","6.00, 0.79, False","8.00, 0.81, False","7.00, 0.80, False","5.00, 0.77, False","5.00, 1.00, False","5.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, False","5.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True",None,"6.00, 1.00, None","2.00, 1.00, True","5.00, 1.00, True","4.00, 1.00, True","3.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True","5.00, 0.77, True","6.00, 0.79, True","3.00, 0.73, True","2.00, 0.69, True","5.00, 0.77, True","5.00, 0.77, True","7.00, 0.63, True","2.00, 0.29, True","4.00, 0.39, True","4.00, 0.39, True","3.00, 0.34, True","3.00, 0.15, True",A
template_39,"3.00, 0.09, False","1.00, 0.04, False","4.00, 0.18, False","3.00, 0.23, False","3.00, 0.23, False","4.00, 0.39, False","4.00, 0.39, False","8.00, 0.50, False","4.00, 0.39, False","4.00, 0.39, False","3.00, 0.51, False","2.00, 0.45, False","5.00, 0.58, False","7.00, 0.63, False","6.00, 0.61, False","8.00, 0.81, False","8.00, 0.81, False","8.00, 0.81, False","4.00, 0.75, False","4.00, 0.75, False","6.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","11.00, 1.00, False","3.00, 1.00, False","5.00, 1.00, False","9.00, 1.00, False","7.00, 1.00, False","7.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, False","10.00, 1.00, True","5.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","6.00, 1.00, True",None,"8.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","3.00, 1.00, True","6.00, 1.00, True","7.00, 0.80, True","7.00, 0.80, True","8.00, 0.81, True","7.00, 0.80, True","9.00, 0.82, True","10.00, 0.83, True","4.00, 0.55, True","6.00, 0.45, True","3.00, 0.34, True","4.00, 0.39, True","8.00, 0.50, True","7.00, 0.26, True",B
template_4,"6.00, 0.12, False","5.00, 0.10, False","4.00, 0.12, False","8.00, 0.29, False","6.00, 0.24, False","6.00, 0.33, False","10.00, 0.42, False","7.00, 0.36, False","6.00, 0.33, False","6.00, 0.33, False","8.00, 0.50, False","8.00, 0.50, False","7.00, 0.48, False","4.00, 0.39, False","8.00, 0.50, False","4.00, 0.55, False","5.00, 0.58, False","7.00, 0.63, False","7.00, 0.63, False","5.00, 0.58, False","5.00, 0.77, False","6.00, 0.79, False","6.00, 0.79, False","9.00, 0.82, False","10.00, 0.83, False","7.00, 0.80, False","6.00, 0.79, False","3.00, 0.73, False","7.00, 0.80, False","6.00, 0.79, False","5.00, 0.77, False","4.00, 1.00, False","6.00, 1.00, False","5.00, 1.00, False","5.00, 1.00, False","5.00, 1.00, False","2.00, 1.00, False","8.00, 1.00, False",None,"8.00, 1.00, None","4.00, 1.00, None","4.00, 1.00, None","9.00, 1.00, None","8.00, 1.00, None","6.00, 1.00, True","5.00, 1.00, True","2.00, 1.00, True","2.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","8.00, 0.81, True","2.00, 0.45, True","7.00, 0.63, True","4.00, 0.55, True","5.00, 0.58, True","4.00, 0.27, True",A
template_40,"7.00, 0.13, False","4.00, 0.08, False","9.00, 0.23, False","7.00, 0.26, False","9.00, 0.31, False","7.00, 0.36, False","10.00, 0.42, False","9.00, 0.40, False","8.00, 0.38, False","8.00, 0.38, False","11.00, 0.56, False","8.00, 0.50, False","7.00, 0.48, False","4.00, 0.39, False","9.00, 0.52, False","4.00, 0.55, False","9.00, 0.66, False","10.00, 0.68, False","8.00, 0.65, False","10.00, 0.68, False","7.00, 0.80, False","5.00, 0.77, False","7.00, 0.80, False","7.00, 0.80, False","9.00, 0.82, False","10.00, 0.83, False","6.00, 0.79, False","8.00, 0.81, False","5.00, 0.77, False","9.00, 0.82, False","4.00, 0.75, False","8.00, 1.00, False","9.00, 1.00, False","5.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, False","5.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, True",None,"8.00, 1.00, None","9.00, 1.00, None","9.00, 1.00, None","11.00, 1.00, None","8.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","8.00, 1.00, True","5.00, 1.00, True","9.00, 0.82, True","6.00, 0.61, True","6.00, 0.61, True","8.00, 0.65, True","6.00, 0.61, True","4.00, 0.27, True",A
template_8,"7.00, 0.13, False","5.00, 0.10, False","4.00, 0.12, False","8.00, 0.29, False","6.00, 0.24, False","7.00, 0.36, False","10.00, 0.42, False","6.00, 0.33, False","6.00, 0.33, False","7.00, 0.36, False","8.00, 0.50, False","8.00, 0.50, False","6.00, 0.45, False","6.00, 0.45, False","9.00, 0.52, False","6.00, 0.61, False","5.00, 0.58, False","7.00, 0.63, False","7.00, 0.63, False","5.00, 0.58, False","7.00, 0.80, False","8.00, 0.81, False","6.00, 0.79, False","9.00, 0.82, False","9.00, 0.82, False","7.00, 0.80, False","9.00, 0.82, False","2.00, 0.69, False","5.00, 0.77, False","7.00, 0.80, False","4.00, 0.75, False","4.00, 1.00, False","7.00, 1.00, False","6.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, False","4.00, 1.00, False","8.00, 1.00, False","4.00, 1.00, True","8.00, 1.00, True",None,"4.00, 1.00, None","9.00, 1.00, None","8.00, 1.00, None","3.00, 1.00, True","4.00, 1.00, True","4.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","7.00, 1.00, True","9.00, 0.82, True","3.00, 0.51, True","8.00, 0.65, True","5.00, 0.58, True","5.00, 0.58, True","5.00, 0.30, True",A
template_20,"5.00, 0.10, False","3.00, 0.06, False","2.00, 0.07, False","6.00, 0.24, False","4.00, 0.18, False","5.00, 0.30, False","7.00, 0.36, False","5.00, 0.30, False","3.00, 0.23, False","5.00, 0.30, False","5.00, 0.42, False","6.00, 0.45, False","5.00, 0.42, False","4.00, 0.39, False","7.00, 0.48, False","5.00, 0.58, False","3.00, 0.51, False","5.00, 0.58, False","5.00, 0.58, False","2.00, 0.45, False","5.00, 0.77, False","7.00, 0.80, False","6.00, 0.79, False","8.00, 0.81, False","8.00, 0.81, False","5.00, 0.77, False","8.00, 0.81, False","2.00, 0.69, False","5.00, 0.77, False","4.00, 0.75, False","5.00, 0.77, False","5.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, False","5.00, 1.00, False","6.00, 1.00, False","3.00, 1.00, False","6.00, 1.00, False","4.00, 1.00, True","9.00, 1.00, True","4.00, 1.00, True",None,"8.00, 1.00, None","7.00, 1.00, None","4.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","8.00, 1.00, True","7.00, 0.80, True","2.00, 0.45, True","6.00, 0.61, True","4.00, 0.55, True","6.00, 0.61, True","4.00, 0.27, True",A
template_29,"2.00, 0.04, False","1.00, 0.02, False","5.00, 0.14, False","3.00, 0.15, False","4.00, 0.18, False","6.00, 0.33, False","6.00, 0.33, False","7.00, 0.36, False","4.00, 0.27, False","5.00, 0.30, False","5.00, 0.42, False","5.00, 0.42, False","4.00, 0.39, False","7.00, 0.48, False","8.00, 0.50, False","7.00, 0.63, False","8.00, 0.65, False","8.00, 0.65, False","5.00, 0.58, False","5.00, 0.58, False","7.00, 0.80, False","8.00, 0.81, False","9.00, 0.82, False","11.00, 0.84, False","2.00, 0.69, False","6.00, 0.79, False","9.00, 0.82, False","8.00, 0.81, False","8.00, 0.81, False","7.00, 0.80, False","6.00, 0.79, False","9.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, False","9.00, 1.00, False","9.00, 1.00, False","7.00, 1.00, False","3.00, 1.00, False","9.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True",None,"8.00, 1.00, None","9.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","5.00, 0.77, True","7.00, 0.63, True","4.00, 0.55, True","6.00, 0.61, True","8.00, 0.65, True","8.00, 0.38, True",B
