"statistic, pvalue, row is better than column",best set: template_16,template_30,template_2,template_4,template_6,template_12,template_10,template_24,template_3,template_38,template_44,template_50,template_8,template_46,template_17,template_5,template_47,template_13,template_7,template_26,template_31,template_49,template_9,template_48,template_11,template_39,template_55,template_25,template_41,template_36,template_32,template_45,template_1,template_0,template_22,template_27,template_33,template_18,template_19,template_37,template_42,template_40,template_43,template_35,template_21,template_34,template_29,template_23,template_28,template_14,template_20,template_15,group,accuracy
template_48,"39.00, 0.00, False","35.00, 0.01, False","43.00, 0.01, False","36.00, 0.01, False","33.00, 0.02, False","49.00, 0.07, False","50.00, 0.10, False","46.00, 0.10, False","70.00, 0.20, False","45.00, 0.17, False","40.00, 0.18, False","36.00, 0.23, False","45.00, 0.32, False","28.00, 0.22, False","67.00, 0.41, False","72.00, 0.57, False","69.00, 0.62, False","74.00, 0.69, False","74.00, 0.69, False","56.00, 1.00, False","79.00, 1.00, False","75.00, 1.00, False","81.00, 1.00, True",None,"78.00, 1.00, True","80.00, 0.94, True","69.00, 0.93, True","75.00, 0.58, True","80.00, 0.49, True","61.00, 0.20, True","55.00, 0.16, True","71.00, 0.20, True","73.00, 0.18, True","61.00, 0.11, True","48.00, 0.08, True","67.00, 0.13, True","86.00, 0.13, True","52.00, 0.05, True","68.00, 0.07, True","81.00, 0.07, True","48.00, 0.02, True","52.00, 0.02, True","68.00, 0.02, True","85.00, 0.03, True","68.00, 0.01, True","50.00, 0.00, True","76.00, 0.01, True","68.00, 0.01, True","47.00, 0.00, True","54.00, 0.00, True","42.00, 0.00, True","60.00, 0.00, True",B,0.732
template_11,"46.00, 0.00, False","51.00, 0.01, False","49.00, 0.01, False","55.00, 0.03, False","57.00, 0.06, False","53.00, 0.06, False","47.00, 0.07, False","55.00, 0.11, False","32.00, 0.06, False","62.00, 0.20, False","59.00, 0.22, False","68.00, 0.33, False","58.00, 0.33, False","68.00, 0.37, False","39.00, 0.25, False","30.00, 0.34, False","60.00, 0.54, False","25.00, 0.43, False","37.00, 0.51, False","73.00, 0.93, False","49.00, 0.92, False","62.00, 0.93, False","32.00, 1.00, False","78.00, 1.00, False",None,"49.00, 1.00, True","54.00, 1.00, True","23.00, 0.41, True","53.00, 0.46, True","73.00, 0.27, True","74.00, 0.24, True","47.00, 0.15, True","39.00, 0.10, True","69.00, 0.15, True","76.00, 0.17, True","37.00, 0.06, True","69.00, 0.11, True","76.00, 0.11, True","48.00, 0.04, True","55.00, 0.04, True","77.00, 0.07, True","69.00, 0.05, True","54.00, 0.02, True","63.00, 0.02, True","56.00, 0.01, True","76.00, 0.02, True","57.00, 0.01, True","35.00, 0.00, True","68.00, 0.00, True","71.00, 0.00, True","78.00, 0.00, True","42.00, 0.00, True",B,0.731
template_39,"52.00, 0.00, False","56.00, 0.01, False","58.00, 0.02, False","64.00, 0.04, False","63.00, 0.06, False","63.00, 0.07, False","61.00, 0.09, False","59.00, 0.11, False","45.00, 0.08, False","58.00, 0.17, False","63.00, 0.21, False","71.00, 0.30, False","64.00, 0.31, False","66.00, 0.32, False","48.00, 0.25, False","45.00, 0.37, False","57.00, 0.47, False","43.00, 0.47, False","47.00, 0.49, False","78.00, 0.87, False","51.00, 0.85, False","58.00, 0.85, False","52.00, 0.92, False","80.00, 0.94, False","49.00, 1.00, False",None,"53.00, 1.00, None","46.00, 0.61, True","41.00, 0.46, True","71.00, 0.30, True","71.00, 0.26, True","51.00, 0.20, True","59.00, 0.19, True","81.00, 0.20, True","74.00, 0.19, True","48.00, 0.11, True","48.00, 0.08, True","77.00, 0.13, True","47.00, 0.05, True","39.00, 0.02, True","77.00, 0.08, True","65.00, 0.05, True","58.00, 0.02, True","49.00, 0.01, True","48.00, 0.01, True","70.00, 0.01, True","39.00, 0.00, True","43.00, 0.00, True","61.00, 0.00, True","73.00, 0.00, True","77.00, 0.00, True","52.00, 0.00, True",B,0.729
template_55,"48.00, 0.00, False","57.00, 0.02, False","57.00, 0.02, False","55.00, 0.03, False","60.00, 0.05, False","63.00, 0.07, False","58.00, 0.09, False","54.00, 0.09, False","52.00, 0.10, False","67.00, 0.19, False","62.00, 0.20, False","61.00, 0.26, False","59.00, 0.29, False","59.00, 0.29, False","51.00, 0.26, False","43.00, 0.36, False","42.00, 0.41, False","42.00, 0.47, False","51.00, 0.50, False","73.00, 0.87, False","59.00, 0.86, False","43.00, 0.83, False","53.00, 0.92, False","69.00, 0.93, False","54.00, 1.00, False","53.00, 1.00, True",None,"46.00, 0.61, True","57.00, 0.53, True","75.00, 0.31, True","77.00, 0.28, True","47.00, 0.18, True","58.00, 0.19, True","80.00, 0.20, True","69.00, 0.17, True","44.00, 0.10, True","65.00, 0.12, True","75.00, 0.13, True","54.00, 0.07, True","60.00, 0.05, True","68.00, 0.07, True","74.00, 0.07, True","44.00, 0.01, True","69.00, 0.02, True","56.00, 0.01, True","75.00, 0.02, True","61.00, 0.01, True","43.00, 0.00, True","74.00, 0.01, True","73.00, 0.00, True","72.00, 0.00, True","49.00, 0.00, True",B,0.729
template_25,"45.00, 0.00, False","52.00, 0.00, False","53.00, 0.00, False","56.00, 0.01, False","56.00, 0.01, False","51.00, 0.01, False","49.00, 0.02, False","46.00, 0.02, False","36.00, 0.01, False","63.00, 0.07, False","60.00, 0.08, False","64.00, 0.12, False","55.00, 0.11, False","60.00, 0.13, False","37.00, 0.06, False","35.00, 0.11, False","57.00, 0.22, False","27.00, 0.11, False","38.00, 0.17, False","64.00, 0.49, False","47.00, 0.43, False","57.00, 0.47, False","35.00, 0.43, False","75.00, 0.58, False","23.00, 0.41, False","46.00, 0.61, False","46.00, 0.61, False",None,"58.00, 0.93, True","78.00, 0.58, True","79.00, 0.54, True","50.00, 0.44, True","48.00, 0.38, True","78.00, 0.40, True","72.00, 0.38, True","30.00, 0.19, True","69.00, 0.29, True","75.00, 0.28, True","44.00, 0.14, True","54.00, 0.13, True","79.00, 0.20, True","70.00, 0.15, True","54.00, 0.07, True","71.00, 0.07, True","55.00, 0.03, True","80.00, 0.06, True","60.00, 0.03, True","29.00, 0.00, True","70.00, 0.01, True","74.00, 0.01, True","75.00, 0.01, True","42.00, 0.00, True",C,0.722
template_41,"54.00, 0.00, False","57.00, 0.00, False","58.00, 0.00, False","57.00, 0.01, False","63.00, 0.01, False","65.00, 0.02, False","62.00, 0.02, False","58.00, 0.02, False","49.00, 0.02, False","58.00, 0.04, False","63.00, 0.06, False","69.00, 0.10, False","66.00, 0.11, False","65.00, 0.10, False","52.00, 0.07, False","48.00, 0.11, False","64.00, 0.18, False","48.00, 0.16, False","50.00, 0.16, False","77.00, 0.44, False","58.00, 0.37, False","59.00, 0.38, False","62.00, 0.44, False","80.00, 0.49, False","53.00, 0.46, False","41.00, 0.46, False","57.00, 0.53, False","58.00, 0.93, False",None,"85.00, 0.71, True","78.00, 0.64, True","65.00, 0.61, True","72.00, 0.57, True","87.00, 0.51, True","80.00, 0.49, True","53.00, 0.40, True","55.00, 0.32, True","79.00, 0.36, True","61.00, 0.26, True","57.00, 0.19, True","85.00, 0.27, True","65.00, 0.19, True","72.00, 0.14, True","50.00, 0.06, True","62.00, 0.06, True","77.00, 0.07, True","49.00, 0.02, True","54.00, 0.02, True","74.00, 0.02, True","80.00, 0.03, True","81.00, 0.02, True","57.00, 0.00, True",C,0.719
template_36,"35.00, 0.00, False","33.00, 0.00, False","38.00, 0.00, False","35.00, 0.00, False","37.00, 0.00, False","39.00, 0.00, False","39.00, 0.00, False","49.00, 0.00, False","70.00, 0.01, False","30.00, 0.00, False","48.00, 0.01, False","48.00, 0.01, False","42.00, 0.01, False","49.00, 0.02, False","66.00, 0.04, False","67.00, 0.07, False","74.00, 0.09, False","68.00, 0.09, False","68.00, 0.09, False","57.00, 0.16, False","72.00, 0.21, False","81.00, 0.23, False","70.00, 0.23, False","61.00, 0.20, False","73.00, 0.27, False","71.00, 0.30, False","75.00, 0.31, False","78.00, 0.58, False","85.00, 0.71, False",None,"49.00, 1.00, True","88.00, 1.00, True","89.00, 0.94, True","74.00, 0.81, True","66.00, 0.80, True","83.00, 0.82, True","83.00, 0.70, True","66.00, 0.61, True","79.00, 0.59, True","74.00, 0.47, True","79.00, 0.49, True","58.00, 0.37, True","82.00, 0.33, True","70.00, 0.23, True","83.00, 0.21, True","47.00, 0.09, True","72.00, 0.14, True","77.00, 0.13, True","51.00, 0.03, True","66.00, 0.05, True","61.00, 0.03, True","75.00, 0.02, True",C,0.711
template_32,"39.00, 0.00, False","34.00, 0.00, False","45.00, 0.00, False","34.00, 0.00, False","36.00, 0.00, False","46.00, 0.00, False","45.00, 0.00, False","51.00, 0.00, False","71.00, 0.01, False","31.00, 0.00, False","48.00, 0.01, False","50.00, 0.01, False","48.00, 0.01, False","45.00, 0.01, False","68.00, 0.03, False","63.00, 0.05, False","73.00, 0.08, False","66.00, 0.08, False","64.00, 0.07, False","59.00, 0.14, False","72.00, 0.18, False","78.00, 0.20, False","74.00, 0.21, False","55.00, 0.16, False","74.00, 0.24, False","71.00, 0.26, False","77.00, 0.28, False","79.00, 0.54, False","78.00, 0.64, False","49.00, 1.00, False",None,"88.00, 1.00, None","91.00, 1.00, True","76.00, 0.87, True","70.00, 0.87, True","83.00, 0.88, True","73.00, 0.74, True","63.00, 0.66, True","77.00, 0.64, True","79.00, 0.54, True","79.00, 0.54, True","57.00, 0.42, True","89.00, 0.39, True","72.00, 0.27, True","81.00, 0.23, True","33.00, 0.06, True","69.00, 0.15, True","81.00, 0.16, True","44.00, 0.03, True","69.00, 0.06, True","58.00, 0.04, True","78.00, 0.02, True",C,0.71
template_45,"40.00, 0.00, False","47.00, 0.00, False","48.00, 0.00, False","52.00, 0.00, False","55.00, 0.00, False","57.00, 0.00, False","57.00, 0.00, False","53.00, 0.00, False","25.00, 0.00, False","63.00, 0.01, False","47.00, 0.01, False","62.00, 0.02, False","59.00, 0.03, False","64.00, 0.03, False","33.00, 0.01, False","43.00, 0.02, False","45.00, 0.03, False","45.00, 0.04, False","46.00, 0.04, False","72.00, 0.18, False","29.00, 0.05, False","44.00, 0.10, False","49.00, 0.14, False","71.00, 0.20, False","47.00, 0.15, False","51.00, 0.20, False","47.00, 0.18, False","50.00, 0.44, False","65.00, 0.61, False","88.00, 1.00, False","88.00, 1.00, True",None,"78.00, 1.00, True","90.00, 0.88, True","85.00, 0.88, True","62.00, 0.86, True","79.00, 0.75, True","90.00, 0.71, True","67.00, 0.61, True","65.00, 0.50, True","88.00, 0.56, True","88.00, 0.51, True","70.00, 0.33, True","73.00, 0.27, True","66.00, 0.19, True","87.00, 0.22, True","69.00, 0.15, True","52.00, 0.09, True","76.00, 0.08, True","84.00, 0.08, True","86.00, 0.08, True","71.00, 0.02, True",C,0.71
template_1,"49.00, 0.00, False","49.00, 0.00, False","52.00, 0.00, False","53.00, 0.00, False","56.00, 0.00, False","57.00, 0.00, False","49.00, 0.00, False","60.00, 0.00, False","44.00, 0.00, False","63.00, 0.01, False","60.00, 0.01, False","69.00, 0.02, False","61.00, 0.02, False","66.00, 0.03, False","49.00, 0.01, False","37.00, 0.01, False","60.00, 0.05, False","35.00, 0.02, False","43.00, 0.03, False","78.00, 0.17, False","62.00, 0.13, False","64.00, 0.14, False","47.00, 0.11, False","73.00, 0.18, False","39.00, 0.10, False","59.00, 0.19, False","58.00, 0.19, False","48.00, 0.38, False","72.00, 0.57, False","89.00, 0.94, False","91.00, 1.00, False","78.00, 1.00, False",None,"71.00, 0.93, True","96.00, 0.94, True","64.00, 0.93, True","83.00, 0.82, True","96.00, 0.78, True","78.00, 0.69, True","76.00, 0.58, True","78.00, 0.58, True","86.00, 0.55, True","51.00, 0.30, True","91.00, 0.35, True","84.00, 0.27, True","94.00, 0.26, True","78.00, 0.20, True","69.00, 0.15, True","86.00, 0.11, True","77.00, 0.08, True","93.00, 0.10, True","33.00, 0.00, True",C,0.709
template_0,"39.00, 0.00, False","35.00, 0.00, False","36.00, 0.00, False","28.00, 0.00, False","34.00, 0.00, False","33.00, 0.00, False","28.00, 0.00, False","41.00, 0.00, False","72.00, 0.01, False","41.00, 0.00, False","50.00, 0.00, False","48.00, 0.01, False","36.00, 0.00, False","53.00, 0.01, False","67.00, 0.02, False","64.00, 0.03, False","81.00, 0.06, False","66.00, 0.05, False","72.00, 0.05, False","59.00, 0.09, False","74.00, 0.12, False","91.00, 0.16, False","75.00, 0.14, False","61.00, 0.11, False","69.00, 0.15, False","81.00, 0.20, False","80.00, 0.20, False","78.00, 0.40, False","87.00, 0.51, False","74.00, 0.81, False","76.00, 0.87, False","90.00, 0.88, False","71.00, 0.93, False",None,"74.00, 1.00, None","89.00, 1.00, None","99.00, 0.94, True","75.00, 0.87, True","89.00, 0.82, True","96.00, 0.72, True","54.00, 0.64, True","64.00, 0.61, True","85.00, 0.50, True","102.00, 0.45, True","96.00, 0.37, True","83.00, 0.30, True","91.00, 0.29, True","93.00, 0.26, True","71.00, 0.12, True","31.00, 0.02, True","73.00, 0.09, True","69.00, 0.03, True",C,0.706
template_22,"22.00, 0.00, False","34.00, 0.00, False","32.00, 0.00, False","30.00, 0.00, False","27.00, 0.00, False","37.00, 0.00, False","37.00, 0.00, False","26.00, 0.00, False","76.00, 0.01, False","36.00, 0.00, False","47.00, 0.00, False","42.00, 0.00, False","29.00, 0.00, False","43.00, 0.01, False","69.00, 0.02, False","69.00, 0.04, False","73.00, 0.05, False","69.00, 0.05, False","68.00, 0.05, False","39.00, 0.04, False","75.00, 0.13, False","79.00, 0.13, False","77.00, 0.15, False","48.00, 0.08, False","76.00, 0.17, False","74.00, 0.19, False","69.00, 0.17, False","72.00, 0.38, False","80.00, 0.49, False","66.00, 0.80, False","70.00, 0.87, False","85.00, 0.88, False","96.00, 0.94, False","74.00, 1.00, True",None,"75.00, 1.00, None","91.00, 0.94, True","40.00, 0.83, True","76.00, 0.81, True","92.00, 0.72, True","76.00, 0.69, True","64.00, 0.61, True","86.00, 0.50, True","97.00, 0.44, True","77.00, 0.32, True","69.00, 0.26, True","84.00, 0.27, True","75.00, 0.22, True","65.00, 0.10, True","60.00, 0.08, True","38.00, 0.03, True","80.00, 0.04, True",D,0.706
template_27,"45.00, 0.00, False","52.00, 0.00, False","51.00, 0.00, False","53.00, 0.00, False","51.00, 0.00, False","50.00, 0.00, False","48.00, 0.00, False","48.00, 0.00, False","42.00, 0.00, False","60.00, 0.01, False","58.00, 0.01, False","61.00, 0.01, False","53.00, 0.01, False","54.00, 0.01, False","42.00, 0.00, False","34.00, 0.01, False","48.00, 0.02, False","25.00, 0.00, False","37.00, 0.01, False","55.00, 0.08, False","47.00, 0.06, False","50.00, 0.07, False","39.00, 0.05, False","67.00, 0.13, False","37.00, 0.06, False","48.00, 0.11, False","44.00, 0.10, False","30.00, 0.19, False","53.00, 0.40, False","83.00, 0.82, False","83.00, 0.88, False","62.00, 0.86, False","64.00, 0.93, False","89.00, 1.00, True","75.00, 1.00, True",None,"78.00, 0.94, True","74.00, 0.87, True","44.00, 0.75, True","65.00, 0.67, True","86.00, 0.71, True","79.00, 0.64, True","66.00, 0.45, True","76.00, 0.39, True","54.00, 0.24, True","86.00, 0.31, True","67.00, 0.22, True","36.00, 0.09, True","77.00, 0.13, True","82.00, 0.12, True","74.00, 0.09, True","51.00, 0.01, True",C,0.706
template_33,"59.00, 0.00, False","62.00, 0.00, False","63.00, 0.00, False","63.00, 0.00, False","64.00, 0.00, False","70.00, 0.00, False","70.00, 0.00, False","67.00, 0.00, False","59.00, 0.00, False","62.00, 0.00, False","75.00, 0.01, False","74.00, 0.01, False","69.00, 0.01, False","73.00, 0.02, False","56.00, 0.01, False","50.00, 0.01, False","56.00, 0.02, False","63.00, 0.03, False","51.00, 0.02, False","85.00, 0.11, False","63.00, 0.07, False","61.00, 0.07, False","64.00, 0.09, False","86.00, 0.13, False","69.00, 0.11, False","48.00, 0.08, False","65.00, 0.12, False","69.00, 0.29, False","55.00, 0.32, False","83.00, 0.70, False","73.00, 0.74, False","79.00, 0.75, False","83.00, 0.82, False","99.00, 0.94, False","91.00, 0.94, False","78.00, 0.94, False",None,"92.00, 1.00, True","69.00, 0.93, True","57.00, 0.78, True","102.00, 0.84, True","88.00, 0.77, True","86.00, 0.60, True","49.00, 0.39, True","63.00, 0.35, True","73.00, 0.34, True","56.00, 0.25, True","76.00, 0.28, True","82.00, 0.18, True","89.00, 0.18, True","84.00, 0.15, True","74.00, 0.05, True",C,0.704
template_18,"30.00, 0.00, False","36.00, 0.00, False","37.00, 0.00, False","25.00, 0.00, False","28.00, 0.00, False","40.00, 0.00, False","38.00, 0.00, False","31.00, 0.00, False","79.00, 0.01, False","39.00, 0.00, False","52.00, 0.00, False","50.00, 0.00, False","37.00, 0.00, False","37.00, 0.00, False","70.00, 0.01, False","65.00, 0.02, False","72.00, 0.03, False","70.00, 0.03, False","69.00, 0.03, False","33.00, 0.01, False","73.00, 0.08, False","76.00, 0.08, False","80.00, 0.10, False","52.00, 0.05, False","76.00, 0.11, False","77.00, 0.13, False","75.00, 0.13, False","75.00, 0.28, False","79.00, 0.36, False","66.00, 0.61, False","63.00, 0.66, False","90.00, 0.71, False","96.00, 0.78, False","75.00, 0.87, False","40.00, 0.83, False","74.00, 0.87, False","92.00, 1.00, False",None,"67.00, 1.00, True","97.00, 0.89, True","82.00, 0.88, True","67.00, 0.80, True","99.00, 0.68, True","92.00, 0.56, True","74.00, 0.43, True","71.00, 0.38, True","90.00, 0.39, True","79.00, 0.32, True","67.00, 0.17, True","58.00, 0.12, True","23.00, 0.02, True","78.00, 0.06, True",D,0.702
template_19,"46.00, 0.00, False","54.00, 0.00, False","53.00, 0.00, False","53.00, 0.00, False","53.00, 0.00, False","56.00, 0.00, False","54.00, 0.00, False","51.00, 0.00, False","42.00, 0.00, False","57.00, 0.00, False","61.00, 0.00, False","63.00, 0.01, False","56.00, 0.00, False","55.00, 0.00, False","38.00, 0.00, False","34.00, 0.00, False","49.00, 0.01, False","40.00, 0.01, False","37.00, 0.00, False","60.00, 0.05, False","48.00, 0.03, False","49.00, 0.03, False","44.00, 0.03, False","68.00, 0.07, False","48.00, 0.04, False","47.00, 0.05, False","54.00, 0.07, False","44.00, 0.14, False","61.00, 0.26, False","79.00, 0.59, False","77.00, 0.64, False","67.00, 0.61, False","78.00, 0.69, False","89.00, 0.82, False","76.00, 0.81, False","44.00, 0.75, False","69.00, 0.93, False","67.00, 1.00, False",None,"68.00, 0.93, True","96.00, 0.94, True","82.00, 0.88, True","82.00, 0.70, True","68.00, 0.56, True","30.00, 0.28, True","86.00, 0.46, True","66.00, 0.36, True","40.00, 0.21, True","79.00, 0.23, True","79.00, 0.20, True","70.00, 0.15, True","63.00, 0.05, True",D,0.701
template_37,"53.00, 0.00, False","64.00, 0.00, False","63.00, 0.00, False","67.00, 0.00, False","63.00, 0.00, False","66.00, 0.00, False","64.00, 0.00, False","64.00, 0.00, False","39.00, 0.00, False","65.00, 0.00, False","69.00, 0.00, False","71.00, 0.01, False","62.00, 0.00, False","71.00, 0.01, False","43.00, 0.00, False","46.00, 0.00, False","50.00, 0.01, False","45.00, 0.00, False","40.00, 0.00, False","83.00, 0.06, False","50.00, 0.02, False","52.00, 0.02, False","46.00, 0.02, False","81.00, 0.07, False","55.00, 0.04, False","39.00, 0.02, False","60.00, 0.05, False","54.00, 0.13, False","57.00, 0.19, False","74.00, 0.47, False","79.00, 0.54, False","65.00, 0.50, False","76.00, 0.58, False","96.00, 0.72, False","92.00, 0.72, False","65.00, 0.67, False","57.00, 0.78, False","97.00, 0.89, False","68.00, 0.93, False",None,"101.00, 1.00, None","86.00, 1.00, True","84.00, 0.82, True","59.00, 0.65, True","68.00, 0.56, True","89.00, 0.56, True","61.00, 0.43, True","58.00, 0.37, True","86.00, 0.31, True","94.00, 0.29, True","92.00, 0.26, True","80.00, 0.10, True",C,0.699
template_42,"46.00, 0.00, False","44.00, 0.00, False","45.00, 0.00, False","38.00, 0.00, False","42.00, 0.00, False","44.00, 0.00, False","43.00, 0.00, False","45.00, 0.00, False","72.00, 0.00, False","47.00, 0.00, False","49.00, 0.00, False","39.00, 0.00, False","42.00, 0.00, False","38.00, 0.00, False","68.00, 0.01, False","68.00, 0.01, False","71.00, 0.02, False","71.00, 0.02, False","76.00, 0.02, False","63.00, 0.04, False","78.00, 0.05, False","78.00, 0.05, False","74.00, 0.06, False","48.00, 0.02, False","77.00, 0.07, False","77.00, 0.08, False","68.00, 0.07, False","79.00, 0.20, False","85.00, 0.27, False","79.00, 0.49, False","79.00, 0.54, False","88.00, 0.56, False","78.00, 0.58, False","54.00, 0.64, False","76.00, 0.69, False","86.00, 0.71, False","102.00, 0.84, False","82.00, 0.88, False","96.00, 0.94, False","101.00, 1.00, True",None,"81.00, 1.00, True","75.00, 0.81, True","108.00, 0.74, True","98.00, 0.62, True","89.00, 0.56, True","100.00, 0.53, True","88.00, 0.46, True","80.00, 0.29, True","55.00, 0.18, True","84.00, 0.24, True","77.00, 0.10, True",D,0.699
template_40,"30.00, 0.00, False","25.00, 0.00, False","32.00, 0.00, False","33.00, 0.00, False","37.00, 0.00, False","35.00, 0.00, False","38.00, 0.00, False","40.00, 0.00, False","63.00, 0.00, False","26.00, 0.00, False","40.00, 0.00, False","42.00, 0.00, False","38.00, 0.00, False","39.00, 0.00, False","60.00, 0.00, False","63.00, 0.01, False","76.00, 0.02, False","61.00, 0.01, False","67.00, 0.01, False","51.00, 0.02, False","65.00, 0.03, False","77.00, 0.05, False","72.00, 0.05, False","52.00, 0.02, False","69.00, 0.05, False","65.00, 0.05, False","74.00, 0.07, False","70.00, 0.15, False","65.00, 0.19, False","58.00, 0.37, False","57.00, 0.42, False","88.00, 0.51, False","86.00, 0.55, False","64.00, 0.61, False","64.00, 0.61, False","79.00, 0.64, False","88.00, 0.77, False","67.00, 0.80, False","82.00, 0.88, False","86.00, 1.00, False","81.00, 1.00, False",None,"95.00, 0.89, True","90.00, 0.77, True","84.00, 0.65, True","67.00, 0.56, True","82.00, 0.54, True","88.00, 0.51, True","64.00, 0.28, True","72.00, 0.27, True","68.00, 0.22, True","75.00, 0.11, True",D,0.697
template_43,"53.00, 0.00, False","58.00, 0.00, False","57.00, 0.00, False","58.00, 0.00, False","62.00, 0.00, False","60.00, 0.00, False","63.00, 0.00, False","58.00, 0.00, False","55.00, 0.00, False","66.00, 0.00, False","63.00, 0.00, False","64.00, 0.00, False","59.00, 0.00, False","65.00, 0.00, False","57.00, 0.00, False","49.00, 0.00, False","47.00, 0.00, False","54.00, 0.00, False","54.00, 0.00, False","75.00, 0.03, False","60.00, 0.01, False","53.00, 0.01, False","57.00, 0.02, False","68.00, 0.02, False","54.00, 0.02, False","58.00, 0.02, False","44.00, 0.01, False","54.00, 0.07, False","72.00, 0.14, False","82.00, 0.33, False","89.00, 0.39, False","70.00, 0.33, False","51.00, 0.30, False","85.00, 0.50, False","86.00, 0.50, False","66.00, 0.45, False","86.00, 0.60, False","99.00, 0.68, False","82.00, 0.70, False","84.00, 0.82, False","75.00, 0.81, False","95.00, 0.89, False",None,"100.00, 0.94, True","88.00, 0.82, True","98.00, 0.78, True","84.00, 0.70, True","76.00, 0.63, True","89.00, 0.47, True","92.00, 0.43, True","103.00, 0.42, True","60.00, 0.13, True",D,0.693
template_35,"55.00, 0.00, False","62.00, 0.00, False","63.00, 0.00, False","65.00, 0.00, False","62.00, 0.00, False","71.00, 0.00, False","69.00, 0.00, False","69.00, 0.00, False","50.00, 0.00, False","59.00, 0.00, False","66.00, 0.00, False","74.00, 0.00, False","71.00, 0.00, False","68.00, 0.00, False","51.00, 0.00, False","49.00, 0.00, False","57.00, 0.00, False","58.00, 0.00, False","47.00, 0.00, False","80.00, 0.02, False","53.00, 0.01, False","56.00, 0.01, False","60.00, 0.01, False","85.00, 0.03, False","63.00, 0.02, False","49.00, 0.01, False","69.00, 0.02, False","71.00, 0.07, False","50.00, 0.06, False","70.00, 0.23, False","72.00, 0.27, False","73.00, 0.27, False","91.00, 0.35, False","102.00, 0.45, False","97.00, 0.44, False","76.00, 0.39, False","49.00, 0.39, False","92.00, 0.56, False","68.00, 0.56, False","59.00, 0.65, False","108.00, 0.74, False","90.00, 0.77, False","100.00, 0.94, False",None,"72.00, 0.93, True","82.00, 0.88, True","61.00, 0.79, True","77.00, 0.75, True","85.00, 0.55, True","101.00, 0.54, True","95.00, 0.48, True","88.00, 0.25, True",D,0.691
template_21,"46.00, 0.00, False","60.00, 0.00, False","55.00, 0.00, False","56.00, 0.00, False","55.00, 0.00, False","61.00, 0.00, False","61.00, 0.00, False","54.00, 0.00, False","37.00, 0.00, False","63.00, 0.00, False","62.00, 0.00, False","61.00, 0.00, False","60.00, 0.00, False","56.00, 0.00, False","38.00, 0.00, False","40.00, 0.00, False","45.00, 0.00, False","49.00, 0.00, False","35.00, 0.00, False","61.00, 0.01, False","46.00, 0.00, False","47.00, 0.00, False","48.00, 0.00, False","68.00, 0.01, False","56.00, 0.01, False","48.00, 0.01, False","56.00, 0.01, False","55.00, 0.03, False","62.00, 0.06, False","83.00, 0.21, False","81.00, 0.23, False","66.00, 0.19, False","84.00, 0.27, False","96.00, 0.37, False","77.00, 0.32, False","54.00, 0.24, False","63.00, 0.35, False","74.00, 0.43, False","30.00, 0.28, False","68.00, 0.56, False","98.00, 0.62, False","84.00, 0.65, False","88.00, 0.82, False","72.00, 0.93, False",None,"98.00, 1.00, True","72.00, 0.93, True","52.00, 0.85, True","90.00, 0.66, True","97.00, 0.62, True","80.00, 0.54, True","75.00, 0.28, True",D,0.688
template_34,"40.00, 0.00, False","32.00, 0.00, False","45.00, 0.00, False","34.00, 0.00, False","32.00, 0.00, False","49.00, 0.00, False","53.00, 0.00, False","54.00, 0.00, False","74.00, 0.00, False","34.00, 0.00, False","46.00, 0.00, False","50.00, 0.00, False","47.00, 0.00, False","45.00, 0.00, False","71.00, 0.00, False","64.00, 0.00, False","70.00, 0.00, False","65.00, 0.00, False","67.00, 0.00, False","59.00, 0.00, False","74.00, 0.01, False","84.00, 0.01, False","81.00, 0.02, False","50.00, 0.00, False","76.00, 0.02, False","70.00, 0.01, False","75.00, 0.02, False","80.00, 0.06, False","77.00, 0.07, False","47.00, 0.09, False","33.00, 0.06, False","87.00, 0.22, False","94.00, 0.26, False","83.00, 0.30, False","69.00, 0.26, False","86.00, 0.31, False","73.00, 0.34, False","71.00, 0.38, False","86.00, 0.46, False","89.00, 0.56, False","89.00, 0.56, False","67.00, 0.56, False","98.00, 0.78, False","82.00, 0.88, False","98.00, 1.00, False",None,"85.00, 1.00, True","98.00, 0.94, True","48.00, 0.62, True","82.00, 0.65, True","69.00, 0.56, True","91.00, 0.35, True",D,0.687
