"statistic, pvalue, row is better than column",template_48,best set: template_8,template_24,template_12,template_46,template_2,template_10,template_18,template_41,template_0,template_43,template_4,template_6,template_51,template_26,template_34,template_53,template_54,template_38,template_9,template_55,template_25,template_16,template_7,template_15,template_49,template_30,template_42,template_3,template_14,template_20,template_52,template_40,template_27,template_22,template_50,template_37,template_17,template_32,template_28,template_44,template_23,template_45,template_47,template_36,template_13,template_35,template_21,template_11,template_1,template_39,template_19,template_29,template_33,template_31,template_5,group
template_25,"14.00, 0.31, False","11.00, 0.26, False","11.00, 0.26, False","14.00, 0.39, False","13.00, 0.38, False","13.00, 0.47, False","15.00, 0.61, False","13.00, 0.58, False","13.00, 0.71, False","13.00, 0.71, False","8.00, 0.65, False","15.00, 0.73, False","15.00, 0.73, False","8.00, 0.81, False","13.00, 0.85, False","18.00, 1.00, False","10.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, True",None,"17.00, 1.00, None","14.00, 1.00, None","11.00, 1.00, None","12.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True","11.00, 1.00, True","9.00, 1.00, True","14.00, 1.00, True","13.00, 0.85, True","15.00, 0.86, True","5.00, 0.77, True","14.00, 0.86, True","14.00, 0.86, True","12.00, 0.85, True","12.00, 0.85, True","16.00, 0.74, True","16.00, 0.74, True","15.00, 0.73, True","6.00, 0.45, True","9.00, 0.52, True","9.00, 0.52, True","15.00, 0.61, True","7.00, 0.36, True","10.00, 0.33, True","7.00, 0.26, True","6.00, 0.17, True","8.00, 0.21, True","7.00, 0.19, True","7.00, 0.13, True","11.00, 0.20, True","8.00, 0.08, True","10.00, 0.07, True","3.00, 0.01, True",A
template_16,"5.00, 0.14, False","4.00, 0.12, False","6.00, 0.17, False","12.00, 0.36, False","8.00, 0.29, False","3.00, 0.23, False","12.00, 0.57, False","7.00, 0.48, False","13.00, 0.71, False","12.00, 0.70, False","15.00, 0.73, False","7.00, 0.63, False","6.00, 0.61, False","15.00, 0.86, False","9.00, 0.82, False","7.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False","10.00, 1.00, False","13.00, 1.00, False","16.00, 1.00, True","17.00, 1.00, True",None,"15.00, 1.00, None","18.00, 1.00, None","14.00, 1.00, True","7.00, 1.00, True","14.00, 1.00, True","17.00, 1.00, True","11.00, 1.00, True","11.00, 1.00, True","12.00, 0.85, True","13.00, 0.85, True","16.00, 0.86, True","5.00, 0.77, True","7.00, 0.80, True","17.00, 0.87, True","12.00, 0.85, True","7.00, 0.63, True","10.00, 0.68, True","5.00, 0.58, True","13.00, 0.58, True","16.00, 0.62, True","13.00, 0.58, True","6.00, 0.45, True","13.00, 0.47, True","14.00, 0.39, True","14.00, 0.39, True","13.00, 0.30, True","11.00, 0.26, True","11.00, 0.26, True","9.00, 0.17, True","16.00, 0.27, True","13.00, 0.13, True","11.00, 0.08, True","6.00, 0.02, True",A
template_7,"16.00, 0.34, False","9.00, 0.23, False","10.00, 0.25, False","12.00, 0.36, False","13.00, 0.38, False","11.00, 0.44, False","11.00, 0.56, False","12.00, 0.57, False","14.00, 0.72, False","11.00, 0.69, False","15.00, 0.73, False","9.00, 0.66, False","11.00, 0.69, False","14.00, 0.86, False","13.00, 0.85, False","18.00, 1.00, False","13.00, 1.00, False","15.00, 1.00, False","16.00, 1.00, False","10.00, 1.00, False","17.00, 1.00, True","14.00, 1.00, True","15.00, 1.00, True",None,"16.00, 1.00, None","8.00, 1.00, True","16.00, 1.00, True","20.00, 1.00, True","12.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","16.00, 0.86, True","14.00, 0.86, True","13.00, 0.85, True","17.00, 0.87, True","18.00, 0.87, True","15.00, 0.86, True","12.00, 0.85, True","15.00, 0.73, True","19.00, 0.76, True","14.00, 0.72, True","12.00, 0.57, True","10.00, 0.54, True","10.00, 0.54, True","18.00, 0.64, True","10.00, 0.42, True","11.00, 0.34, True","6.00, 0.24, True","11.00, 0.26, True","9.00, 0.23, True","12.00, 0.28, True","6.00, 0.12, True","15.00, 0.26, True","9.00, 0.09, True","9.00, 0.06, True","3.00, 0.01, True",A
template_15,"16.00, 0.34, False","17.00, 0.35, False","15.00, 0.32, False","14.00, 0.39, False","16.00, 0.42, False","15.00, 0.50, False","16.00, 0.62, False","15.00, 0.61, False","15.00, 0.73, False","17.00, 0.74, False","11.00, 0.69, False","15.00, 0.73, False","16.00, 0.74, False","12.00, 0.85, False","17.00, 0.87, False","20.00, 1.00, False","16.00, 1.00, False","14.00, 1.00, False","17.00, 1.00, False","13.00, 1.00, False","16.00, 1.00, True","11.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True",None,"13.00, 1.00, True","21.00, 1.00, True","17.00, 1.00, True","15.00, 1.00, True","13.00, 1.00, True","18.00, 1.00, True","16.00, 0.86, True","16.00, 0.86, True","12.00, 0.85, True","19.00, 0.87, True","15.00, 0.86, True","14.00, 0.86, True","12.00, 0.85, True","17.00, 0.74, True","17.00, 0.74, True","17.00, 0.74, True","8.00, 0.50, True","13.00, 0.58, True","12.00, 0.57, True","16.00, 0.62, True","12.00, 0.46, True","12.00, 0.36, True","9.00, 0.31, True","11.00, 0.26, True","8.00, 0.21, True","9.00, 0.23, True","9.00, 0.17, True","8.00, 0.15, True","10.00, 0.10, True","10.00, 0.07, True","6.00, 0.02, True",A
template_49,"11.00, 0.20, False","10.00, 0.18, False","10.00, 0.18, False","12.00, 0.28, False","11.00, 0.26, False","8.00, 0.29, False","12.00, 0.46, False","11.00, 0.44, False","11.00, 0.56, False","14.00, 0.60, False","8.00, 0.50, False","10.00, 0.54, False","12.00, 0.57, False","11.00, 0.69, False","12.00, 0.70, False","13.00, 0.85, False","12.00, 0.85, False","13.00, 0.85, False","13.00, 0.85, False","11.00, 0.84, False","12.00, 1.00, False","12.00, 1.00, False","14.00, 1.00, False","8.00, 1.00, False","13.00, 1.00, False",None,"15.00, 1.00, None","18.00, 1.00, None","13.00, 1.00, None","13.00, 1.00, None","14.00, 1.00, None","13.00, 1.00, True","15.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","12.00, 1.00, True","14.00, 1.00, True","14.00, 0.86, True","17.00, 0.87, True","14.00, 0.86, True","11.00, 0.69, True","11.00, 0.69, True","7.00, 0.63, True","14.00, 0.72, True","11.00, 0.56, True","9.00, 0.40, True","5.00, 0.30, True","11.00, 0.34, True","10.00, 0.33, True","9.00, 0.31, True","5.00, 0.14, True","14.00, 0.31, True","9.00, 0.12, True","11.00, 0.11, True","6.00, 0.03, True",A
template_30,"7.00, 0.13, False","8.00, 0.15, False","9.00, 0.17, False","15.00, 0.32, False","10.00, 0.25, False","7.00, 0.26, False","16.00, 0.51, False","8.00, 0.38, False","15.00, 0.61, False","13.00, 0.58, False","18.00, 0.64, False","10.00, 0.54, False","9.00, 0.52, False","16.00, 0.74, False","12.00, 0.70, False","6.00, 0.79, False","17.00, 0.87, False","16.00, 0.86, False","10.00, 0.83, False","15.00, 0.86, False","19.00, 1.00, False","18.00, 1.00, False","7.00, 1.00, False","16.00, 1.00, False","21.00, 1.00, False","15.00, 1.00, True",None,"14.00, 1.00, None","17.00, 1.00, None","12.00, 1.00, None","13.00, 1.00, None","13.00, 1.00, True","13.00, 1.00, True","19.00, 1.00, True","6.00, 1.00, True","9.00, 1.00, True","16.00, 1.00, True","14.00, 1.00, True","6.00, 0.79, True","10.00, 0.83, True","7.00, 0.80, True","15.00, 0.73, True","16.00, 0.74, True","16.00, 0.74, True","6.00, 0.61, True","14.00, 0.60, True","14.00, 0.49, True","15.00, 0.50, True","15.00, 0.41, True","16.00, 0.42, True","12.00, 0.36, True","12.00, 0.28, True","18.00, 0.36, True","14.00, 0.19, True","11.00, 0.11, True","8.00, 0.05, True",A
template_42,"8.00, 0.15, False","11.00, 0.20, False","10.00, 0.18, False","11.00, 0.26, False","8.00, 0.21, False","11.00, 0.34, False","12.00, 0.46, False","11.00, 0.44, False","15.00, 0.61, False","11.00, 0.56, False","14.00, 0.60, False","12.00, 0.57, False","12.00, 0.57, False","14.00, 0.72, False","11.00, 0.69, False","13.00, 0.85, False","16.00, 0.86, False","10.00, 0.83, False","12.00, 0.85, False","16.00, 0.86, False","16.00, 1.00, False","16.00, 1.00, False","14.00, 1.00, False","20.00, 1.00, False","17.00, 1.00, False","18.00, 1.00, True","14.00, 1.00, True",None,"19.00, 1.00, None","11.00, 1.00, None","14.00, 1.00, None","8.00, 1.00, True","15.00, 1.00, True","17.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","15.00, 1.00, True","16.00, 1.00, True","12.00, 0.85, True","9.00, 0.82, True","15.00, 0.86, True","14.00, 0.72, True","16.00, 0.74, True","14.00, 0.72, True","11.00, 0.69, True","14.00, 0.60, True","16.00, 0.51, True","15.00, 0.50, True","13.00, 0.38, True","15.00, 0.41, True","11.00, 0.34, True","14.00, 0.31, True","15.00, 0.32, True","14.00, 0.19, True","16.00, 0.16, True","13.00, 0.10, True",A
template_3,"16.00, 0.27, False","12.00, 0.22, False","13.00, 0.23, False","13.00, 0.30, False","13.00, 0.30, False","11.00, 0.34, False","12.00, 0.46, False","13.00, 0.47, False","14.00, 0.60, False","14.00, 0.60, False","14.00, 0.60, False","11.00, 0.56, False","11.00, 0.56, False","13.00, 0.71, False","14.00, 0.72, False","20.00, 0.88, False","12.00, 0.85, False","15.00, 0.86, False","15.00, 0.86, False","6.00, 0.79, False","14.00, 1.00, False","11.00, 1.00, False","17.00, 1.00, False","12.00, 1.00, False","15.00, 1.00, False","13.00, 1.00, True","17.00, 1.00, True","19.00, 1.00, True",None,"14.00, 1.00, None","17.00, 1.00, None","14.00, 1.00, True","17.00, 1.00, True","16.00, 1.00, True","17.00, 1.00, True","16.00, 1.00, True","14.00, 1.00, True","9.00, 1.00, True","19.00, 0.87, True","20.00, 0.88, True","15.00, 0.86, True","10.00, 0.68, True","7.00, 0.63, True","11.00, 0.69, True","17.00, 0.74, True","11.00, 0.56, True","13.00, 0.47, True","13.00, 0.47, True","9.00, 0.31, True","12.00, 0.36, True","11.00, 0.34, True","12.00, 0.28, True","17.00, 0.35, True","10.00, 0.14, True","8.00, 0.08, True","7.00, 0.04, True",A
template_14,"9.00, 0.17, False","9.00, 0.17, False","6.00, 0.12, False","11.00, 0.26, False","9.00, 0.23, False","9.00, 0.31, False","11.00, 0.44, False","8.00, 0.38, False","12.00, 0.57, False","7.00, 0.48, False","11.00, 0.56, False","9.00, 0.52, False","10.00, 0.54, False","11.00, 0.69, False","7.00, 0.63, False","12.00, 0.85, False","13.00, 0.85, False","11.00, 0.84, False","6.00, 0.79, False","10.00, 0.83, False","13.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, False","13.00, 1.00, True","12.00, 1.00, True","11.00, 1.00, True","14.00, 1.00, True",None,"11.00, 1.00, None","11.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True","15.00, 1.00, True","10.00, 0.83, True","9.00, 0.82, True","12.00, 0.85, True","8.00, 0.65, True","14.00, 0.72, True","11.00, 0.69, True","11.00, 0.69, True","9.00, 0.52, True","12.00, 0.46, True","10.00, 0.42, True","9.00, 0.31, True","11.00, 0.34, True","7.00, 0.26, True","8.00, 0.21, True","12.00, 0.28, True","11.00, 0.15, True","12.00, 0.12, True","5.00, 0.03, True",A
template_20,"3.00, 0.06, False","9.00, 0.17, False","4.00, 0.08, False","10.00, 0.25, False","6.00, 0.17, False","10.00, 0.33, False","10.00, 0.42, False","3.00, 0.23, False","15.00, 0.61, False","13.00, 0.58, False","16.00, 0.62, False","10.00, 0.54, False","9.00, 0.52, False","17.00, 0.74, False","10.00, 0.68, False","7.00, 0.80, False","13.00, 0.85, False","14.00, 0.86, False","12.00, 0.85, False","12.00, 0.85, False","15.00, 1.00, False","14.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, False","18.00, 1.00, False","14.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","17.00, 1.00, True","11.00, 1.00, True",None,"14.00, 1.00, True","14.00, 1.00, True","13.00, 1.00, True","9.00, 1.00, True","12.00, 1.00, True","16.00, 1.00, True","16.00, 1.00, True","7.00, 0.80, True","13.00, 0.85, True","12.00, 0.85, True","13.00, 0.71, True","14.00, 0.72, True","12.00, 0.70, True","11.00, 0.69, True","11.00, 0.56, True","13.00, 0.47, True","9.00, 0.40, True","13.00, 0.38, True","14.00, 0.39, True","15.00, 0.41, True","8.00, 0.21, True","16.00, 0.34, True","9.00, 0.12, True","14.00, 0.14, True","7.00, 0.04, True",A
template_52,"7.00, 0.09, False","7.00, 0.09, False","7.00, 0.09, False","8.00, 0.15, False","7.00, 0.13, False","9.00, 0.23, False","7.00, 0.26, False","9.00, 0.31, False","10.00, 0.42, False","10.00, 0.42, False","13.00, 0.47, False","7.00, 0.36, False","7.00, 0.36, False","12.00, 0.57, False","8.00, 0.50, False","11.00, 0.69, False","12.00, 0.70, False","8.00, 0.65, False","6.00, 0.61, False","11.00, 0.69, False","14.00, 0.86, False","13.00, 0.85, False","12.00, 0.85, False","16.00, 0.86, False","16.00, 0.86, False","13.00, 1.00, False","13.00, 1.00, False","8.00, 1.00, False","14.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, False",None,"11.00, 1.00, None","17.00, 1.00, None","10.00, 1.00, None","10.00, 1.00, None","15.00, 1.00, None","13.00, 1.00, None","11.00, 1.00, True","12.00, 1.00, True","12.00, 1.00, True","11.00, 0.84, True","12.00, 0.85, True","11.00, 0.84, True","12.00, 0.85, True","12.00, 0.70, True","11.00, 0.56, True","12.00, 0.57, True","11.00, 0.44, True","13.00, 0.47, True","9.00, 0.40, True","10.00, 0.33, True","12.00, 0.36, True","10.00, 0.18, True","12.00, 0.16, True","10.00, 0.10, True",A
template_40,"11.00, 0.15, False","9.00, 0.12, False","4.00, 0.05, False","11.00, 0.20, False","10.00, 0.18, False","10.00, 0.25, False","10.00, 0.33, False","10.00, 0.33, False","10.00, 0.42, False","11.00, 0.44, False","17.00, 0.52, False","11.00, 0.44, False","12.00, 0.46, False","12.00, 0.57, False","8.00, 0.50, False","13.00, 0.71, False","15.00, 0.73, False","10.00, 0.68, False","5.00, 0.58, False","12.00, 0.70, False","15.00, 0.86, False","15.00, 0.86, False","13.00, 0.85, False","14.00, 0.86, False","16.00, 0.86, False","15.00, 1.00, False","13.00, 1.00, False","15.00, 1.00, False","17.00, 1.00, False","9.00, 1.00, False","14.00, 1.00, False","11.00, 1.00, True",None,"16.00, 1.00, None","12.00, 1.00, None","13.00, 1.00, None","16.00, 1.00, None","15.00, 1.00, None","11.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","15.00, 0.86, True","14.00, 0.86, True","12.00, 0.85, True","13.00, 0.71, True","14.00, 0.60, True","12.00, 0.57, True","13.00, 0.47, True","17.00, 0.52, True","11.00, 0.44, True","11.00, 0.34, True","13.00, 0.38, True","12.00, 0.22, True","13.00, 0.18, True","10.00, 0.10, True",A
template_27,"14.00, 0.19, False","12.00, 0.16, False","10.00, 0.14, False","11.00, 0.20, False","11.00, 0.20, False","15.00, 0.32, False","14.00, 0.39, False","11.00, 0.34, False","11.00, 0.44, False","13.00, 0.47, False","9.00, 0.40, False","15.00, 0.50, False","15.00, 0.50, False","10.00, 0.54, False","11.00, 0.56, False","18.00, 0.75, False","12.00, 0.70, False","12.00, 0.70, False","14.00, 0.72, False","10.00, 0.68, False","10.00, 0.83, False","5.00, 0.77, False","16.00, 0.86, False","13.00, 0.85, False","12.00, 0.85, False","14.00, 1.00, False","19.00, 1.00, False","17.00, 1.00, False","16.00, 1.00, False","10.00, 1.00, False","13.00, 1.00, False","17.00, 1.00, True","16.00, 1.00, True",None,"16.00, 1.00, None","16.00, 1.00, None","17.00, 1.00, None","15.00, 1.00, None","17.00, 1.00, True","16.00, 1.00, True","17.00, 1.00, True","10.00, 0.83, True","14.00, 0.86, True","12.00, 0.85, True","18.00, 0.87, True","8.00, 0.65, True","13.00, 0.58, True","8.00, 0.50, True","10.00, 0.42, True","10.00, 0.42, True","12.00, 0.46, True","8.00, 0.29, True","12.00, 0.36, True","9.00, 0.17, True","13.00, 0.18, True","4.00, 0.03, True",A
template_22,"2.00, 0.02, False","3.00, 0.04, False","3.00, 0.04, False","9.00, 0.17, False","6.00, 0.12, False","3.00, 0.09, False","9.00, 0.31, False","5.00, 0.21, False","12.00, 0.46, False","11.00, 0.44, False","14.00, 0.49, False","8.00, 0.38, False","6.00, 0.33, False","12.00, 0.57, False","7.00, 0.48, False","7.00, 0.63, False","14.00, 0.72, False","11.00, 0.69, False","8.00, 0.65, False","12.00, 0.70, False","14.00, 0.86, False","14.00, 0.86, False","5.00, 0.77, False","17.00, 0.87, False","19.00, 0.87, False","14.00, 1.00, False","6.00, 1.00, False","10.00, 1.00, False","17.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, True","12.00, 1.00, True","16.00, 1.00, True",None,"5.00, 1.00, None","16.00, 1.00, None","15.00, 1.00, None","8.00, 1.00, True","11.00, 1.00, True","7.00, 1.00, True","12.00, 0.85, True","15.00, 0.86, True","13.00, 0.85, True","5.00, 0.77, True","11.00, 0.69, True","15.00, 0.61, True","13.00, 0.58, True","12.00, 0.46, True","14.00, 0.49, True","12.00, 0.46, True","10.00, 0.33, True","16.00, 0.42, True","14.00, 0.24, True","13.00, 0.18, True","9.00, 0.09, True",B
template_50,"5.00, 0.06, False","5.00, 0.06, False","7.00, 0.09, False","11.00, 0.20, False","7.00, 0.13, False","4.00, 0.12, False","10.00, 0.33, False","8.00, 0.29, False","11.00, 0.44, False","13.00, 0.47, False","12.00, 0.46, False","8.00, 0.38, False","6.00, 0.33, False","12.00, 0.57, False","10.00, 0.54, False","10.00, 0.68, False","14.00, 0.72, False","11.00, 0.69, False","10.00, 0.68, False","13.00, 0.71, False","13.00, 0.85, False","14.00, 0.86, False","7.00, 0.80, False","18.00, 0.87, False","15.00, 0.86, False","14.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","16.00, 1.00, False","11.00, 1.00, False","12.00, 1.00, False","10.00, 1.00, True","13.00, 1.00, True","16.00, 1.00, True","5.00, 1.00, True",None,"17.00, 1.00, None","15.00, 1.00, None","12.00, 1.00, True","11.00, 1.00, True","9.00, 1.00, True","13.00, 0.85, True","15.00, 0.86, True","14.00, 0.86, True","4.00, 0.75, True","12.00, 0.70, True","17.00, 0.63, True","15.00, 0.61, True","10.00, 0.42, True","15.00, 0.50, True","10.00, 0.42, True","12.00, 0.36, True","14.00, 0.39, True","15.00, 0.26, True","14.00, 0.19, True","10.00, 0.10, True",A
template_37,"15.00, 0.20, False","14.00, 0.19, False","14.00, 0.19, False","14.00, 0.24, False","14.00, 0.24, False","13.00, 0.30, False","14.00, 0.39, False","13.00, 0.38, False","10.00, 0.42, False","15.00, 0.50, False","11.00, 0.44, False","13.00, 0.47, False","15.00, 0.50, False","7.00, 0.48, False","14.00, 0.60, False","16.00, 0.74, False","14.00, 0.72, False","16.00, 0.74, False","13.00, 0.71, False","10.00, 0.68, False","18.00, 0.87, False","12.00, 0.85, False","17.00, 0.87, False","15.00, 0.86, False","14.00, 0.86, False","12.00, 1.00, False","16.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, False","16.00, 1.00, False","15.00, 1.00, True","16.00, 1.00, True","17.00, 1.00, True","16.00, 1.00, True","17.00, 1.00, True",None,"13.00, 1.00, None","16.00, 1.00, True","14.00, 1.00, True","19.00, 1.00, True","8.00, 0.81, True","11.00, 0.84, True","13.00, 0.85, True","14.00, 0.86, True","14.00, 0.72, True","7.00, 0.48, True","10.00, 0.54, True","14.00, 0.49, True","12.00, 0.46, True","9.00, 0.40, True","12.00, 0.36, True","10.00, 0.33, True","5.00, 0.10, True","9.00, 0.12, True","8.00, 0.08, True",A
template_17,"15.00, 0.20, False","13.00, 0.18, False","9.00, 0.12, False","12.00, 0.22, False","12.00, 0.22, False","11.00, 0.26, False","13.00, 0.38, False","11.00, 0.34, False","13.00, 0.47, False","15.00, 0.50, False","14.00, 0.49, False","10.00, 0.42, False","11.00, 0.44, False","8.00, 0.50, False","13.00, 0.58, False","17.00, 0.74, False","12.00, 0.70, False","13.00, 0.71, False","13.00, 0.71, False","9.00, 0.66, False","17.00, 0.87, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 0.85, False","14.00, 1.00, False","14.00, 1.00, False","16.00, 1.00, False","9.00, 1.00, False","15.00, 1.00, False","16.00, 1.00, False","13.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","13.00, 1.00, True",None,"16.00, 1.00, True","18.00, 1.00, True","14.00, 1.00, True","8.00, 0.81, True","6.00, 0.79, True","12.00, 0.85, True","14.00, 0.86, True","14.00, 0.72, True","10.00, 0.54, True","10.00, 0.54, True","13.00, 0.47, True","12.00, 0.46, True","12.00, 0.46, True","11.00, 0.34, True","12.00, 0.36, True","6.00, 0.12, True","3.00, 0.04, True","7.00, 0.06, True",A
template_32,"3.00, 0.02, False","6.00, 0.05, False","5.00, 0.04, False","10.00, 0.14, False","5.00, 0.06, False","7.00, 0.13, False","12.00, 0.28, False","3.00, 0.09, False","14.00, 0.39, False","11.00, 0.34, False","15.00, 0.41, False","8.00, 0.29, False","8.00, 0.29, False","18.00, 0.53, False","9.00, 0.40, False","2.00, 0.29, False","16.00, 0.62, False","13.00, 0.58, False","7.00, 0.48, False","14.00, 0.60, False","18.00, 0.75, False","16.00, 0.74, False","7.00, 0.63, False","15.00, 0.73, False","17.00, 0.74, False","14.00, 0.86, False","6.00, 0.79, False","12.00, 0.85, False","19.00, 0.87, False","10.00, 0.83, False","7.00, 0.80, False","11.00, 1.00, False","11.00, 1.00, False","17.00, 1.00, False","8.00, 1.00, False","12.00, 1.00, False","16.00, 1.00, False","16.00, 1.00, False",None,"9.00, 1.00, None","12.00, 1.00, None","16.00, 1.00, True","18.00, 1.00, True","15.00, 1.00, True","9.00, 1.00, True","14.00, 0.86, True","12.00, 0.70, True","13.00, 0.71, True","16.00, 0.62, True","14.00, 0.60, True","12.00, 0.57, True","9.00, 0.40, True","15.00, 0.50, True","11.00, 0.26, True","13.00, 0.23, True","8.00, 0.11, True",B
template_28,"8.00, 0.08, False","9.00, 0.09, False","10.00, 0.10, False","12.00, 0.16, False","8.00, 0.11, False","11.00, 0.20, False","13.00, 0.30, False","10.00, 0.25, False","13.00, 0.38, False","10.00, 0.33, False","13.00, 0.38, False","11.00, 0.34, False","12.00, 0.36, False","16.00, 0.51, False","10.00, 0.42, False","9.00, 0.52, False","16.00, 0.62, False","14.00, 0.60, False","10.00, 0.54, False","16.00, 0.62, False","16.00, 0.74, False","16.00, 0.74, False","10.00, 0.68, False","19.00, 0.76, False","17.00, 0.74, False","17.00, 0.87, False","10.00, 0.83, False","9.00, 0.82, False","20.00, 0.88, False","9.00, 0.82, False","13.00, 0.85, False","12.00, 1.00, False","13.00, 1.00, False","16.00, 1.00, False","11.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, False","18.00, 1.00, False","9.00, 1.00, True",None,"14.00, 1.00, None","18.00, 1.00, True","21.00, 1.00, True","16.00, 1.00, True","11.00, 1.00, True","16.00, 0.86, True","17.00, 0.74, True","18.00, 0.75, True","16.00, 0.62, True","14.00, 0.60, True","12.00, 0.57, True","15.00, 0.50, True","15.00, 0.50, True","16.00, 0.34, True","16.00, 0.27, True","12.00, 0.16, True",A
template_44,"5.00, 0.04, False","4.00, 0.03, False","7.00, 0.06, False","10.00, 0.14, False","9.00, 0.12, False","5.00, 0.10, False","11.00, 0.26, False","6.00, 0.17, False","13.00, 0.38, False","11.00, 0.34, False","17.00, 0.43, False","6.00, 0.24, False","5.00, 0.21, False","13.00, 0.47, False","10.00, 0.42, False","10.00, 0.54, False","16.00, 0.62, False","11.00, 0.56, False","10.00, 0.54, False","13.00, 0.58, False","16.00, 0.74, False","15.00, 0.73, False","5.00, 0.58, False","14.00, 0.72, False","17.00, 0.74, False","14.00, 0.86, False","7.00, 0.80, False","15.00, 0.86, False","15.00, 0.86, False","12.00, 0.85, False","12.00, 0.85, False","12.00, 1.00, False","14.00, 1.00, False","17.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, False","19.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, True","14.00, 1.00, True",None,"16.00, 1.00, True","16.00, 1.00, True","15.00, 1.00, True","11.00, 1.00, True","14.00, 0.86, True","15.00, 0.73, True","16.00, 0.74, True","14.00, 0.60, True","16.00, 0.62, True","15.00, 0.61, True","11.00, 0.44, True","18.00, 0.53, True","15.00, 0.32, True","13.00, 0.23, True","9.00, 0.12, True",B
template_23,"12.00, 0.09, False","11.00, 0.08, False","8.00, 0.05, False","11.00, 0.11, False","13.00, 0.13, False","11.00, 0.15, False","11.00, 0.20, False","10.00, 0.18, False","10.00, 0.25, False","11.00, 0.26, False","10.00, 0.25, False","11.00, 0.26, False","11.00, 0.26, False","4.00, 0.18, False","10.00, 0.33, False","16.00, 0.51, False","12.00, 0.46, False","12.00, 0.46, False","10.00, 0.42, False","5.00, 0.30, False","14.00, 0.60, False","6.00, 0.45, False","13.00, 0.58, False","12.00, 0.57, False","8.00, 0.50, False","11.00, 0.69, False","15.00, 0.73, False","14.00, 0.72, False","10.00, 0.68, False","8.00, 0.65, False","13.00, 0.71, False","11.00, 0.84, False","12.00, 0.85, False","10.00, 0.83, False","12.00, 0.85, False","13.00, 0.85, False","8.00, 0.81, False","8.00, 0.81, False","16.00, 1.00, False","18.00, 1.00, False","16.00, 1.00, False",None,"11.00, 1.00, None","13.00, 1.00, None","14.00, 1.00, None","10.00, 1.00, True","10.00, 0.83, True","7.00, 0.80, True","11.00, 0.69, True","11.00, 0.69, True","9.00, 0.66, True","8.00, 0.50, True","10.00, 0.54, True","7.00, 0.26, True","7.00, 0.19, True","5.00, 0.10, True",A
template_45,"14.00, 0.11, False","12.00, 0.09, False","11.00, 0.08, False","11.00, 0.11, False","12.00, 0.12, False","10.00, 0.14, False","12.00, 0.22, False","12.00, 0.22, False","12.00, 0.28, False","15.00, 0.32, False","12.00, 0.28, False","9.00, 0.23, False","9.00, 0.23, False","6.00, 0.24, False","13.00, 0.38, False","16.00, 0.51, False","11.00, 0.44, False","14.00, 0.49, False","13.00, 0.47, False","8.00, 0.38, False","16.00, 0.62, False","9.00, 0.52, False","16.00, 0.62, False","10.00, 0.54, False","13.00, 0.58, False","11.00, 0.69, False","16.00, 0.74, False","16.00, 0.74, False","7.00, 0.63, False","14.00, 0.72, False","14.00, 0.72, False","12.00, 0.85, False","15.00, 0.86, False","14.00, 0.86, False","15.00, 0.86, False","15.00, 0.86, False","11.00, 0.84, False","6.00, 0.79, False","18.00, 1.00, False","21.00, 1.00, False","16.00, 1.00, False","11.00, 1.00, True",None,"11.00, 1.00, None","16.00, 1.00, None","14.00, 1.00, True","11.00, 0.84, True","11.00, 0.84, True","12.00, 0.70, True","13.00, 0.71, True","14.00, 0.72, True","12.00, 0.57, True","13.00, 0.58, True","8.00, 0.29, True","6.00, 0.17, True","9.00, 0.17, True",A
