"statistic, pvalue, row is better than column",template_37,template_36,template_39,best set: template_15,template_31,template_33,template_23,template_19,template_25,template_27,template_30,template_35,template_40,template_38,template_21,template_44,template_34,template_17,template_53,template_22,template_41,template_48,template_29,template_20,template_45,template_55,template_28,template_24,template_52,template_16,template_54,template_32,template_14,template_18,template_50,template_26,template_42,template_46,template_49,template_51,template_47,template_2,template_43,template_3,template_8,template_9,template_10,template_11,template_12,template_5,template_13,template_7,template_6,template_4,template_1,template_0,group,accuracy
template_48,"26.00, 0.43, False","15.00, 0.32, False","22.00, 0.40, False","27.00, 0.44, False","24.00, 0.50, False","26.00, 0.51, False","24.00, 0.50, False","28.00, 0.61, False","28.00, 0.70, False","25.00, 0.68, False","15.00, 0.73, False","27.00, 0.79, False","18.00, 0.75, False","18.00, 0.75, False","29.00, 0.90, False","15.00, 0.86, False","12.00, 0.85, False","29.00, 0.90, False","26.00, 1.00, False","16.00, 1.00, False","27.00, 1.00, False",None,"29.00, 1.00, None","15.00, 1.00, True","30.00, 1.00, True","28.00, 0.90, True","17.00, 0.87, True","17.00, 0.87, True","15.00, 0.86, True","15.00, 0.73, True","18.00, 0.64, True","16.00, 0.62, True","20.00, 0.65, True","17.00, 0.52, True","10.00, 0.42, True","20.00, 0.55, True","19.00, 0.37, True","8.00, 0.15, True","26.00, 0.37, True","25.00, 0.30, True","28.00, 0.32, True","15.00, 0.12, True","28.00, 0.15, True","21.00, 0.08, True","14.00, 0.01, True","20.00, 0.01, True","14.00, 0.00, True","21.00, 0.00, True","19.00, 0.00, True","23.00, 0.00, True","23.00, 0.00, True","18.00, 0.00, True","6.00, 0.00, True","14.00, 0.00, True","26.00, 0.00, True","15.00, 0.00, True",A,0.716
template_29,"10.00, 0.25, False","22.00, 0.40, False","11.00, 0.26, False","14.00, 0.31, False","10.00, 0.33, False","10.00, 0.33, False","12.00, 0.36, False","15.00, 0.50, False","13.00, 0.58, False","14.00, 0.60, False","27.00, 0.79, False","11.00, 0.69, False","24.00, 0.78, False","27.00, 0.79, False","12.00, 0.85, False","29.00, 0.90, False","28.00, 0.90, False","14.00, 0.86, False","15.00, 1.00, False","24.00, 1.00, False","16.00, 1.00, False","29.00, 1.00, True",None,"27.00, 1.00, True","18.00, 1.00, True","19.00, 0.87, True","22.00, 0.88, True","29.00, 0.90, True","29.00, 0.90, True","28.00, 0.79, True","30.00, 0.71, True","29.00, 0.70, True","26.00, 0.69, True","28.00, 0.61, True","27.00, 0.60, True","27.00, 0.60, True","28.00, 0.45, True","28.00, 0.38, True","17.00, 0.28, True","10.00, 0.14, True","16.00, 0.21, True","25.00, 0.20, True","18.00, 0.09, True","16.00, 0.05, True","25.00, 0.03, True","18.00, 0.01, True","25.00, 0.01, True","16.00, 0.00, True","25.00, 0.00, True","17.00, 0.00, True","17.00, 0.00, True","15.00, 0.00, True","20.00, 0.00, True","24.00, 0.00, True","15.00, 0.00, True","19.00, 0.00, True",A,0.716
template_20,"23.00, 0.34, False","12.00, 0.22, False","21.00, 0.32, False","23.00, 0.34, False","23.00, 0.41, False","23.00, 0.41, False","20.00, 0.38, False","24.00, 0.50, False","26.00, 0.60, False","21.00, 0.56, False","13.00, 0.58, False","25.00, 0.68, False","16.00, 0.62, False","16.00, 0.62, False","25.00, 0.78, False","15.00, 0.73, False","11.00, 0.69, False","27.00, 0.79, False","27.00, 0.89, False","12.00, 0.85, False","26.00, 0.89, False","15.00, 1.00, False","27.00, 1.00, False",None,"31.00, 1.00, None","28.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","18.00, 1.00, True","12.00, 0.85, True","22.00, 0.77, True","14.00, 0.72, True","16.00, 0.74, True","9.00, 0.52, True","14.00, 0.60, True","18.00, 0.64, True","24.00, 0.50, True","14.00, 0.31, True","26.00, 0.43, True","24.00, 0.35, True","26.00, 0.37, True","16.00, 0.16, True","27.00, 0.18, True","21.00, 0.10, True","13.00, 0.01, True","19.00, 0.01, True","13.00, 0.00, True","23.00, 0.00, True","18.00, 0.00, True","21.00, 0.00, True","21.00, 0.00, True","18.00, 0.00, True","8.00, 0.00, True","13.00, 0.00, True","24.00, 0.00, True","12.00, 0.00, True",A,0.711
template_45,"14.00, 0.24, False","25.00, 0.36, False","15.00, 0.26, False","18.00, 0.29, False","8.00, 0.21, False","15.00, 0.32, False","15.00, 0.32, False","17.00, 0.43, False","17.00, 0.52, False","20.00, 0.55, False","27.00, 0.69, False","16.00, 0.62, False","29.00, 0.70, False","28.00, 0.70, False","15.00, 0.73, False","26.00, 0.79, False","29.00, 0.80, False","12.00, 0.70, False","16.00, 0.86, False","27.00, 0.89, False","21.00, 0.88, False","30.00, 1.00, False","18.00, 1.00, False","31.00, 1.00, True",None,"22.00, 1.00, True","30.00, 1.00, True","33.00, 1.00, True","32.00, 1.00, True","28.00, 0.90, True","30.00, 0.80, True","30.00, 0.80, True","27.00, 0.79, True","32.00, 0.72, True","29.00, 0.70, True","29.00, 0.70, True","29.00, 0.53, True","31.00, 0.47, True","13.00, 0.30, True","13.00, 0.23, True","16.00, 0.27, True","26.00, 0.25, True","24.00, 0.16, True","18.00, 0.09, True","25.00, 0.04, True","18.00, 0.01, True","27.00, 0.01, True","15.00, 0.00, True","28.00, 0.00, True","17.00, 0.00, True","22.00, 0.00, True","15.00, 0.00, True","23.00, 0.00, True","25.00, 0.00, True","20.00, 0.00, True","19.00, 0.00, True",A,0.711
template_55,"11.00, 0.15, False","21.00, 0.26, False","9.00, 0.12, False","16.00, 0.21, False","18.00, 0.29, False","16.00, 0.27, False","13.00, 0.23, False","18.00, 0.36, False","14.00, 0.39, False","15.00, 0.41, False","29.00, 0.61, False","17.00, 0.52, False","22.00, 0.57, False","23.00, 0.58, False","19.00, 0.64, False","28.00, 0.70, False","23.00, 0.67, False","19.00, 0.64, False","15.00, 0.73, False","24.00, 0.78, False","12.00, 0.70, False","28.00, 0.90, False","19.00, 0.87, False","28.00, 1.00, False","22.00, 1.00, False",None,"26.00, 1.00, None","26.00, 1.00, None","25.00, 1.00, None","27.00, 1.00, True","26.00, 0.89, True","26.00, 0.89, True","26.00, 0.89, True","27.00, 0.79, True","28.00, 0.79, True","30.00, 0.80, True","22.00, 0.57, True","28.00, 0.53, True","18.00, 0.44, True","16.00, 0.34, True","17.00, 0.35, True","27.00, 0.31, True","18.00, 0.14, True","20.00, 0.13, True","25.00, 0.05, True","18.00, 0.01, True","22.00, 0.01, True","17.00, 0.00, True","20.00, 0.00, True","18.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","22.00, 0.00, True","20.00, 0.00, True","20.00, 0.00, True","15.00, 0.00, True",A,0.706
template_28,"21.00, 0.26, False","7.00, 0.09, False","20.00, 0.25, False","19.00, 0.24, False","21.00, 0.32, False","20.00, 0.31, False","21.00, 0.32, False","25.00, 0.43, False","23.00, 0.49, False","22.00, 0.48, False","13.00, 0.47, False","22.00, 0.57, False","9.00, 0.40, False","12.00, 0.46, False","23.00, 0.67, False","19.00, 0.64, False","10.00, 0.54, False","27.00, 0.69, False","25.00, 0.78, False","11.00, 0.69, False","23.00, 0.78, False","17.00, 0.87, False","22.00, 0.88, False","14.00, 1.00, False","30.00, 1.00, False","26.00, 1.00, True",None,"19.00, 1.00, None","17.00, 1.00, None","19.00, 1.00, True","25.00, 0.89, True","12.00, 0.85, True","17.00, 0.87, True","18.00, 0.75, True","15.00, 0.73, True","20.00, 0.76, True","26.00, 0.60, True","18.00, 0.44, True","25.00, 0.50, True","25.00, 0.43, True","23.00, 0.41, True","18.00, 0.23, True","24.00, 0.19, True","21.00, 0.13, True","15.00, 0.02, True","21.00, 0.02, True","13.00, 0.00, True","21.00, 0.00, True","17.00, 0.00, True","21.00, 0.00, True","23.00, 0.00, True","19.00, 0.00, True","12.00, 0.00, True","14.00, 0.00, True","18.00, 0.00, True","11.00, 0.00, True",A,0.706
template_24,"26.00, 0.31, False","12.00, 0.16, False","20.00, 0.25, False","24.00, 0.29, False","26.00, 0.37, False","25.00, 0.36, False","23.00, 0.34, False","27.00, 0.44, False","24.00, 0.50, False","26.00, 0.51, False","18.00, 0.53, False","27.00, 0.60, False","13.00, 0.47, False","11.00, 0.44, False","28.00, 0.70, False","19.00, 0.64, False","14.00, 0.60, False","29.00, 0.70, False","24.00, 0.78, False","11.00, 0.69, False","27.00, 0.79, False","17.00, 0.87, False","29.00, 0.90, False","14.00, 1.00, False","33.00, 1.00, False","26.00, 1.00, True","19.00, 1.00, True",None,"18.00, 1.00, None","16.00, 1.00, True","22.00, 0.88, True","17.00, 0.87, True","15.00, 0.86, True","12.00, 0.70, True","17.00, 0.74, True","14.00, 0.72, True","24.00, 0.58, True","19.00, 0.45, True","30.00, 0.54, True","28.00, 0.45, True","29.00, 0.46, True","20.00, 0.25, True","28.00, 0.22, True","26.00, 0.17, True","13.00, 0.01, True","25.00, 0.02, True","10.00, 0.00, True","23.00, 0.00, True","16.00, 0.00, True","24.00, 0.00, True","25.00, 0.00, True","24.00, 0.00, True","12.00, 0.00, True","13.00, 0.00, True","22.00, 0.00, True","14.00, 0.00, True",A,0.706
template_52,"23.00, 0.28, False","11.00, 0.15, False","19.00, 0.24, False","23.00, 0.28, False","25.00, 0.36, False","23.00, 0.34, False","21.00, 0.32, False","28.00, 0.45, False","23.00, 0.49, False","23.00, 0.49, False","15.00, 0.50, False","25.00, 0.59, False","14.00, 0.49, False","12.00, 0.46, False","27.00, 0.69, False","13.00, 0.58, False","16.00, 0.62, False","29.00, 0.70, False","24.00, 0.78, False","16.00, 0.74, False","25.00, 0.78, False","15.00, 0.86, False","29.00, 0.90, False","18.00, 1.00, False","32.00, 1.00, False","25.00, 1.00, True","17.00, 1.00, True","18.00, 1.00, True",None,"16.00, 1.00, True","15.00, 0.86, True","19.00, 0.87, True","20.00, 0.88, True","18.00, 0.75, True","10.00, 0.68, True","19.00, 0.76, True","17.00, 0.52, True","14.00, 0.39, True","26.00, 0.51, True","26.00, 0.43, True","26.00, 0.43, True","15.00, 0.20, True","25.00, 0.20, True","19.00, 0.12, True","15.00, 0.02, True","20.00, 0.01, True","11.00, 0.00, True","21.00, 0.00, True","17.00, 0.00, True","23.00, 0.00, True","20.00, 0.00, True","19.00, 0.00, True","12.00, 0.00, True","16.00, 0.00, True","20.00, 0.00, True","11.00, 0.00, True",A,0.706
template_16,"24.00, 0.24, False","13.00, 0.13, False","20.00, 0.20, False","24.00, 0.24, False","20.00, 0.25, False","23.00, 0.28, False","21.00, 0.26, False","28.00, 0.38, False","25.00, 0.43, False","24.00, 0.42, False","7.00, 0.26, False","27.00, 0.52, False","14.00, 0.39, False","13.00, 0.38, False","28.00, 0.61, False","11.00, 0.44, False","13.00, 0.47, False","25.00, 0.59, False","25.00, 0.68, False","11.00, 0.56, False","25.00, 0.68, False","15.00, 0.73, False","28.00, 0.79, False","12.00, 0.85, False","28.00, 0.90, False","27.00, 1.00, False","19.00, 1.00, False","16.00, 1.00, False","16.00, 1.00, False",None,"21.00, 1.00, True","18.00, 1.00, True","20.00, 1.00, True","14.00, 0.86, True","14.00, 0.86, True","21.00, 0.88, True","23.00, 0.67, True","16.00, 0.51, True","26.00, 0.60, True","28.00, 0.53, True","26.00, 0.51, True","12.00, 0.22, True","28.00, 0.27, True","21.00, 0.17, True","11.00, 0.01, True","19.00, 0.02, True","13.00, 0.00, True","21.00, 0.00, True","17.00, 0.00, True","24.00, 0.00, True","22.00, 0.00, True","23.00, 0.00, True","10.00, 0.00, True","15.00, 0.00, True","23.00, 0.00, True","11.00, 0.00, True",A,0.701
template_54,"25.00, 0.20, False","13.00, 0.10, False","20.00, 0.16, False","23.00, 0.18, False","23.00, 0.23, False","24.00, 0.24, False","22.00, 0.22, False","26.00, 0.31, False","27.00, 0.37, False","26.00, 0.37, False","16.00, 0.34, False","24.00, 0.42, False","16.00, 0.34, False","16.00, 0.34, False","26.00, 0.51, False","17.00, 0.43, False","19.00, 0.45, False","27.00, 0.52, False","26.00, 0.60, False","18.00, 0.53, False","24.00, 0.58, False","18.00, 0.64, False","30.00, 0.71, False","22.00, 0.77, False","30.00, 0.80, False","26.00, 0.89, False","25.00, 0.89, False","22.00, 0.88, False","15.00, 0.86, False","21.00, 1.00, False",None,"24.00, 1.00, None","27.00, 1.00, None","24.00, 1.00, True","18.00, 1.00, True","20.00, 1.00, True","18.00, 0.75, True","19.00, 0.64, True","25.00, 0.68, True","30.00, 0.62, True","27.00, 0.60, True","23.00, 0.41, True","25.00, 0.30, True","24.00, 0.24, True","22.00, 0.07, True","21.00, 0.03, True","19.00, 0.01, True","22.00, 0.00, True","20.00, 0.00, True","22.00, 0.00, True","22.00, 0.00, True","19.00, 0.00, True","17.00, 0.00, True","20.00, 0.00, True","22.00, 0.00, True","18.00, 0.00, True",A,0.697
template_32,"23.00, 0.18, False","7.00, 0.04, False","19.00, 0.15, False","20.00, 0.16, False","21.00, 0.21, False","20.00, 0.20, False","22.00, 0.22, False","23.00, 0.28, False","25.00, 0.36, False","23.00, 0.34, False","12.00, 0.28, False","22.00, 0.40, False","12.00, 0.28, False","11.00, 0.26, False","25.00, 0.50, False","15.00, 0.41, False","3.00, 0.15, False","25.00, 0.50, False","28.00, 0.61, False","9.00, 0.40, False","25.00, 0.59, False","16.00, 0.62, False","29.00, 0.70, False","14.00, 0.72, False","30.00, 0.80, False","26.00, 0.89, False","12.00, 0.85, False","17.00, 0.87, False","19.00, 0.87, False","18.00, 1.00, False","24.00, 1.00, True",None,"20.00, 1.00, None","15.00, 1.00, True","14.00, 1.00, True","21.00, 1.00, True","28.00, 0.79, True","15.00, 0.61, True","31.00, 0.71, True","28.00, 0.61, True","25.00, 0.59, True","21.00, 0.39, True","28.00, 0.32, True","26.00, 0.25, True","13.00, 0.03, True","24.00, 0.04, True","15.00, 0.01, True","26.00, 0.01, True","22.00, 0.00, True","23.00, 0.00, True","26.00, 0.00, True","22.00, 0.00, True","12.00, 0.00, True","13.00, 0.00, True","22.00, 0.00, True","15.00, 0.00, True",A,0.697
template_14,"21.00, 0.17, False","14.00, 0.11, False","21.00, 0.17, False","21.00, 0.17, False","21.00, 0.21, False","21.00, 0.21, False","23.00, 0.23, False","24.00, 0.29, False","23.00, 0.34, False","26.00, 0.37, False","18.00, 0.36, False","22.00, 0.40, False","16.00, 0.34, False","18.00, 0.36, False","24.00, 0.50, False","22.00, 0.48, False","18.00, 0.44, False","27.00, 0.52, False","22.00, 0.57, False","11.00, 0.44, False","27.00, 0.60, False","20.00, 0.65, False","26.00, 0.69, False","16.00, 0.74, False","27.00, 0.79, False","26.00, 0.89, False","17.00, 0.87, False","15.00, 0.86, False","20.00, 0.88, False","20.00, 1.00, False","27.00, 1.00, True","20.00, 1.00, True",None,"16.00, 1.00, True","22.00, 1.00, True","19.00, 1.00, True","25.00, 0.78, True","24.00, 0.68, True","28.00, 0.70, True","23.00, 0.58, True","27.00, 0.60, True","24.00, 0.42, True","30.00, 0.34, True","24.00, 0.24, True","15.00, 0.04, True","22.00, 0.03, True","15.00, 0.01, True","21.00, 0.00, True","21.00, 0.00, True","21.00, 0.00, True","26.00, 0.00, True","20.00, 0.00, True","17.00, 0.00, True","18.00, 0.00, True","22.00, 0.00, True","11.00, 0.00, True",A,0.697
template_18,"22.00, 0.14, False","11.00, 0.06, False","20.00, 0.13, False","22.00, 0.14, False","24.00, 0.19, False","21.00, 0.17, False","19.00, 0.15, False","21.00, 0.21, False","24.00, 0.29, False","22.00, 0.27, False","14.00, 0.24, False","23.00, 0.34, False","12.00, 0.22, False","12.00, 0.22, False","25.00, 0.43, False","15.00, 0.32, False","11.00, 0.26, False","27.00, 0.44, False","25.00, 0.50, False","9.00, 0.31, False","26.00, 0.51, False","17.00, 0.52, False","28.00, 0.61, False","9.00, 0.52, False","32.00, 0.72, False","27.00, 0.79, False","18.00, 0.75, False","12.00, 0.70, False","18.00, 0.75, False","14.00, 0.86, False","24.00, 1.00, False","15.00, 1.00, False","16.00, 1.00, False",None,"18.00, 1.00, None","17.00, 1.00, None","26.00, 0.89, True","17.00, 0.74, True","32.00, 0.81, True","30.00, 0.71, True","30.00, 0.71, True","22.00, 0.48, True","33.00, 0.42, True","27.00, 0.31, True","15.00, 0.05, True","21.00, 0.04, True","13.00, 0.01, True","24.00, 0.01, True","18.00, 0.00, True","22.00, 0.00, True","24.00, 0.00, True","23.00, 0.00, True","13.00, 0.00, True","12.00, 0.00, True","25.00, 0.00, True","15.00, 0.00, True",A,0.692
template_50,"22.00, 0.14, False","7.00, 0.03, False","19.00, 0.12, False","22.00, 0.14, False","21.00, 0.17, False","20.00, 0.16, False","19.00, 0.15, False","24.00, 0.24, False","23.00, 0.28, False","20.00, 0.25, False","7.00, 0.13, False","24.00, 0.35, False","16.00, 0.27, False","12.00, 0.22, False","23.00, 0.41, False","7.00, 0.19, False","10.00, 0.25, False","25.00, 0.43, False","23.00, 0.49, False","10.00, 0.33, False","24.00, 0.50, False","10.00, 0.42, False","27.00, 0.60, False","14.00, 0.60, False","29.00, 0.70, False","28.00, 0.79, False","15.00, 0.73, False","17.00, 0.74, False","10.00, 0.68, False","14.00, 0.86, False","18.00, 1.00, False","14.00, 1.00, False","22.00, 1.00, False","18.00, 1.00, True",None,"22.00, 1.00, None","22.00, 0.88, True","11.00, 0.69, True","26.00, 0.79, True","25.00, 0.68, True","26.00, 0.69, True","16.00, 0.42, True","30.00, 0.40, True","22.00, 0.27, True","13.00, 0.04, True","21.00, 0.04, True","11.00, 0.00, True","23.00, 0.01, True","16.00, 0.00, True","25.00, 0.01, True","23.00, 0.00, True","20.00, 0.00, True","10.00, 0.00, True","14.00, 0.00, True","24.00, 0.00, True","13.00, 0.00, True",A,0.692
template_26,"23.00, 0.15, False","14.00, 0.08, False","18.00, 0.11, False","20.00, 0.13, False","19.00, 0.15, False","23.00, 0.18, False","22.00, 0.18, False","24.00, 0.24, False","25.00, 0.30, False","23.00, 0.28, False","16.00, 0.27, False","26.00, 0.37, False","8.00, 0.15, False","11.00, 0.20, False","24.00, 0.42, False","20.00, 0.38, False","19.00, 0.37, False","24.00, 0.42, False","24.00, 0.50, False","14.00, 0.39, False","26.00, 0.51, False","20.00, 0.55, False","27.00, 0.60, False","18.00, 0.64, False","29.00, 0.70, False","30.00, 0.80, False","20.00, 0.76, False","14.00, 0.72, False","19.00, 0.76, False","21.00, 0.88, False","20.00, 1.00, False","21.00, 1.00, False","19.00, 1.00, False","17.00, 1.00, True","22.00, 1.00, True",None,"26.00, 0.89, True","23.00, 0.78, True","30.00, 0.80, True","29.00, 0.70, True","28.00, 0.70, True","24.00, 0.50, True","31.00, 0.40, True","24.00, 0.29, True","18.00, 0.06, True","24.00, 0.05, True","14.00, 0.01, True","23.00, 0.01, True","15.00, 0.00, True","22.00, 0.00, True","23.00, 0.00, True","19.00, 0.00, True","18.00, 0.00, True","19.00, 0.00, True","21.00, 0.00, True","16.00, 0.00, True",A,0.692
template_42,"21.00, 0.08, False","18.00, 0.06, False","17.00, 0.06, False","23.00, 0.09, False","23.00, 0.12, False","26.00, 0.14, False","20.00, 0.10, False","28.00, 0.18, False","24.00, 0.19, False","20.00, 0.16, False","20.00, 0.20, False","23.00, 0.23, False","19.00, 0.19, False","20.00, 0.20, False","26.00, 0.31, False","19.00, 0.24, False","23.00, 0.28, False","28.00, 0.32, False","24.00, 0.35, False","22.00, 0.33, False","23.00, 0.34, False","19.00, 0.37, False","28.00, 0.45, False","24.00, 0.50, False","29.00, 0.53, False","22.00, 0.57, False","26.00, 0.60, False","24.00, 0.58, False","17.00, 0.52, False","23.00, 0.67, False","18.00, 0.75, False","28.00, 0.79, False","25.00, 0.78, False","26.00, 0.89, False","22.00, 0.88, False","26.00, 0.89, False",None,"24.00, 1.00, True","32.00, 1.00, True","30.00, 0.90, True","34.00, 0.90, True","26.00, 0.69, True","30.00, 0.54, True","20.00, 0.38, True","23.00, 0.15, True","20.00, 0.06, True","21.00, 0.04, True","19.00, 0.01, True","21.00, 0.01, True","22.00, 0.01, True","19.00, 0.00, True","19.00, 0.00, True","20.00, 0.00, True","24.00, 0.00, True","21.00, 0.00, True","16.00, 0.00, True",A,0.682
template_46,"25.00, 0.08, False","11.00, 0.02, False","21.00, 0.06, False","28.00, 0.10, False","22.00, 0.09, False","24.00, 0.10, False","25.00, 0.10, False","29.00, 0.15, False","27.00, 0.18, False","23.00, 0.15, False","12.00, 0.09, False","26.00, 0.21, False","17.00, 0.14, False","13.00, 0.10, False","29.00, 0.27, False","10.00, 0.10, False","11.00, 0.11, False","28.00, 0.27, False","23.00, 0.28, False","13.00, 0.18, False","26.00, 0.31, False","8.00, 0.15, False","28.00, 0.38, False","14.00, 0.31, False","31.00, 0.47, False","28.00, 0.53, False","18.00, 0.44, False","19.00, 0.45, False","14.00, 0.39, False","16.00, 0.51, False","19.00, 0.64, False","15.00, 0.61, False","24.00, 0.68, False","17.00, 0.74, False","11.00, 0.69, False","23.00, 0.78, False","24.00, 1.00, False",None,"34.00, 1.00, None","33.00, 1.00, True","31.00, 1.00, True","23.00, 0.78, True","32.00, 0.63, True","29.00, 0.53, True","22.00, 0.18, True","30.00, 0.13, True","17.00, 0.03, True","30.00, 0.03, True","21.00, 0.02, True","30.00, 0.03, True","28.00, 0.02, True","26.00, 0.01, True","13.00, 0.00, True","15.00, 0.00, True","31.00, 0.00, True","19.00, 0.00, True",A,0.677
template_49,"12.00, 0.02, False","20.00, 0.06, False","13.00, 0.03, False","16.00, 0.04, False","12.00, 0.03, False","8.00, 0.02, False","10.00, 0.02, False","13.00, 0.05, False","12.00, 0.07, False","16.00, 0.10, False","23.00, 0.18, False","13.00, 0.10, False","23.00, 0.18, False","25.00, 0.20, False","10.00, 0.10, False","25.00, 0.25, False","26.00, 0.25, False","14.00, 0.14, False","13.00, 0.18, False","23.00, 0.28, False","16.00, 0.21, False","26.00, 0.37, False","17.00, 0.28, False","26.00, 0.43, False","13.00, 0.30, False","18.00, 0.44, False","25.00, 0.50, False","30.00, 0.54, False","26.00, 0.51, False","26.00, 0.60, False","25.00, 0.68, False","31.00, 0.71, False","28.00, 0.70, False","32.00, 0.81, False","26.00, 0.79, False","30.00, 0.80, False","32.00, 1.00, False","34.00, 1.00, True",None,"14.00, 1.00, True","10.00, 1.00, True","28.00, 0.79, True","26.00, 0.60, True","23.00, 0.49, True","28.00, 0.22, True","18.00, 0.06, True","28.00, 0.08, True","17.00, 0.01, True","30.00, 0.03, True","19.00, 0.01, True","21.00, 0.01, True","16.00, 0.00, True","26.00, 0.01, True","29.00, 0.00, True","21.00, 0.00, True","21.00, 0.00, True",B,0.677
template_51,"5.00, 0.00, False","20.00, 0.04, False","8.00, 0.01, False","14.00, 0.02, False","10.00, 0.02, False","8.00, 0.01, False","6.00, 0.01, False","10.00, 0.02, False","7.00, 0.02, False","12.00, 0.05, False","25.00, 0.16, False","11.00, 0.06, False","26.00, 0.17, False","26.00, 0.17, False","10.00, 0.07, False","28.00, 0.22, False","25.00, 0.20, False","13.00, 0.10, False","10.00, 0.10, False","22.00, 0.22, False","14.00, 0.14, False","25.00, 0.30, False","10.00, 0.14, False","24.00, 0.35, False","13.00, 0.23, False","16.00, 0.34, False","25.00, 0.43, False","28.00, 0.45, False","26.00, 0.43, False","28.00, 0.53, False","30.00, 0.62, False","28.00, 0.61, False","23.00, 0.58, False","30.00, 0.71, False","25.00, 0.68, False","29.00, 0.70, False","30.00, 0.90, False","33.00, 1.00, False","14.00, 1.00, False",None,"17.00, 1.00, None","33.00, 0.90, True","23.00, 0.67, True","23.00, 0.58, True","28.00, 0.27, True","19.00, 0.09, True","29.00, 0.10, True","17.00, 0.01, True","31.00, 0.04, True","17.00, 0.01, True","23.00, 0.01, True","17.00, 0.00, True","25.00, 0.01, True","28.00, 0.00, True","24.00, 0.00, True","21.00, 0.00, True",B,0.672
template_47,"12.00, 0.02, False","18.00, 0.04, False","13.00, 0.02, False","14.00, 0.02, False","13.00, 0.03, False","7.00, 0.01, False","13.00, 0.03, False","11.00, 0.03, False","15.00, 0.07, False","17.00, 0.08, False","23.00, 0.15, False","14.00, 0.08, False","23.00, 0.15, False","22.00, 0.14, False","12.00, 0.09, False","26.00, 0.21, False","23.00, 0.18, False","15.00, 0.12, False","14.00, 0.14, False","22.00, 0.22, False","17.00, 0.17, False","28.00, 0.32, False","16.00, 0.21, False","26.00, 0.37, False","16.00, 0.27, False","17.00, 0.35, False","23.00, 0.41, False","29.00, 0.46, False","26.00, 0.43, False","26.00, 0.51, False","27.00, 0.60, False","25.00, 0.59, False","27.00, 0.60, False","30.00, 0.71, False","26.00, 0.69, False","28.00, 0.70, False","34.00, 0.90, False","31.00, 1.00, False","10.00, 1.00, False","17.00, 1.00, True",None,"30.00, 0.90, True","24.00, 0.68, True","29.00, 0.61, True","31.00, 0.29, True","25.00, 0.13, True","28.00, 0.10, True","24.00, 0.03, True","31.00, 0.04, True","21.00, 0.02, True","24.00, 0.02, True","20.00, 0.00, True","28.00, 0.01, True","28.00, 0.00, True","24.00, 0.00, True","24.00, 0.00, True",B,0.672
template_2,"22.00, 0.03, False","14.00, 0.01, False","20.00, 0.02, False","23.00, 0.03, False","20.00, 0.03, False","22.00, 0.04, False","20.00, 0.03, False","26.00, 0.07, False","24.00, 0.08, False","23.00, 0.07, False","11.00, 0.03, False","26.00, 0.11, False","15.00, 0.05, False","15.00, 0.05, False","26.00, 0.14, False","12.00, 0.05, False","16.00, 0.07, False","24.00, 0.12, False","23.00, 0.15, False","15.00, 0.09, False","24.00, 0.16, False","15.00, 0.12, False","25.00, 0.20, False","16.00, 0.16, False","26.00, 0.25, False","27.00, 0.31, False","18.00, 0.23, False","20.00, 0.25, False","15.00, 0.20, False","12.00, 0.22, False","23.00, 0.41, False","21.00, 0.39, False","24.00, 0.42, False","22.00, 0.48, False","16.00, 0.42, False","24.00, 0.50, False","26.00, 0.69, False","23.00, 0.78, False","28.00, 0.79, False","33.00, 0.90, False","30.00, 0.90, False",None,"34.00, 0.90, True","20.00, 0.76, True","16.00, 0.27, True","21.00, 0.17, True","11.00, 0.04, True","21.00, 0.04, True","18.00, 0.03, True","24.00, 0.04, True","21.00, 0.02, True","19.00, 0.01, True","7.00, 0.00, True","16.00, 0.00, True","22.00, 0.00, True","13.00, 0.00, True",B,0.662
template_43,"19.00, 0.01, False","19.00, 0.01, False","16.00, 0.01, False","15.00, 0.01, False","19.00, 0.02, False","17.00, 0.01, False","20.00, 0.02, False","20.00, 0.02, False","23.00, 0.04, False","21.00, 0.04, False","25.00, 0.06, False","20.00, 0.04, False","22.00, 0.05, False","23.00, 0.06, False","22.00, 0.07, False","28.00, 0.10, False","24.00, 0.08, False","21.00, 0.06, False","20.00, 0.08, False","25.00, 0.10, False","18.00, 0.06, False","28.00, 0.15, False","18.00, 0.09, False","27.00, 0.18, False","24.00, 0.16, False","18.00, 0.14, False","24.00, 0.19, False","28.00, 0.22, False","25.00, 0.20, False","28.00, 0.27, False","25.00, 0.30, False","28.00, 0.32, False","30.00, 0.34, False","33.00, 0.42, False","30.00, 0.40, False","31.00, 0.40, False","30.00, 0.54, False","32.00, 0.63, False","26.00, 0.60, False","23.00, 0.67, False","24.00, 0.68, False","34.00, 0.90, False",None,"31.00, 1.00, True","35.00, 0.57, True","30.00, 0.34, True","32.00, 0.25, True","25.00, 0.08, True","32.00, 0.11, True","25.00, 0.06, True","27.00, 0.06, True","26.00, 0.02, True","27.00, 0.03, True","28.00, 0.01, True","24.00, 0.01, True","26.00, 0.00, True",B,0.652
